,Name,z_burns2018_bvriC,z_burns2018_griC,EBV,EBV_err,dm15,dm15_err,MV,MV_err,bv_source_w09,Type,foundation,csp,w09,vel,vel_err,vel_source,bv_source,z,z_err,z_wang09,c_sncosmo,c_err_sncosmo,chisq,mwebv_sncosmo,mwebv_err,success,t0,t0_err,x0_sncosmo,x0_err_sncosmo,x1_sncosmo,x1_err_sncosmo,z_cosana,Name_sncosmo,Survey_sncosmo,bands,bands2,Name_upper,Name_snana,zHEL,zCMB,zHD,mwebv_snana,SNRMAX1,SNRMAX2,PKMJD,PKMJDERR,x1_snana,x1_err_snana,c_snana,c_err_snana,mB,mBERR,x0_snana,x0_err_snana,FITCHI2,x0_offset,Survey_snana,first_fitmjd
405,2003w,,,0.22,0.07,1.08,0.05,-19.08,0.11,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.02112795,,0.02112795,0.112725091,0.025579327,175.4212872,0.041114779,0,1,52680.52872,0.060454029,0.007808335,0.000206802,0.085946898,0.062629106,0.02112795,2003w,CfA3,BRV                 ,BIRV                ,SN2003W,SN2003W,0.02113,0.02113,0.02113,0.041115,90.47802,90.47796,52680.527,0.06,0.084761,0.0625477,0.11783,0.0253488,15.65621,0.0295254,0.00980658,0.000266679,179.0058,0.007647466,CfA3,52671.316
406,2006le,,,0.02,0.04,0.88,0.05,-19.48,0.13,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.017271949,,0.017271949,-0.063263802,0.025834213,107.1742289,0.35113505,0,1,54048.56608,0.039108768,0.017508134,0.00046475,0.958437222,0.042970826,0.017271949,2006le,CfA3,BVr                 ,BVir                ,SN2006LE,SN2006LE,0.01727,0.01727,0.01727,0.35114,108.57377,108.57376,54048.52,0.04,0.90393,0.0434533,-0.0498822,0.0336625,14.79305,0.0795194,0.021716,0.00159048,96.15038,0.016934791,CfA3,54036.473
407,1997bp,,,0.28,0.07,1.13,0.05,-19.09,0.25,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.008176,0,0.008829442,0.16304582,0.026369521,541.6097609,0.038086284,0,1,50549.38498,0.171891914,0.046785812,0.001301035,0.420016157,0.087329833,0.008176,1997bp,CfA2,BRV                 ,BIRV                ,SN1997BP,SN1997BP,0.00818,0.00818,0.00818,0.0380863,155.10524,120.63739,50549.398,0.207,0.4213,0.10263,0.17222,0.0249771,13.69939,0.0305112,0.0594625,0.00167101,537.58087,0.046370648,CfA2,50546.289
408,2004as,,,0.23,0.04,1.15,0.05,-18.85,0.07,TRUE,HV,FALSE,FALSE,TRUE,-11.84,0.25,local,w09,0.032062181,,0.032062181,0.018834834,0.027912079,52.63054959,0.013177199,0,1,53086.283,0.140420661,0.003000234,8.51E-05,0.228575797,0.112142114,0.032062181,2004as,CfA3,BRV                 ,BIRV                ,SN2004AS,SN2004AS,0.03206,0.03206,0.03206,0.0131772,51.70179,45.23901,53086.289,0.14,0.23043,0.11187,0.0227912,0.0275676,16.69302,0.0306411,0.00377391,0.000106505,52.89264,0.002943009,CfA3,53080.324
409,1996x,,,0.06,0.04,1.34,0.05,-19.36,0.31,TRUE,N,FALSE,FALSE,TRUE,-11.17,0.22,local,w09,0.006888,0,0.007071559,-0.034520363,0.02628062,13.30877397,0.059727461,0,1,50191.3217,0.11367002,0.110018615,0.003032153,-1.082563274,0.067420653,0.006888,1996x,CfA1,BRV                 ,BIRV                ,SN1996X,SN1996X,0.00689,0.00689,0.00689,0.0597282,54.28682,54.28682,50191.32,0.114,-1.08177,0.0677342,-0.0352095,0.0260921,12.76127,0.0319263,0.14109,0.00414875,13.35913,0.11002623,CfA1,50187.301
410,2006bq,,,0.17,0.04,1.57,0.06,-18.71,0.11,TRUE,HV,FALSE,FALSE,TRUE,-13.78385,0.22456,w09,w09,0.021454843,,0.021454843,0.030534995,0.026742434,84.62597708,0.050868123,0,1,53848.18326,0.17783912,0.005912772,0.000164884,-1.574495776,0.067496962,0.021454843,2006bq,CfA3,BVr                 ,BVir                ,SN2006BQ,SN2006BQ,0.02145,0.02145,0.02145,0.0508676,90.47813,90.47806,53848.258,0.135,-1.6334,0.0644351,0.0465265,0.026839,15.95613,0.031634,0.00743957,0.000216759,84.67146,0.005801601,CfA3,53850.461
411,2002aw,,,0.14,0.07,1.22,0.08,-19.04,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.026184781,,0.026184781,0.052587785,0.026753923,62.82726342,0.005964732,0,1,52325.59095,0.231899355,0.005654735,0.000160657,-0.30866124,0.117982973,0.026184781,2002aw,LOSS,BRV                 ,BIRV                ,SN2002AW,SN2002AW,0.02618,0.02618,0.02618,0.00596473,83.51822,83.51819,52325.562,0.054,-0.300162,0.093611,0.0522235,0.0259581,15.98287,0.0292371,0.00725859,0.000195462,64.22896,0.005660467,LOSS,52326.059
412,2004bd,,,0.29,0.1,1.78,0.1,-17.99,0.24,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.009890175,,0.009890175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,2002hu,,,0.02,0.05,1.05,0.07,-19.36,0.06,TRUE,N,FALSE,FALSE,TRUE,-9.88,0.28,local,w09,0.038226445,,0.038226445,-0.092799966,0.026008118,32.12405585,0.038389457,0,1,52592.51696,0.095307039,0.003901808,0.000100762,0.535766574,0.090765317,0.038226445,2002hu,CfA3,BRV                 ,BIRV                ,SN2002HU,SN2002HU,0.03823,0.03823,0.03823,0.0383896,90.47811,77.5527,52592.516,0.094,0.53254,0.090406,-0.0887549,0.0256619,16.40775,0.0287109,0.00490795,0.000129785,33.18104,0.003827367,CfA3,52587.254
414,2002jg,,,0.69,0.04,1.52,0.05,-17.31,0.16,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.01507,0,0.013869595,0.640494826,0.026821492,51.09514555,0.057081583,0,1,52609.69141,0.061773557,0.002250697,6.36E-05,-1.828252472,0.087604695,0.01507,2002jg,LOSS,BRV                 ,BIRV                ,SN2002JG,SN2002JG,0.01507,0.01507,0.01507,0.0570817,108.57388,108.57343,52609.688,0.062,-1.83874,0.0881111,0.64077,0.0262225,16.98483,0.0322987,0.0028845,8.58E-05,51.42886,0.00224942,LOSS,52602.59
415,2006dm,,,0.04,0.03,1.56,0.05,-18.77,0.11,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.0208144,,0.0208144,0.011341429,0.027348811,79.67408453,0.033173788,0,1,53928.28853,0.075383412,0.006700076,0.000185298,-1.857651058,0.066290958,0.0208144,2006dm,LOSS,BRV                 ,BIRV                ,SN2006DM,SN2006DM,0.02081,0.02081,0.02081,0.0331738,90.4779,83.51814,53928.281,0.075,-1.85778,0.0664584,0.0105808,0.0266274,15.80014,0.0302445,0.00858906,0.000239258,81.17136,0.006698008,LOSS,53920.961
416,2004bw,,,0.02,0.04,1.27,0.06,-19.03,0.1,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.021858455,,0.021858455,-0.05026587,0.026433536,49.45484647,0.120968657,0,1,53162.7829,0.082961313,0.008075573,0.000217134,-1.179544748,0.062690385,0.021858455,2004bw,LOSS,BRV                 ,BIRV                ,SN2004BW,SN2004BW,0.02186,0.02186,0.02186,0.12097,83.51816,83.51808,53162.777,0.084,-1.17745,0.0624178,-0.0521184,0.0268206,15.59715,0.037483,0.0103548,0.000357479,51.0561,0.008074985,LOSS,53153.809
417,1998ef,,,0.05,0.04,1.23,0.05,-19.4,0.13,TRUE,HV,FALSE,FALSE,TRUE,-13.26,0.22,local,w09,0.016744918,,0.016744918,-0.087746481,0.028031607,12.95150961,0.063380323,0,1,51113.71071,0.098698697,0.020396926,0.000616663,-1.192702196,0.112100485,0.016744918,1998ef,CfA2,BRV                 ,BIRV                ,SN1998EF,SN1998EF,0.01674,0.01674,0.01674,0.0633805,155.10507,108.57359,51113.711,0.095,-1.18779,0.11159,-0.0878799,0.0277924,14.59118,0.0347714,0.0261534,0.000837579,13.12751,0.020395209,CfA2,51106.121
418,2003he,,,0.15,0.04,1.01,0.05,-18.92,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.024306816,,0.024306816,0.053877808,0.025803527,210.1690629,0.033683438,0,0,52876.56486,2.19E-05,0.00567735,0.000150508,0.337277103,0.043389745,0.024306816,2003he,LOSS,BRV                 ,BIRV                ,SN2003HE,SN2003HE,0.02431,0.02431,0.02431,0.0336836,108.57378,108.57373,52876.453,0.056,0.37356,0.0462011,0.0597794,0.0249352,15.98585,0.0286124,0.00723868,0.000190761,205.03979,0.005644941,LOSS,52869.871
419,1999cc,,,0.06,0.06,1.48,0.1,-18.88,0.09,TRUE,HV,FALSE,FALSE,TRUE,-12.03,0.24,local,w09,0.031528478,,0.031528478,-0.016529401,0.031047756,8.782628225,0.019593331,0,1,51315.53631,0.21246126,0.003383775,9.90E-05,-1.626700592,0.124812684,0.031528478,1999cc,CfA2,BRV                 ,BIRV                ,SN1999CC,SN1999CC,0.03153,0.03153,0.03153,0.0195935,98.70354,72.38236,51315.535,0.207,-1.62491,0.1231,-0.0165205,0.0301824,16.54156,0.0313664,0.00433887,0.000125348,9.05917,0.003383581,CfA2,51312.34
420,2001fe,,,0.11,0.05,1.03,0.1,-19.3,0.15,TRUE,N,FALSE,FALSE,TRUE,-11.21344,0.22284,w09,w09,0.014490024,,0.014490024,-0.046651661,0.026433295,33.80830545,0.019283416,0,1,52229.29925,0.259871731,0.023989283,0.000645946,0.755266559,0.097996792,0.014490024,2001fe,CfA3,BRV                 ,BIRV                ,SN2001FE,SN2001FE,0.01449,0.01449,0.01449,0.0192833,98.7032,90.47793,52229.297,0.243,0.74694,0.0932618,-0.0405467,0.0267732,14.43819,0.0296386,0.0301109,0.000821972,35.59365,0.023481386,CfA3,52227.5
421,1997e,,,0.11,0.09,1.42,0.05,-18.73,0.18,TRUE,N,FALSE,FALSE,TRUE,-12.01,0.23,local,w09,0.013526024,,0.013526024,0.039339913,0.027151376,21.76619325,0.10955815,0,1,50468.0314,0.097906721,0.015069443,0.000411009,-1.744994876,0.090274339,0.013526024,1997e,CfA2,BRV                 ,BIRV                ,SN1997E,SN1997E,0.01353,0.01353,0.01353,0.10956,135.71712,98.70336,50468.031,0.098,-1.7457,0.0905912,0.0379608,0.0273198,14.91893,0.0364967,0.0193388,0.000650068,21.48547,0.015080979,CfA2,50464.422
422,2001ep,,,0.14,0.06,1.43,0.05,-18.88,0.17,TRUE,N,FALSE,FALSE,TRUE,-10.8,0.23,local,w09,0.012945623,,0.012945623,0.067760135,0.026211442,23.72875501,0.040721385,0,1,52200.17344,0.092153041,0.019295662,0.000522845,-0.954730444,0.059658459,0.012945623,2001ep,CfA3,BRV                 ,BIRV                ,SN2001EP,SN2001EP,0.01295,0.01295,0.01295,0.0407213,108.57365,98.70337,52200.172,0.092,-0.952826,0.0595841,0.0744006,0.0257778,14.6753,0.0301078,0.0242036,0.000671173,24.25732,0.018874696,CfA3,52195.438
423,2006gr,,,0.19,0.05,0.93,0.05,-18.92,0.08,TRUE,HV,FALSE,FALSE,TRUE,-11.85,0.32,local,w09,0.033479828,,0.033479828,0.076163402,0.02647169,94.06521356,0.073197156,0,1,54013.41735,0.065685149,0.002823239,7.45E-05,0.893671533,0.068716533,0.033479828,2006gr,CfA3,BVr                 ,BVir                ,SN2006GR,SN2006GR,0.03348,0.03348,0.03348,0.0731971,83.51824,67.85845,54013.375,0.064,0.84322,0.0675189,0.0885428,0.026663,16.75173,0.0321008,0.00357526,0.000105706,93.6372,0.002788095,CfA3,54002.328
424,2006s,,,0.17,0.04,0.93,0.04,-18.98,0.07,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.032939454,,0.032939454,0.024633125,0.026474825,135.4213653,0.014347308,0,1,53770.35311,0.091748148,0.003274166,8.53E-05,0.987216412,0.067964304,0.032939454,2006s,CfA3,BVr                 ,BVir                ,SN2006S,SN2006S,0.03294,0.03294,0.03294,0.0143472,77.55273,72.38253,53770.316,0.09,0.91347,0.066405,0.0412916,0.0261598,16.59174,0.0284169,0.00414289,0.000108432,131.08829,0.00323075,CfA3,53764.465
425,2003cg,,,1.23,0.05,1.22,0.1,-16.77,0.5,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.004469759,,0.004469759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2007ci,,,-0.02,0.04,1.77,0.09,-18.71,0.12,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.019219963,,0.019219963,0.023697598,0.02834308,85.70899975,0.022203846,0,1,54246.66167,0.06404268,0.007845279,0.000221892,-2.721277607,0.099176004,0.019219963,2007ci,CfA3,BVr                 ,BVir                ,SN2007CI,SN2007CI,0.01922,0.01922,0.01922,0.0222038,83.5182,77.55256,54246.652,0.028,-2.74776,0.0955293,0.0373665,0.0278641,15.64451,0.0308318,0.00991282,0.000281495,93.20015,0.007730316,CfA3,54238.156
427,1998dm,,,0.39,0.05,0.91,0.05,-17.86,0.33,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.006591227,,0.006591227,0.256103534,0.025358107,110.3141039,0.03901661,0,1,51060.46145,0.034610593,0.023650905,0.0006391,0.536799357,0.043428863,0.006591227,1998dm,LOSS,BRV                 ,BIRV                ,SN1998DM,SN1998DM,0.00659,0.00659,0.00659,0.0390167,108.57368,108.57366,51060.461,0.034,0.5382,0.0431877,0.25537,0.0251321,14.43079,0.0300913,0.0303168,0.000840233,111.3435,0.023641953,LOSS,51047.941
428,2005lz,,,0.12,0.05,1.37,0.1,-18.9,0.07,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.044341,0,0.044030461,0.061965541,0.029154524,89.11248026,0.077240413,0,1,53736.11486,0.14208664,0.001553311,4.52E-05,-1.149535992,0.123430372,0.044341,2005lz,CfA3,BVr                 ,BVir                ,SN2005LZ,SN2005LZ,0.04434,0.04434,0.04434,0.0772402,60.3185,57.1441,53736.094,0.143,-1.1862,0.12379,0.0766103,0.0291753,17.40362,0.0349105,0.00196134,6.31E-05,86.86082,0.001529512,CfA3,53730.328
429,1997do,,,0.14,0.07,1.1,0.07,-19,0.22,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.010473913,,0.010473913,0.099781779,0.026939443,96.94081299,0.053104241,0,1,50766.37042,0.094052785,0.030533137,0.000904018,0.38492138,0.111825846,0.010473913,1997do,CfA2,BRV                 ,BIRV                ,SN1997DO,SN1997DO,0.01047,0.01047,0.01047,0.0531043,155.10513,120.63732,50766.363,0.094,0.38522,0.11147,0.0988226,0.0262041,14.15262,0.0328394,0.03917,0.00118474,97.2668,0.030545945,CfA2,50759.512
430,1997dt,,,0.59,0.09,1.11,0.1,-17.72,0.29,TRUE,N,FALSE,FALSE,TRUE,-11.13087,0.22435,w09,w09,0.00785877,,0.00785877,0.486125772,0.030245946,10.64711572,0.048390326,0,1,50785.86334,0.1058883,0.011364576,0.000386059,-0.568799283,0.137838495,0.00785877,1997dt,CfA2,BRV                 ,BIRV                ,SN1997DT,SN1997DT,0.00786,0.00786,0.00786,0.0483902,155.10519,108.57365,50785.867,0.106,-0.57603,0.13669,0.48627,0.0296077,15.22502,0.0376622,0.0145878,0.000506024,11.0056,0.011376006,CfA2,50777.102
431,2006td,,,0.2,0.05,1.5,0.12,-18.41,0.15,TRUE,N,FALSE,FALSE,TRUE,-10.81,0.3,local,w09,0.01588,0,0.015050412,0.092087903,0.027086571,12.71644804,0.07601172,0,1,54099.03234,0.231135598,0.008890785,0.00025007,-1.4017081,0.097138843,0.01588,2006td,CfA3,BVr                 ,BVir                ,SN2006TD,SN2006TD,0.01588,0.01588,0.01588,0.0760116,98.70336,90.4781,54099.02,0.233,-1.43347,0.0972379,0.10646,0.0271417,15.50999,0.0340859,0.0112203,0.000352251,14.05251,0.008749928,CfA3,54099.16
432,2006en,,,0.11,0.04,0.99,0.06,-18.9,0.08,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.031939,0,0.030801309,0.019901089,0.028278995,96.48476,0.055278148,0,1,53972.96879,0.377816301,0.00341035,0.000117547,-0.295957261,0.088075067,0.031939,2006en,CfA3,BVr                 ,BVir                ,SN2006EN,SN2006EN,0.03194,0.03194,0.03194,0.0552781,72.38245,67.85856,53973.016,0.051,-0.342114,0.0776608,0.0361623,0.0277168,16.55374,0.032297,0.00429045,0.000127626,92.62186,0.003345822,CfA3,53977.375
433,2000dk,,,-0.01,0.04,1.66,0.03,-18.93,0.14,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.016451381,,0.016451381,-0.015420263,0.027597577,25.22904459,0.060609286,0,1,51812.42214,0.092677677,0.012375502,0.00033545,-2.038158366,0.076819481,0.016451381,2000dk,CfA2,BRV                 ,BIRV                ,SN2000DK,SN2000DK,0.01645,0.01645,0.01645,0.0606091,155.10526,135.71706,51812.418,0.094,-2.04459,0.0785975,-0.0148738,0.0272586,15.13465,0.0314123,0.015854,0.000458686,25.61066,0.012363427,CfA2,51807.379
434,2002hw,,,0.42,0.07,1.57,0.1,-18.03,0.14,TRUE,N,FALSE,FALSE,TRUE,-11.12783,0.23095,w09,w09,0.016331298,,0.016331298,0.392124212,0.031103753,24.16922009,0.090624766,0,1,52595.80013,0.116511034,0.003644039,0.000119294,-1.893754238,0.167627004,0.016331298,2002hw,CfA3,BRV                 ,BIRV                ,SN2002HW,SN2002HW,0.01633,0.01633,0.01633,0.0906244,67.85859,67.85859,52595.793,0.114,-1.89191,0.16279,0.39999,0.00746114,16.48732,0.0242909,0.00456111,0.000102045,27.41371,0.003556891,CfA3,52590.238
435,1998ec,,,0.36,0.08,1.19,0.1,-18.61,0.13,TRUE,HV,FALSE,FALSE,TRUE,-12.88097,0.22361,w09,w09,0.020120586,,0.020120586,0.136392069,0.031345856,3.809252769,0.072671393,0,1,51088.86607,1.713038961,0.006001121,0.000434031,0.10661001,0.725273088,0.020120586,1998ec,LOSS,BRV                 ,BIRV                ,SN1998EC,SN1998EC,0.02012,0.02012,0.02012,0.0726711,77.55263,67.85853,51088.898,0.221,0.0923379,0.23392,0.13534,0.0313431,15.92067,0.0409164,0.00768653,0.00028967,3.83231,0.005994188,LOSS,51094.051
436,2001e,,,0.59,0.05,1.07,0.05,-18.41,0.11,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.020480835,,0.020480835,0.396829304,0.027007534,50.62510223,0.033541468,0,1,51926.07235,0.101125355,0.003554136,0.000102511,0.088373836,0.110720062,0.020480835,2001e,LOSS,BRV                 ,BIRV                ,SN2001E,SN2001E,0.02048,0.02048,0.02048,0.0335415,90.47801,67.85857,51926.074,0.102,0.0886834,0.11085,0.39614,0.0270979,16.48833,0.0319607,0.00455687,0.00013414,51.09109,0.003553584,LOSS,51914.949
437,1998eg,,,0.12,0.06,1.17,0.1,-18.84,0.11,TRUE,N,FALSE,FALSE,TRUE,-10.11723,0.22563,local,w09,0.023536283,,0.023536283,0.021980079,0.028753035,4.619707955,0.103765132,0,1,51110.73055,0.495654457,0.005894673,0.000169464,-0.491027977,0.285753899,0.023536283,1998eg,CfA2,BRV                 ,BIRV                ,SN1998EG,SN1998EG,0.02354,0.02354,0.02354,0.10377,98.70343,63.86678,51110.75,0.016,-0.49879,0.22012,0.0213875,0.028218,15.93905,0.0365533,0.00755756,0.000254439,4.74767,0.005893613,CfA2,51110.172
438,2003hv,,,0,0.04,1.39,0.07,-19.15,0.43,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.005086852,,0.005086852,-0.111980341,0.026579235,93.73231889,0.013128037,0,1,52890.2041,0.134389783,0.187180522,0.005158547,-1.774328285,0.039988481,0.005086852,2003hv,LOSS,BRV                 ,BIRV                ,SN2003HV,SN2003HV,0.00509,0.00509,0.00509,0.013128,108.57366,108.57365,52890.188,0.131,-1.77439,0.0401183,-0.115961,0.0257378,12.17864,0.029177,0.24129,0.00648427,93.13874,0.188165207,LOSS,52891.969
439,1998dk,,,0.24,0.07,1.05,0.1,-18.94,0.19,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.012038328,,0.012038328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2003gt,,,0.1,0.04,1.01,0.03,-19.08,0.15,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.01470017,,0.01470017,0.033814249,0.025549159,196.8773494,0.094216633,0,1,52861.76416,0.026787266,0.017945575,0.000477196,-0.17478716,0.030890184,0.01470017,2003gt,LOSS,BRV                 ,BIRV                ,SN2003GT,SN2003GT,0.0147,0.0147,0.0147,0.094217,108.57389,108.57375,52861.766,0.025,-0.173353,0.0308595,0.0340847,0.0254362,14.73092,0.0341762,0.0229949,0.00072382,194.07918,0.017932115,LOSS,52850.801
441,2001br,,,0.17,0.04,1.34,0.05,-18.52,0.11,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.02063,0,0.020203977,0.070495819,0.026799202,56.0498501,0.055540354,0,1,52051.94353,0.182460133,0.0055352,0.000153122,-1.316471035,0.102179352,0.02063,2001br,LOSS,BRV                 ,BIRV                ,SN2001BR,SN2001BR,0.02063,0.02063,0.02063,0.0555405,108.57372,67.85857,52051.941,0.183,-1.31981,0.1017,0.0696169,0.0266762,16.0065,0.0316824,0.00710231,0.000207249,57.47562,0.005538595,LOSS,52050.949
442,2006n,,,-0.02,0.04,1.55,0.07,-18.83,0.16,TRUE,N,FALSE,FALSE,TRUE,-11.32,0.23,local,w09,0.014269872,,0.014269872,-0.051704031,0.027067811,109.6937517,0.082569447,0,1,53760.96233,0.150019016,0.015744504,0.000430103,-2.166130225,0.052431404,0.014269872,2006n,CfA3,BVr                 ,BVir                ,SN2006N,SN2006N,0.01427,0.01427,0.01427,0.0825693,120.63744,120.63731,53760.785,0.152,-2.06195,0.0573482,-0.0374583,0.0269149,14.87923,0.0340335,0.0200589,0.000628767,90.93089,0.015642534,CfA3,53761.34
443,2001ck,,,0.06,0.04,0.99,0.04,-19.1,0.07,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.034717,0,0.035301088,-0.043260192,0.027147718,29.0007136,0.010899905,0,1,52072.52677,0.098765814,0.003588296,9.97E-05,-0.00599597,0.108387557,0.034717,2001ck,LOSS,BRV                 ,BIRV                ,SN2001CK,SN2001CK,0.03472,0.03472,0.03472,0.0108999,60.31869,49.35162,52072.527,0.1,-0.0075032,0.10821,-0.0436396,0.026659,16.47744,0.0297086,0.00460281,0.000125945,29.09368,0.00358941,LOSS,52063.852
444,2000cf,,,0.04,0.05,1.43,0.05,-18.9,0.07,TRUE,N,FALSE,FALSE,TRUE,-9.95,0.24,local,w09,0.036458556,,0.036458556,-0.028665046,0.028834358,17.25844436,0.028724914,0,1,51674.2432,0.485209301,0.002581026,8.48E-05,-1.018444461,0.18043541,0.036458556,2000cf,CfA2,BRV                 ,BIRV                ,SN2000CF,SN2000CF,0.03646,0.03646,0.03646,0.028725,90.47771,60.31863,51674.238,0.442,-1.01936,0.16758,-0.0284207,0.0281771,16.83537,0.0349786,0.00331018,0.000106643,17.38111,0.002581378,CfA2,51676.352
445,2001fh,,,-0.08,0.04,1.45,0.04,-19.25,0.18,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.012108377,,0.012108377,-0.097684358,0.028105684,58.89175024,0.641928539,0,1,52224.47338,0.097709713,0.024705678,0.000699119,-1.968870742,0.103332679,0.012108377,2001fh,CfA3,BRV                 ,BIRV                ,SN2001FH,SN2001FH,0.01211,0.01211,0.01211,0.64193,72.38232,67.85852,52224.469,0.098,-1.97055,0.10367,-0.0887935,0.0423647,14.42961,0.12846,0.0303498,0.00359086,59.93831,0.023667688,CfA3,52220.094
446,2002er,,,0.23,0.04,1.32,0.03,-18.92,0.23,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.009353137,,0.009353137,0.102152197,0.025060236,115.8082665,0.13803623,0,1,52524.28152,0.028391811,0.035309246,0.000935502,-0.956015841,0.032132665,0.009353137,2002er,LOSS,BRV                 ,BIRV                ,SN2002ER,SN2002ER,0.00935,0.00935,0.00935,0.13804,108.57372,108.57371,52524.281,0.028,-0.953187,0.0324596,0.0986307,0.0256607,13.98903,0.0398912,0.0455397,0.00167318,112.83592,0.035513229,LOSS,52509.711
447,2000ce,,,0.66,0.12,1,0.1,-17.74,0.17,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.016478066,,0.016478066,0.540751224,0.031552827,6.937954444,0.048622848,0,1,51667.36187,0.795346337,0.002540777,0.000140127,0.007840257,0.296499026,0.016478066,2000ce,CfA2,BRV                 ,BIRV                ,SN2000CE,SN2000CE,0.01648,0.01648,0.01648,0.0486231,90.47797,57.144,51667.391,0.742,0.00287365,0.28737,0.54061,0.0308767,16.85426,0.0582262,0.0032531,0.000174458,6.97522,0.002536865,CfA2,51674.129
448,2001cj,,,0.01,0.04,0.93,0.04,-19.2,0.09,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.025040657,,0.025040657,-0.082296446,0.025731919,65.11742581,0.012099457,0,1,52065.78663,0.106615681,0.008097723,0.000212439,0.612568354,0.077247529,0.025040657,2001cj,LOSS,BRV                 ,BIRV                ,SN2001CJ,SN2001CJ,0.02504,0.02504,0.02504,0.0120995,98.70333,90.47809,52065.781,0.105,0.61307,0.0766857,-0.0820529,0.0253027,15.59412,0.0280561,0.0103837,0.000268322,65.65913,0.008097522,LOSS,52060.738
449,1996bo,,,0.4,0.05,1.28,0.06,-18.69,0.14,TRUE,HV,FALSE,FALSE,TRUE,-12.25,0.24,local,w09,0.016321291,,0.016321291,0.331495842,0.026581431,532.2579094,0.066421224,0,1,50387.10326,0.077220628,0.007818331,0.000217566,-0.997018136,0.066303881,0.016321291,1996bo,CfA1,BRV                 ,BIRV                ,SN1996BO,SN1996BO,0.01632,0.01632,0.01632,0.0664214,108.5738,108.57377,50387.109,0.077,-1.00893,0.0664835,0.3286,0.0264205,15.62878,0.0326076,0.0100575,0.000302053,539.67767,0.007843141,CfA1,50381.199
450,1999cl,,,1.23,0.06,1.22,0.05,-17.33,0.57,TRUE,HV,FALSE,FALSE,TRUE,-99.9,,w09,w09,0.003932721,,0.003932721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,1999ej,,,0.03,0.04,1.54,0.05,-18.7,0.14,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,w09,0.015444018,,0.015444018,-0.01309455,0.034988526,2.349873557,0.061847059,0,1,51482.50928,0.604489452,0.012500749,0.000609819,-1.530402026,0.23326657,0.015444018,1999ej,CfA2,BRV                 ,BIRV                ,SN1999EJ,SN1999EJ,0.01544,0.01544,0.01544,0.0618468,108.57362,83.51815,51482.496,0.619,-1.51921,0.22914,-0.0136265,0.03462,15.12221,0.0546826,0.0160367,0.000807683,2.4754,0.012505902,CfA2,51487.25
452,2006sr,,,0.09,0.05,1.28,0.09,-18.88,0.11,TRUE,HV,FALSE,FALSE,TRUE,-12.39,0.23,local,w09,0.023216061,,0.023216061,-0.017717429,0.028203774,46.97626622,0.080964733,0,1,54092.90086,0.113632839,0.006075403,0.000166597,-1.422270028,0.102284084,0.023216061,2006sr,CfA3,BVr                 ,BVir                ,SN2006SR,SN2006SR,0.02322,0.02322,0.02322,0.0809649,67.85857,57.14405,54092.906,0.114,-1.45512,0.10218,-0.00370729,0.0282167,15.92125,0.0337447,0.00768245,0.000238771,48.09806,0.005991006,CfA3,54090.086
