,Name,z_burns2018_bvriC,z_burns2018_griC,EBV,EBV_err,dm15,dm15_err,MV,MV_err,bv_source_w09,Type,foundation,csp,w09,vel,vel_err,vel_source,bv_source,z,z_err,z_wang09,c_sncosmo,c_err_sncosmo,chisq,mwebv_sncosmo,mwebv_err,success,t0,t0_err,x0_sncosmo,x0_err_sncosmo,x1_sncosmo,x1_err_sncosmo,z_cosana,Name_sncosmo,Survey_sncosmo,bands,bands2,Name_upper,Name_snana,zHEL,zCMB,zHD,mwebv_snana,SNRMAX1,SNRMAX2,PKMJD,PKMJDERR,x1_snana,x1_err_snana,c_snana,c_err_snana,mB,mBERR,x0_snana,x0_err_snana,FITCHI2,x0_offset,Survey_snana,first_fitmjd
127,1994ae,0.004,0.004,0.187,0.018,0.918,0.061,-19.35,0.008,TRUE,N,FALSE,FALSE,TRUE,-10.98,0.23,local,b18,0.00467,0,0.005253634,0.083503187,0.026089359,105.0323619,0.026472352,0,1,49685.34794,0.048214633,0.09943352,0.002740618,0.404030303,0.06104269,0.00467,1994ae,CfA1,BRV                 ,BIRV                ,SN1994AE,SN1994AE,0.00467,0.00467,0.00467,0.0264724,54.28682,54.28682,49685.332,0.049,0.41822,0.0612583,0.0835481,0.0254714,12.87198,0.0299143,0.12741,0.00351045,101.24378,0.099358154,CfA1,49672.469
129,1998aq,0.0037,0.0037,0.025,0.012,1.046,0.06,-19.25,0.006,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,b18,0.00505016,,0.00505016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2001el,0.0039,0.0039,0.291,0.016,1.052,0.061,-18.12,0.006,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,b18,0.00343571,,0.00343571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2002fk,0.00712,0.00712,0.03,0.011,1.044,0.079,-18.95,0.006,TRUE,N,FALSE,FALSE,TRUE,-10.01,0.24,local,b18,0.00712,,0.006694631,-0.105803909,0.02644368,33.80049804,0.034379111,0,1,52547.99457,0.163082877,0.09776056,0.002715581,0.096130166,0.068836346,0.00712,2002fk,CfA3,BRV                 ,BIRV                ,SN2002FK,SN2002FK,0.00712,0.00712,0.00712,0.0343791,90.478,77.55259,52547.992,0.162,0.0932278,0.0682013,-0.0993324,0.0258322,12.91347,0.0304417,0.12263,0.00343841,32.8243,0.095630566,CfA3,52545.414
132,2003du,0.00638,0.00638,0.025,0.013,0.979,0.06,-19.01,0.004,TRUE,N,FALSE,FALSE,TRUE,99.9,,w09,b18,0.00638,,0.007695324,-0.122570618,0.025438084,115.9464751,0.008617402,0,1,52766.21332,0.052617389,0.075374158,0.002013124,0.111957707,0.048957978,0.00638,2003du,CfA3,BRV                 ,BIRV                ,SN2003DU,SN2003DU,0.00638,0.00638,0.00638,0.0086173,98.7033,90.47807,52766.219,0.054,0.14838,0.052473,-0.113502,0.0255573,13.19904,0.0292295,0.0942723,0.00253794,111.21044,0.073516378,CfA3,52757.328
133,2005cf,0.00646,0.00646,0.093,0.019,1.039,0.102,-19.13,0.007,TRUE,N,FALSE,FALSE,TRUE,-10.34,0.22,local,b18,0.007044874,,0.007044874,-0.026276155,0.025546672,47.81283673,0.083777966,0,1,53534.247,0.034900131,0.085119848,0.002260283,-0.025255735,0.047103121,0.007044874,2005cf,CfA3,BVr                 ,BVir                ,SN2005CF,SN2005CF,0.00704,0.00704,0.00704,0.083778,120.63734,108.57365,53534.234,0.035,-0.0166097,0.0472752,-0.0115277,0.0256335,13.05602,0.0332514,0.10755,0.00329365,43.07325,0.083870728,CfA3,53521.238
145,2016cvv,,,,,,,,,,,TRUE,FALSE,FALSE,-12.26477,0.56673,local,,0.044571,0,,0.066982326,0.037863643,26.97271152,0.088615099,0,1,57558.37593,0.584808661,0.001835245,7.65E-05,1.368949743,0.276327047,0.044571,2016cvv,Foundation,gr                  ,girz                ,AT2016CVV,AT2016CVV,0.04457,0.04457,0.04457,0.0886157,64.64679,47.70187,57558.336,0.623,1.36625,0.28502,0.0673443,0.0384544,17.20936,0.0489205,0.00234561,0.000105687,26.20644,0.001829177,Foundation,57559.465
154,asassn-16aj,,,,,,,,,,,TRUE,FALSE,FALSE,-11.62442437,0.221418157,local,,0.030745,0,,-0.016459414,0.033632734,12.37251979,0.028174667,0,1,57402.01844,0.368120238,0.003817665,0.000143686,-1.745125647,0.144017842,0.030745,asassn-16aj,Foundation,gr                  ,girz                ,ASASSN-16AJ,ASASSN-16AJ,0.03074,0.03074,0.03074,0.028175,213.18254,88.41268,57401.973,0.374,-1.76042,0.14274,-0.0177203,0.0333843,16.41211,0.0412582,0.00488829,0.000185756,13.08836,0.003812036,Foundation,57403.27
156,asassn-15mg,,,,,,,,,,,TRUE,FALSE,FALSE,-10.65019,0.22988,local,,0.0427777,0,,-0.030554581,0.034793112,11.61983129,0.027881734,0,1,57218.11609,0.135061828,0.001815417,6.23E-05,-1.540635838,0.152749654,0.0427777,asassn-15mg,Foundation,gr                  ,girz                ,ASASSN-15MG,ASASSN-15MG,0.04278,0.04278,0.04278,0.0278817,69.87762,63.39842,57218.105,0.133,-1.55052,0.15105,-0.0319908,0.0348732,17.21898,0.0376158,0.00232493,8.05E-05,11.46816,0.00181305,Foundation,57208.352
159,css160129,,,,,,,,,,,TRUE,FALSE,FALSE,-11.86774744,0.222705752,local,,0.06766,0,,-0.146923542,0.035759932,17.82919363,0.032471165,0,1,57416.47693,0.62399954,0.001373488,5.45E-05,0.597928187,0.171169039,0.06766,css160129,Foundation,gr                  ,girz                ,CSS160129,CSS160129,0.06766,0.06766,0.06766,0.0324714,60.94974,59.23705,57416.445,0.601,0.59887,0.16766,-0.148981,0.0353847,17.52119,0.0430076,0.00176004,6.97E-05,17.46299,0.001372532,Foundation,57418.422
160,asassn-15pn,,,,,,,,,,,TRUE,FALSE,FALSE,-10.93839,0.24373,local,,0.0383575,0,,0.011765929,0.033373919,18.06509805,0.081046944,0,1,57280.44966,0.238294598,0.002352421,8.01E-05,0.430094474,0.158827115,0.0383575,asassn-15pn,Foundation,gr                  ,girz                ,ASASSN-15PN,ASASSN-15PN,0.03836,0.03836,0.03836,0.0810473,75.75031,63.62617,57280.418,0.232,0.4212,0.15637,0.0114225,0.0333585,16.93917,0.0400616,0.00300839,0.000111004,17.47279,0.002346033,Foundation,57277.57
161,2017oz,,,,,,,,,,,TRUE,FALSE,FALSE,-13.71534956,0.221029672,local,,0.0556886,0,,-0.021104198,0.03466998,12.71244285,0.010833347,0,1,57788.03834,0.268841424,0.001384582,4.76E-05,-0.085385458,0.281212333,0.0556886,2017oz,Foundation,gr                  ,girz                ,AT2017OZ,AT2017OZ,0.05569,0.05569,0.05569,0.0108334,58.17919,56.60216,57788.027,0.271,-0.100336,0.28224,-0.0222921,0.0346685,17.51368,0.0372107,0.00177226,6.07E-05,12.93651,0.001382062,Foundation,57783.66
162,2017yk,,,,,,,,,,,TRUE,FALSE,FALSE,-10.44539634,0.257299441,local,,0.046439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,asassn-15pr,,,,,,,,,,,TRUE,FALSE,FALSE,-11.60719,0.23823,local,,0.033093,0,,-0.048602438,0.041672922,14.31642838,0.029407988,0,1,57282.94429,0.84450118,0.003098867,0.00017174,-0.683082751,0.21886293,0.033093,asassn-15pr,Foundation,gr                  ,girz                ,ASASSN-15PR,ASASSN-15PR,0.03309,0.03309,0.03309,0.029408,65.208,49.55124,57282.953,0.936,-0.696009,0.23824,-0.0475355,0.0422269,16.64192,0.0630104,0.00395579,0.000229573,14.05271,0.003084844,Foundation,57286.438
165,asassn-15sf,,,,,,,,,,,TRUE,FALSE,FALSE,-9.868771591,0.220275828,local,,0.02468,0,,-0.068032585,0.031316703,48.92793623,0.026378112,0,1,57333.42718,0.136530557,0.007468522,0.000238716,0.817556584,0.104677358,0.02468,asassn-15sf,Foundation,gr                  ,girz                ,ASASSN-15SF,ASASSN-15SF,0.02468,0.02468,0.02468,0.0263781,180.63058,161.41066,57333.395,0.133,0.78765,0.10187,-0.0687292,0.0308272,15.68325,0.0348283,0.00956531,0.000306837,52.51342,0.007459317,Foundation,57327.336
168,ps16evk,,,,,,,,,,,TRUE,FALSE,FALSE,-9.770125766,0.276478022,local,,0.0544681,0,,-0.019866404,0.039049685,16.63828287,0.061358959,0,1,57694.71999,0.825616951,0.001550355,6.93E-05,1.466754146,0.334886373,0.0544681,ps16evk,Foundation,gr                  ,girz                ,PS16EVK,PS16EVK,0.05447,0.05447,0.05447,0.061359,47.47961,47.38894,57694.723,0.727,1.45019,0.32355,-0.0204108,0.0390352,17.3921,0.0481372,0.00198226,8.79E-05,16.60971,0.001545826,Foundation,57697.238
175,asassn-16lg,,,,,,,,,,,TRUE,FALSE,FALSE,-10.29659829,0.229491081,local,,0.021171,0,,-0.037263752,0.034272954,10.84970543,0.067523056,0,1,57674.59341,0.172201798,0.01151407,0.000398582,-1.305884881,0.150537843,0.021171,asassn-16lg,Foundation,gr                  ,girz                ,ASASSN-16LG,ASASSN-16LG,0.02117,0.02117,0.02117,0.0675228,128.49326,110.71204,57674.57,0.168,-1.32111,0.147,-0.0390875,0.0338547,15.21343,0.0393246,0.0147444,0.000534032,11.10356,0.011498127,Foundation,57670.242
179,ps16cqa,,,,,,,,,,,TRUE,FALSE,FALSE,-10.90940719,0.245967478,local,,0.0438573,0,,0.172642457,0.05596422,19.47168857,0.033961182,0,1,57545.32667,0.716523837,0.000718468,4.85E-05,-2.800898342,0.36279951,0.0438573,ps16cqa,Foundation,gr                  ,girz                ,PS16CQA,PS16CQA,0.04386,0.04386,0.04386,0.0339613,39.11291,23.83026,57545.262,0.811,-2.77291,0.36365,0.17385,0.0562507,18.22898,0.0765725,0.000917078,6.47E-05,21.19852,0.000715165,Foundation,57547.289
186,atlas17axb,,,,,,,,,,,TRUE,FALSE,FALSE,-11.53246,0.22066,local,,0.031652,0,,-0.079000612,0.032535251,24.08081239,0.09409717,0,1,57796.68797,0.176830953,0.005096404,0.000169239,-0.151414856,0.119575742,0.031652,atlas17axb,Foundation,gr                  ,girz                ,ATLAS17AXB,ATLAS17AXB,0.03165,0.03165,0.03165,0.094096,105.15708,89.88223,57796.672,0.179,-0.156439,0.12016,-0.0811867,0.033134,16.09886,0.0405014,0.0065231,0.000243332,22.40107,0.00508691,Foundation,57793.609
190,2016esh,,,,,,,,,,,TRUE,FALSE,FALSE,-10.44867908,0.224107439,local,,0.0445729,0,,-0.0950776,0.037691229,22.16744288,0.030739915,0,1,57613.30235,0.199481563,0.002585168,0.000101548,-1.294499074,0.250109971,0.0445729,2016esh,Foundation,gr                  ,girz                ,SN2016ESH,SN2016ESH,0.04457,0.04457,0.04457,0.0307401,84.47298,75.7085,57613.289,0.204,-1.32015,0.25124,-0.0973875,0.0377923,16.83376,0.0433769,0.00331509,0.000132443,20.9539,0.002585207,Foundation,57609.289
195,2017ciy,,,,,,,,,,,TRUE,FALSE,FALSE,-9.590629893,0.227008019,local,,0.037655,0,,-0.012400199,0.034475557,49.83945839,0.055235339,0,1,57838.57122,0.637391569,0.002055087,8.11E-05,1.229971899,0.204070436,0.037655,2017ciy,Foundation,gr                  ,girz                ,SN2017CIY,SN2017CIY,0.03765,0.03765,0.03765,0.0552355,78.13691,69.35541,57838.645,0.551,1.20208,0.19171,-0.0121633,0.0346851,17.08924,0.0429257,0.00262001,0.000103585,49.46096,0.002043163,Foundation,57841.539
196,2017hn,,,,,,,,,,,TRUE,FALSE,FALSE,-11.00704875,0.221207338,local,,0.0238503,0,,-0.013438849,0.032725936,4.805647122,0.028398944,0,1,57768.29124,0.332239856,0.007767396,0.000254697,0.574214687,0.187308323,0.0238503,2017hn,Foundation,gr                  ,girz                ,SN2017HN,SN2017HN,0.02385,0.02385,0.02385,0.0283988,152.601,130.91913,57768.246,0.321,0.5646,0.17943,-0.013888,0.0326028,15.64145,0.0358414,0.00994079,0.000328157,4.27244,0.007752127,Foundation,57766.645
204,2016htn,,,,,,,,,,,TRUE,FALSE,FALSE,-10.32438527,0.234437625,local,,0.053117,0,,0.080055632,0.035109981,6.542803813,0.023181371,0,1,57701.31786,0.264068482,0.001085416,3.90E-05,-0.167542686,0.323676399,0.053117,2016htn,Foundation,gr                  ,girz                ,AT2016HTN,AT2016HTN,0.05312,0.05312,0.05312,0.0231814,60.44715,50.08916,57701.309,0.261,-0.184202,0.32247,0.0798293,0.0352741,17.77924,0.0391371,0.00138772,5.00E-05,6.67135,0.001082186,Foundation,57697.398
212,atlas16bwu,,,,,,,,,,,TRUE,FALSE,FALSE,-9.46591179,0.249824261,local,,0.0718027,0,,0.043434577,0.037322213,13.35921351,0.018668716,0,1,57609.32766,0.443501565,0.000724255,2.70E-05,0.094627111,0.272615598,0.0718027,atlas16bwu,Foundation,gr                  ,girz                ,ATLAS16BWU,ATLAS16BWU,0.0718,0.0718,0.0718,0.0186687,49.96286,40.42645,57609.324,0.467,0.0847666,0.27873,0.0437021,0.0371312,18.21908,0.0405458,0.000925484,3.46E-05,13.64703,0.00072172,Foundation,57608.609
217,ps15ahs,,,,,,,,,,,TRUE,FALSE,FALSE,-9.614239478,0.220382577,local,,0.0255129,0,,-0.0694715,0.029830232,46.08806868,0.030865581,0,1,57156.73159,0.083755293,0.00713232,0.000217373,0.198597304,0.068223226,0.0255129,ps15ahs,Foundation,gr                  ,girz                ,PS15AHS,PS15AHS,0.02551,0.02551,0.02551,0.0308651,161.45485,148.93051,57156.707,0.084,0.17711,0.0679346,-0.0716225,0.030157,15.73189,0.0337331,0.00914629,0.000284169,42.17237,0.007132552,Foundation,57149.574
218,atlas16agv,,,,,,,,,,,TRUE,FALSE,FALSE,-10.10011959,0.230584656,local,,0.04779,0,,-0.086128562,0.032309108,26.38070512,0.021148797,0,1,57469.96307,0.320971095,0.002578573,8.31E-05,1.380866539,0.186618278,0.04779,atlas16agv,Foundation,gr                  ,girz                ,ATLAS16AGV,ATLAS16AGV,0.04779,0.04779,0.04779,0.0211488,87.12769,77.22956,57469.941,0.307,1.36597,0.18213,-0.0876544,0.0319779,16.83739,0.0349749,0.00330403,0.000106433,26.7668,0.002576582,Foundation,57467.539
219,asassn-17aj,,,,,,,,,,,TRUE,FALSE,FALSE,-10.36010989,0.220888307,local,,0.021275,0,,0.002781796,0.030360912,30.31641524,0.035966437,0,1,57773.11505,0.098509535,0.008591675,0.000273053,0.223582374,0.108099138,0.021275,asassn-17aj,Foundation,gr                  ,girz                ,ASASSN-17AJ,ASASSN-17AJ,0.02128,0.02128,0.02128,0.0359668,190.63464,167.03455,57773.086,0.097,0.18558,0.10273,0.00110045,0.0298597,15.53068,0.03481,0.0110085,0.000352946,34.83995,0.00858476,Foundation,57767.664
221,psnj0153424,,,,,,,,,,,TRUE,FALSE,FALSE,-10.50841,0.22027,local,,0.0256466,0,,0.073146234,0.030674912,26.51317286,0.046580243,0,1,57393.67408,0.086769652,0.004580901,0.000145748,-0.557865915,0.072726816,0.0256466,psnj0153424,Foundation,gr                  ,girz                ,PSNJ0153424,PSNJ0153424,0.02565,0.02565,0.02565,0.0465802,144.38657,122.33331,57393.656,0.088,-0.578227,0.0726559,0.0718637,0.0305135,16.2147,0.0355838,0.00586297,0.000192152,25.95564,0.004572121,Foundation,57385.215
229,asassn-15ss,,,,,,,,,,,TRUE,FALSE,FALSE,-10.61304,0.22066,local,,0.035558,0,,-0.107654654,0.035646494,12.54047959,0.199213352,0,1,57338.2135,0.639108404,0.004141149,0.000182997,0.796531695,0.204882272,0.035558,asassn-15ss,Foundation,gr                  ,girz                ,ASASSN-15SS,ASASSN-15SS,0.03556,0.03556,0.03556,0.19921,79.87544,69.89065,57338.148,0.785,0.7922,0.23173,-0.111103,0.0376925,16.32211,0.0646386,0.00531076,0.000316173,13.17194,0.004141491,Foundation,57342.566
234,2016ixf,,,,,,,,,,,TRUE,FALSE,FALSE,-10.84265517,0.220530687,local,,0.06602,0,,-0.105656792,0.039735144,21.41094405,0.029312741,0,1,57742.63175,0.751606908,0.001074062,4.53E-05,0.76699495,0.341141131,0.06602,2016ixf,Foundation,gr                  ,girz                ,SN2016IXF,SN2016IXF,0.06602,0.06602,0.06602,0.0293127,54.27354,49.53081,57742.629,0.708,0.75905,0.33107,-0.107236,0.0394127,17.78932,0.0450422,0.0013749,5.70E-05,21.17611,0.001072188,Foundation,57744.543
235,asassn-15uw,,,,,,,,,,,TRUE,FALSE,FALSE,-12.33069656,0.22264394,local,,0.030811,0,,0.007977188,0.030550847,57.67382561,0.023165378,0,1,57393.0027,0.131614201,0.00329926,0.000103949,-0.446721503,0.095641335,0.030811,asassn-15uw,Foundation,gr                  ,girz                ,ASASSN-15UW,ASASSN-15UW,0.03081,0.03081,0.03081,0.0231653,105.80723,94.2818,57392.992,0.128,-0.46429,0.0953844,0.00750526,0.0305122,16.57094,0.0343111,0.00422301,0.000133454,57.62543,0.00329323,Foundation,57388.227
244,asassn-16fo,,,,,,,,,,,TRUE,FALSE,FALSE,-15.0676163,0.220391463,local,,0.0289,0,,-0.110590601,0.030221416,25.18554863,0.026832481,0,1,57540.15379,0.280523813,0.00650681,0.000202171,0.561856922,0.140584158,0.0289,asassn-16fo,Foundation,gr                  ,girz                ,ASASSN-16FO,ASASSN-16FO,0.0289,0.0289,0.0289,0.0268328,141.39668,139.91878,57540.129,0.291,0.53997,0.14239,-0.113236,0.0301818,15.8312,0.033971,0.00834679,0.000261158,25.59492,0.006509078,Foundation,57540.316
245,asassn-15tg,,,,,,,,,,,TRUE,FALSE,FALSE,-11.49719536,0.258385294,local,,0.035615,0,,-0.038912372,0.032915578,26.62396487,0.024720949,0,1,57361.08385,0.431126993,0.004438599,0.000141762,1.730215448,0.208873153,0.035615,asassn-15tg,Foundation,gr                  ,girz                ,ASASSN-15TG,ASASSN-15TG,0.03562,0.03562,0.03562,0.024721,132.29694,119.7171,57361.078,0.391,1.72225,0.19883,-0.0414115,0.032954,16.24651,0.0349117,0.00569371,0.000183081,25.96964,0.004440126,Foundation,57358.203
254,2016afk,,,,,,,,,,,TRUE,FALSE,FALSE,-12.62478808,0.252732809,local,,0.0456054,0,,0.034624114,0.034999872,63.31988276,0.049833876,0,1,57440.76488,0.271971561,0.001432447,5.33E-05,-0.255387723,0.199902101,0.0456054,2016afk,Foundation,gr                  ,girz                ,SN2016AFK,SN2016AFK,0.04561,0.04561,0.04561,0.0498341,70.51399,40.70861,57440.773,0.249,-0.272561,0.19585,0.0345957,0.034857,17.47869,0.0414237,0.00183031,6.98E-05,64.08495,0.001427331,Foundation,57437.395
256,asassn-16la,,,,,,,,,,,TRUE,FALSE,FALSE,-9.929018945,0.22017354,local,,0.0150541,0,,-0.096637698,0.030562263,3.804376422,0.179943749,0,1,57671.78115,0.093350019,0.028104887,0.000882869,0.887363906,0.088950981,0.0150541,asassn-16la,Foundation,gr                  ,girz                ,ASASSN-16LA,ASASSN-16LA,0.01505,0.01505,0.01505,0.17994,286.44247,245.11128,57671.75,0.091,0.84033,0.0866583,-0.101779,0.0317192,14.24139,0.0489849,0.0360947,0.00162848,4.1702,0.028147734,Foundation,57663.582
262,atlas17ajn,,,,,,,,,,,TRUE,FALSE,FALSE,-10.30517409,0.221740734,local,,0.028706,0,,-0.093378811,0.036475407,23.76175502,0.064646885,0,0,57777.01276,7.06E-05,0.004199402,0.00016345,-2.020586521,0.106211765,0.028706,atlas17ajn,Foundation,gr                  ,girz                ,ATLAS17AJN,ATLAS17AJN,0.02871,0.02871,0.02871,0.0646469,111.02334,93.75711,57776.449,0.44,-2.0201,0.11439,-0.0994252,0.0383625,16.27391,0.0559093,0.00555182,0.000285887,16.48046,0.004329476,Foundation,57781.59
267,2016cor,,,,,,,,,,,TRUE,FALSE,FALSE,-9.631223969,0.231823528,local,,0.049543,0,,0.144140555,0.033872695,29.5738312,0.026637907,0,1,57541.71586,0.243028927,0.000807139,2.82E-05,-0.549010603,0.283972817,0.049543,2016cor,Foundation,gr                  ,girz                ,AT2016COR,AT2016COR,0.04954,0.04954,0.04954,0.0266379,102.44293,47.34186,57541.734,0.244,-0.57269,0.28299,0.14386,0.0337553,18.10193,0.0381421,0.00103093,3.62E-05,29.06979,0.00080395,Foundation,57540.418
268,ps16em,,,,,,,,,,,TRUE,FALSE,FALSE,-10.60943,0.22784,local,,0.069815,0,,0.204058879,0.093674794,15.3294766,0.036694766,0,1,57386.53269,1.303316136,0.000424494,5.57E-05,-1.010675668,0.220484402,0.069815,ps16em,Foundation,gr                  ,girz                ,PS16EM,PS16EM,0.06982,0.06982,0.06982,0.0366947,61.96988,13.7496,57386.504,1.058,-1.00743,0.18937,0.20625,0.0871819,18.80151,0.12839,0.00054125,6.40E-05,15.28147,0.000422083,Foundation,57390.574
270,ps15cfn,,,,,,,,,,,TRUE,FALSE,FALSE,-10.17420403,0.225519773,local,,0.1105695,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,2017cii,,,,,,,,,,,TRUE,FALSE,FALSE,-10.15826616,0.222030632,local,,0.0332378,0,,-0.100029218,0.03250156,19.60784176,0.05794559,0,1,57837.47407,0.508091541,0.004306395,0.00016537,0.349456962,0.131625214,0.0332378,2017cii,Foundation,gr                  ,girz                ,SN2017CII,SN2017CII,0.03324,0.03324,0.03324,0.0579451,109.69975,99.1162,57837.438,0.544,0.3411,0.13649,-0.102689,0.0327663,16.27937,0.0438434,0.00552396,0.000223064,19.65689,0.00430775,Foundation,57841.531
273,ps16n,,,,,,,,,,,TRUE,FALSE,FALSE,-10.14481357,0.226231319,local,,0.0527275,0,,-0.055552763,0.038787066,25.10331528,0.065893804,0,1,57392.51749,0.175102909,0.001526625,6.27E-05,-0.294918916,0.184724508,0.0527275,ps16n,Foundation,gr                  ,girz                ,PS16N,PS16N,0.05273,0.05273,0.05273,0.0658921,106.24928,48.68174,57392.52,0.172,-0.306457,0.18391,-0.0550674,0.0387917,17.41029,0.0462259,0.00194933,8.30E-05,25.07306,0.001520146,Foundation,57388.395
275,asassn-16jf,,,,,,,,,,,TRUE,FALSE,FALSE,-10.82764753,0.237697286,local,,0.011441,0,,-0.036875028,0.043011826,12.66460323,0.020360865,0,1,57630.11926,0.219092533,0.021231024,0.000950256,-2.267454537,0.179277531,0.011441,asassn-16jf,Foundation,gr                  ,girz                ,ASASSN-16JF,ASASSN-16JF,0.01144,0.01144,0.01144,0.0203609,295.26071,262.17242,57630.047,0.22,-2.25558,0.1766,-0.0302384,0.0431024,14.55908,0.0485635,0.026938,0.0012049,13.23859,0.021007064,Foundation,57626.453
277,gaia16bba,,,,,,,,,,,TRUE,FALSE,FALSE,-10.05660657,0.220441202,local,,0.0304577,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,ptss-16efw,,,,,,,,,,,TRUE,FALSE,FALSE,-10.39587118,0.279506154,local,,0.035573,0,,-0.112752782,0.034499996,20.79800972,0.176925611,0,0,57509.62492,9.82E-05,0.002885215,0.000103793,-0.101885439,0.126453987,0.035573,ptss-16efw,Foundation,gr                  ,girz                ,PTSS-16EFW,PTSS-16EFW,0.03557,0.03557,0.03557,0.17692,72.53245,60.84799,57509.434,0.701,-0.094183,0.14692,-0.117751,0.0370795,16.70646,0.0662173,0.00372747,0.000227332,21.05344,0.002906793,Foundation,57514.562
282,asassn-16ch,,,,,,,,,,,TRUE,FALSE,FALSE,-11.03747091,0.284133131,local,,0.0266826,0,,0.306018932,0.03181059,8.504754779,0.021487624,0,1,57454.85812,0.148611774,0.001983438,6.64E-05,-0.408937705,0.070102268,0.0266826,asassn-16ch,Foundation,gr                  ,girz                ,ASASSN-16CH,ASASSN-16CH,0.02668,0.02668,0.02668,0.0214876,95.34885,71.39415,57454.836,0.142,-0.40749,0.0681802,0.30777,0.0318539,17.1273,0.0364937,0.00252977,8.50E-05,8.95136,0.001972791,Foundation,57437.508
283,2017ckx,,,,,,,,,,,TRUE,FALSE,FALSE,-9.8584075,0.230632626,local,,0.0271585,0,,-0.027759447,0.03813033,7.109988179,0.029409777,0,1,57846.16113,1.08184908,0.005480069,0.000224322,2.058255782,0.638183608,0.0271585,2017ckx,Foundation,gr                  ,girz                ,SN2017CKX,SN2017CKX,0.02716,0.02716,0.02716,0.0294098,109.55831,107.41233,57846.023,1.012,2.09813,0.58769,-0.0272523,0.0379041,16.02251,0.0434929,0.00699838,0.000280344,7.1619,0.005457547,Foundation,57843.297
286,2017mf,,,,,,,,,,,TRUE,FALSE,FALSE,-10.58758392,0.221157772,local,,0.025612,0,,-0.042878176,0.030874369,29.01846089,0.009421523,0,1,57779.03227,0.250905327,0.005612512,0.000175458,-0.013738506,0.111922099,0.025612,2017mf,Foundation,gr                  ,girz                ,SN2017MF,SN2017MF,0.02561,0.02561,0.02561,0.00942152,143.35236,131.47858,57779,0.234,-0.0312838,0.1078,-0.042793,0.0305961,15.9935,0.0336182,0.00718789,0.000222563,31.5229,0.005605333,Foundation,57777.66
291,asassn-15uv,,,,,,,,,,,TRUE,FALSE,FALSE,-12.35241,0.22344,local,,0.0202794,0,,0.266167393,0.030615069,23.91937876,0.028640689,0,1,57392.47274,0.140991305,0.004162933,0.000136422,0.31245153,0.097677582,0.0202794,asassn-15uv,Foundation,gr                  ,girz                ,ASASSN-15UV,ASASSN-15UV,0.02028,0.02028,0.02028,0.0286409,256.55618,120.12651,57392.461,0.141,0.3005,0.0975155,0.26684,0.0303527,16.32155,0.0356693,0.0053135,0.000174562,26.9533,0.004143627,Foundation,57389.59
294,2017cfc,,,,,,,,,,,TRUE,FALSE,FALSE,-10.04138781,0.235142409,local,,0.024027,0,,-0.005424893,0.030384229,34.35552301,0.040088394,0,1,57837.52959,0.097462002,0.006181779,0.000193365,-0.895855753,0.078142394,0.024027,2017cfc,Foundation,gr                  ,girz                ,AT2017CFC,AT2017CFC,0.02403,0.02403,0.02403,0.0400884,175.52321,164.99582,57837.523,0.097,-0.904262,0.0778297,-0.00764367,0.029934,15.88797,0.0344099,0.00792156,0.000251056,36.18071,0.006177471,Foundation,57831.598
295,2016gsu,,,,,,,,,,,TRUE,FALSE,FALSE,-10.04112548,0.226544661,local,,0.0764187,0,,-0.112729668,0.044876223,16.23170668,0.041290235,0,1,57671.16283,0.482771144,0.000669702,2.72E-05,-1.860540008,0.542031031,0.0764187,2016gsu,Foundation,gr                  ,girz                ,AT2016GSU,AT2016GSU,0.07642,0.07642,0.07642,0.0412902,35.46838,32.71204,57671.152,0.474,-1.88406,0.53695,-0.114075,0.044802,18.30212,0.0447225,0.000857335,3.53E-05,16.71131,0.000668576,Foundation,57669.355
303,2016glp,,,,,,,,,,,TRUE,FALSE,FALSE,-16.77184202,0.235716433,local,,0.08493,0,,0.132379575,0.04164161,54.04652089,0.045632761,0,1,57658.75228,0.217639609,0.000403767,2.19E-05,0.947461281,0.350041141,0.08493,2016glp,Foundation,gir                 ,girz                ,SN2016GLP,SN2016GLP,0.08493,0.08493,0.08493,0.0456326,37.6349,30.45491,57658.742,0.22,0.95573,0.34905,0.13345,0.0412459,18.85576,0.0592309,0.000514867,2.81E-05,54.64268,0.000401509,Foundation,57650.5
305,ps16fa,,,,,,,,,,,TRUE,FALSE,FALSE,-10.17418189,0.227885772,local,,0.0461101,0,,-0.003950678,0.0313428,22.73484725,0.021818504,0,1,57400.35149,0.178465024,0.001515049,4.80E-05,-0.645684719,0.094135618,0.0461101,ps16fa,Foundation,gr                  ,girz                ,PS16FA,PS16FA,0.04611,0.04611,0.04611,0.0218184,80.10196,65.17194,57400.332,0.177,-0.644948,0.0939723,-0.00377798,0.0311692,17.41731,0.0343683,0.00193676,6.13E-05,23.47149,0.001510344,Foundation,57396.531
