# SQL Query: SELECT * from Spectra inner join Events ON Spectra.SN = Events.SN where phase between -2 and 2 and ((dm15_source > 1. and dm15_source < 1.3) or (dm15_from_fits > 1. and dm15_from_fits < 1.3)) and (si_v0 >= -11800 and si_v0 <= -8500)
# N = 38
# N_spec = 98
# phase = 0.11
# x1 = 1.14
# vel = -10.61
# z = nan

  Wavelength       Flux    1-Sigma Lower    1-Sigma Upper         Phase       x1    Redshift    Velocity    SNe per Bin
        1872  0.0644732      1.43275e-05      6.59638e-06   0.1          1.108           nan   -10.2698               1
        1874  0.0675679      1.50152e-05      6.91301e-06   0.1          1.108           nan   -10.2698               1
        1876  0.0726187      1.61376e-05      7.42977e-06   0.1          1.108           nan   -10.2698               1
        1878  0.0766481      1.7033e-05       7.84202e-06   0.1          1.108           nan   -10.2698               1
        1880  0.0804715      1.78827e-05      8.23321e-06   0.1          1.108           nan   -10.2698               1
        1882  0.0824558      1.83236e-05      8.43622e-06   0.1          1.108           nan   -10.2698               1
        1884  0.0842156      1.87147e-05      8.61627e-06   0.1          1.108           nan   -10.2698               1
        1886  0.0769973      1.71106e-05      7.87776e-06   0.1          1.108           nan   -10.2698               1
        1888  0.075955       1.6879e-05       7.77111e-06   0.1          1.108           nan   -10.2698               1
        1890  0.0826474      1.83662e-05      8.45582e-06   0.1          1.108           nan   -10.2698               1
        1892  0.0824915      1.83316e-05      8.43987e-06   0.1          1.108           nan   -10.2698               1
        1894  0.0803575      1.78573e-05      8.22154e-06   0.1          1.108           nan   -10.2698               1
        1896  0.0806487      1.79221e-05      8.25134e-06   0.1          1.108           nan   -10.2698               1
        1898  0.0789755      1.75502e-05      8.08015e-06   0.1          1.108           nan   -10.2698               1
        1900  0.0821288      1.8251e-05       8.40277e-06   0.1          1.108           nan   -10.2698               1
        1902  0.084436       1.87637e-05      8.63882e-06   0.1          1.108           nan   -10.2698               1
        1904  0.0845673      1.87929e-05      8.65225e-06   0.1          1.108           nan   -10.2698               1
        1906  0.0852654      1.8948e-05       8.72368e-06   0.1          1.108           nan   -10.2698               1
        1908  0.0854101      1.89802e-05      8.73848e-06   0.1          1.108           nan   -10.2698               1
        1910  0.0825633      1.83475e-05      8.44722e-06   0.1          1.108           nan   -10.2698               1
        1912  0.074368       1.65263e-05      7.60874e-06   0.1          1.108           nan   -10.2698               1
        1914  0.0785894      1.74644e-05      8.04064e-06   0.1          1.108           nan   -10.2698               1
        1916  0.0799336      1.77631e-05      8.17817e-06   0.1          1.108           nan   -10.2698               1
        1918  0.071816       1.59592e-05      7.34764e-06   0.1          1.108           nan   -10.2698               1
        1920  0.0708937      1.57543e-05      7.25328e-06   0.1          1.108           nan   -10.2698               1
        1922  0.0744245      1.65389e-05      7.61452e-06   0.1          1.108           nan   -10.2698               1
        1924  0.0728545      1.619e-05        7.4539e-06    0.1          1.108           nan   -10.2698               1
        1926  0.068675       1.52612e-05      7.02628e-06   0.1          1.108           nan   -10.2698               1
        1928  0.0678001      1.50668e-05      6.93676e-06   0.1          1.108           nan   -10.2698               1
        1930  0.0653003      1.45113e-05      6.68101e-06   0.1          1.108           nan   -10.2698               1
        1932  0.0654759      1.45503e-05      6.69897e-06   0.1          1.108           nan   -10.2698               1
        1934  0.064105       1.42457e-05      6.55871e-06   0.1          1.108           nan   -10.2698               1
        1936  0.0684939      1.5221e-05       7.00775e-06   0.1          1.108           nan   -10.2698               1
        1938  0.0675556      1.50125e-05      6.91175e-06   0.1          1.108           nan   -10.2698               1
        1940  0.061486       1.36637e-05      6.29076e-06   0.1          1.108           nan   -10.2698               1
        1942  0.0611143      1.35811e-05      6.25273e-06   0.1          1.108           nan   -10.2698               1
        1944  0.0660335      1.46742e-05      6.75602e-06   0.1          1.108           nan   -10.2698               1
        1946  0.064464       1.43254e-05      6.59544e-06   0.1          1.108           nan   -10.2698               1
        1948  0.0652162      1.44926e-05      6.6724e-06    0.1          1.108           nan   -10.2698               1
        1950  0.0674381      1.49863e-05      6.89973e-06   0.1          1.108           nan   -10.2698               1
        1952  0.0675519      1.50116e-05      6.91137e-06   0.1          1.108           nan   -10.2698               1
        1954  0.0664386      1.47642e-05      6.79747e-06   0.1          1.108           nan   -10.2698               1
        1956  0.0686239      1.52499e-05      7.02105e-06   0.1          1.108           nan   -10.2698               1
        1958  0.0667823      1.48406e-05      6.83263e-06   0.1          1.108           nan   -10.2698               1
        1960  0.0657705      1.46158e-05      6.72911e-06   0.1          1.108           nan   -10.2698               1
        1962  0.0735101      1.63357e-05      7.52097e-06   0.1          1.108           nan   -10.2698               1
        1964  0.0746539      1.65899e-05      7.63799e-06   0.1          1.108           nan   -10.2698               1
        1966  0.0730679      1.62374e-05      7.47572e-06   0.1          1.108           nan   -10.2698               1
        1968  0.0690698      1.53489e-05      7.06667e-06   0.1          1.108           nan   -10.2698               1
        1970  0.06768        1.50401e-05      6.92448e-06   0.1          1.108           nan   -10.2698               1
        1972  0.0686818      1.52627e-05      7.02697e-06   0.1          1.108           nan   -10.2698               1
        1974  0.0725925      1.61318e-05      7.42708e-06   0.1          1.108           nan   -10.2698               1
        1976  0.0769441      1.70988e-05      7.87231e-06   0.1          1.108           nan   -10.2698               1
        1978  0.0774183      1.72042e-05      7.92082e-06   0.1          1.108           nan   -10.2698               1
        1980  0.0752159      1.67148e-05      7.6955e-06    0.1          1.108           nan   -10.2698               1
        1982  0.0772464      1.7166e-05       7.90324e-06   0.1          1.108           nan   -10.2698               1
        1984  0.082818       1.84041e-05      8.47328e-06   0.1          1.108           nan   -10.2698               1
        1986  0.0837267      1.86061e-05      8.56625e-06   0.1          1.108           nan   -10.2698               1
        1988  0.0831425      1.84763e-05      8.50648e-06   0.1          1.108           nan   -10.2698               1
        1990  0.0836081      1.85797e-05      8.55412e-06   0.1          1.108           nan   -10.2698               1
        1992  0.0875644      1.94589e-05      8.95889e-06   0.1          1.108           nan   -10.2698               1
        1994  0.0923618      2.0525e-05       9.44973e-06   0.1          1.108           nan   -10.2698               1
        1996  0.0940947      2.09101e-05      9.62702e-06   0.1          1.108           nan   -10.2698               1
        1998  0.0902673      2.00596e-05      9.23544e-06   0.1          1.108           nan   -10.2698               1
        2000  0.0924484      2.05442e-05      9.45858e-06   0.1          1.108           nan   -10.2698               1
        2002  0.0955366      2.12305e-05      9.77454e-06   0.1          1.108           nan   -10.2698               1
        2004  0.0951736      2.11498e-05      9.7374e-06    0.1          1.108           nan   -10.2698               1
        2006  0.0929254      2.06502e-05      9.50739e-06   0.1          1.108           nan   -10.2698               1
        2008  0.0934677      2.07708e-05      9.56287e-06   0.1          1.108           nan   -10.2698               1
        2010  0.0931033      2.06898e-05      9.52559e-06   0.1          1.108           nan   -10.2698               1
        2012  0.0998243      2.21833e-05      1.02132e-05   0.1          1.108           nan   -10.2698               1
        2014  0.101332       2.25184e-05      1.03675e-05   0.1          1.108           nan   -10.2698               1
        2016  0.101043       2.24541e-05      1.03379e-05   0.1          1.108           nan   -10.2698               1
        2018  0.100045       2.22325e-05      1.02358e-05   0.1          1.108           nan   -10.2698               1
        2020  0.102833       2.28519e-05      1.0521e-05    0.1          1.108           nan   -10.2698               1
        2022  0.101437       2.25417e-05      1.03782e-05   0.1          1.108           nan   -10.2698               1
        2024  0.0969368      2.15417e-05      9.9178e-06    0.1          1.108           nan   -10.2698               1
        2026  0.0930013      2.06671e-05      9.51515e-06   0.1          1.108           nan   -10.2698               1
        2028  0.0964532      2.14342e-05      9.86833e-06   0.1          1.108           nan   -10.2698               1
        2030  0.0952519      2.11673e-05      9.74542e-06   0.1          1.108           nan   -10.2698               1
        2032  0.0940132      2.0892e-05       9.61868e-06   0.1          1.108           nan   -10.2698               1
        2034  0.0936088      2.08021e-05      9.5773e-06    0.1          1.108           nan   -10.2698               1
        2036  0.0901378      2.00308e-05      9.22218e-06   0.1          1.108           nan   -10.2698               1
        2038  0.0859912      1.91093e-05      8.79793e-06   0.1          1.108           nan   -10.2698               1
        2040  0.0880308      1.95626e-05      9.00662e-06   0.1          1.108           nan   -10.2698               1
        2042  0.0875286      1.9451e-05       8.95523e-06   0.1          1.108           nan   -10.2698               1
        2044  0.0874095      1.94245e-05      8.94304e-06   0.1          1.108           nan   -10.2698               1
        2046  0.085728       1.90508e-05      8.771e-06     0.1          1.108           nan   -10.2698               1
        2048  0.0862883      1.91753e-05      8.82833e-06   0.1          1.108           nan   -10.2698               1
        2050  0.0850869      1.89083e-05      8.70541e-06   0.1          1.108           nan   -10.2698               1
        2052  0.0872981      1.93997e-05      8.93165e-06   0.1          1.108           nan   -10.2698               1
        2054  0.0900623      2.0014e-05       9.21446e-06   0.1          1.108           nan   -10.2698               1
        2056  0.0828252      1.84057e-05      8.47401e-06   0.1          1.108           nan   -10.2698               1
        2058  0.0806102      1.79135e-05      8.2474e-06    0.1          1.108           nan   -10.2698               1
        2060  0.0836089      1.85799e-05      8.5542e-06    0.1          1.108           nan   -10.2698               1
        2062  0.0767804      1.70624e-05      7.85556e-06   0.1          1.108           nan   -10.2698               1
        2064  0.0734888      1.6331e-05       7.51879e-06   0.1          1.108           nan   -10.2698               1
        2066  0.0749988      1.66665e-05      7.67328e-06   0.1          1.108           nan   -10.2698               1
        2068  0.0723453      1.60768e-05      7.4018e-06    0.1          1.108           nan   -10.2698               1
        2070  0.0681358      1.51414e-05      6.97112e-06   0.1          1.108           nan   -10.2698               1
        2072  0.0640573      1.42351e-05      6.55383e-06   0.1          1.108           nan   -10.2698               1
        2074  0.0695241      1.54499e-05      7.11316e-06   0.1          1.108           nan   -10.2698               1
        2076  0.0667869      1.48417e-05      6.83311e-06   0.1          1.108           nan   -10.2698               1
        2078  0.0652045      1.449e-05        6.67121e-06   0.1          1.108           nan   -10.2698               1
        2080  0.0639005      1.42002e-05      6.53779e-06   0.1          1.108           nan   -10.2698               1
        2082  0.0625533      1.39008e-05      6.39996e-06   0.1          1.108           nan   -10.2698               1
        2084  0.0627977      1.39551e-05      6.42496e-06   0.1          1.108           nan   -10.2698               1
        2086  0.0602089      1.33799e-05      6.1601e-06    0.1          1.108           nan   -10.2698               1
        2088  0.058303       1.29563e-05      5.9651e-06    0.1          1.108           nan   -10.2698               1
        2090  0.0580995      0.115116         0.00018655    0.0975903    1.10799         nan   -10.2689               2
        2092  0.055868       0.263485         0.000424393   0.0976698    1.10799         nan   -10.269                2
        2094  0.0573256      0.188805         0.000291181   0.0977461    1.10799         nan   -10.269                2
        2096  0.0582728      0.0405257        5.31389e-05   0.0978192    1.10799         nan   -10.269                2
        2098  0.0584952      0.12851          0.000182126   0.0978891    1.10799         nan   -10.269                2
        2100  0.0526978      0.444878         0.000633299   0.0979556    1.10799         nan   -10.2691               2
        2102  0.0545021      0.720226         0.000997985   0.0980188    1.10799         nan   -10.2691               2
        2104  0.0531046      0.711794         0.000956301   0.0980787    1.10799         nan   -10.2691               2
        2106  0.0518686      0.58382          0.00075969    0.0981354    1.10799         nan   -10.2691               2
        2108  0.0501213      0.401581         0.000505104   0.0981888    1.10799         nan   -10.2692               2
        2110  0.0504333      0.138788         0.00016439    0.0982392    1.10799         nan   -10.2692               2
        2112  0.0502265      0.000171957      0.138476      0.0982865    1.10799         nan   -10.2692               2
        2114  0.0518433      0.00039773       0.333811      0.0983309    1.10799         nan   -10.2692               2
        2116  0.0507947      0.000411186      0.354157      0.0983725    1.10799         nan   -10.2692               2
        2118  0.0508892      0.000251793      0.220575      0.0984114    1.10799         nan   -10.2692               2
        2120  0.0473727      8.89285e-06      0.000413395   0.0984477    1.10799         nan   -10.2692               2
        2122  0.0468521      0.220715         0.000228929   0.0984816    1.10799         nan   -10.2693               2
        2124  0.0458891      0.291497         0.000298381   0.0985132    1.10799         nan   -10.2693               2
        2126  0.0460412      0.290686         0.000291483   0.0985425    1.10799         nan   -10.2693               2
        2128  0.0464596      0.389381         0.00038536    0.0985698    1.10799         nan   -10.2693               2
        2130  0.0442574      0.584809         0.000572366   0.0985951    1.10799         nan   -10.2693               2
        2132  0.0471342      0.594581         0.000571755   0.0986185    1.10799         nan   -10.2693               2
        2134  0.0467861      0.139516         0.000126371   0.0986402    1.10799         nan   -10.2693               2
        2136  0.0456829      0.000317647      0.331793      0.0986602    1.10799         nan   -10.2693               2
        2138  0.0454248      0.000516643      0.550016      0.0986786    1.10799         nan   -10.2693               2
        2140  0.0428517      0.000427178      0.46016       0.0986956    1.10799         nan   -10.2693               2
        2142  0.0437766      0.000316204      0.343513      0.0987111    1.10799         nan   -10.2693               2
        2144  0.0431518      0.000298889      0.328138      0.0987253    1.10799         nan   -10.2694               2
        2146  0.0448519      0.000312348      0.346447      0.0987382    1.10799         nan   -10.2694               2
        2148  0.0434879      0.000162815      0.180194      0.0987499    1.10799         nan   -10.2694               2
        2150  0.0420477      0.0373603        2.71313e-05   0.0987604    1.10799         nan   -10.2694               2
        2152  0.045711       0.0106997        5.98404e-06   0.0987697    1.10799         nan   -10.2694               2
        2154  0.043587       0.000184376      0.209371      0.0987781    1.10799         nan   -10.2694               2
        2156  0.0412028      0.000390743      0.451836      0.0987854    1.10799         nan   -10.2694               2
        2158  0.0417768      0.000452097      0.526151      0.0987917    1.10799         nan   -10.2694               2
        2160  0.0406654      0.000311049      0.362339      0.0987971    1.10799         nan   -10.2694               2
        2162  0.0392498      2.42208e-05      0.0243814     0.0988016    1.10799         nan   -10.2694               2
        2164  0.0388674      0.274159         0.000224797   0.0988052    1.10799         nan   -10.2694               2
        2166  0.0410379      0.203198         0.000164265   0.0988081    1.10799         nan   -10.2694               2
        2168  0.0391723      0.000141832      0.164805      0.0988102    1.10799         nan   -10.2694               2
        2170  0.0396657      0.000386757      0.457265      0.0988117    1.10799         nan   -10.2694               2
        2172  0.0396088      0.000331021      0.39102       0.0988125    1.10799         nan   -10.2694               2
        2174  0.038297       0.000117809      0.136551      0.0988127    1.10799         nan   -10.2694               2
        2176  0.0361612      6.18794e-05      0.0699582     0.0988125    1.10799         nan   -10.2694               2
        2178  0.0360482      0.000156885      0.18332       0.0988117    1.10799         nan   -10.2694               2
        2180  0.0357773      0.00020574       0.24143       0.0988106    1.10799         nan   -10.2694               2
        2182  0.0324831      1.48615e-05      0.0139808     0.0988092    1.10799         nan   -10.2694               2
        2184  0.0355707      0.194187         0.000157648   0.0988074    1.10799         nan   -10.2694               2
        2186  0.035999       0.114732         9.09277e-05   0.0988055    1.10799         nan   -10.2694               2
        2188  0.0343288      0.000295844      0.346943      0.0988035    1.10799         nan   -10.2694               2
        2190  0.038115       0.000643269      0.756966      0.0988013    1.10799         nan   -10.2694               2
        2192  0.0367197      0.000776406      0.912977      0.0987991    1.10799         nan   -10.2694               2
        2194  0.0344551      0.000648811      0.761159      0.098797     1.10799         nan   -10.2694               2
        2196  0.0334309      0.000415573      0.48546       0.0987949    1.10799         nan   -10.2694               2
        2198  0.0313173      0.000137917      0.158674      0.0987929    1.10799         nan   -10.2694               2
        2200  0.0347786      0.132739         0.00010765    0.098791     1.10799         nan   -10.2694               2
        2202  0.0336424      0.148933         0.000121819   0.0987892    1.10799         nan   -10.2694               2
        2204  0.03558        4.10412e-05      0.044209      0.0987876    1.10799         nan   -10.2694               2
        2206  0.0343163      0.000142557      0.162895      0.0987861    1.10799         nan   -10.2694               2
        2208  0.0315384      0.000136811      0.156305      0.0987848    1.10799         nan   -10.2694               2
        2210  0.0356879      4.79434e-05      0.0520962     0.0987835    1.10799         nan   -10.2694               2
        2212  0.0341475      0.121258         9.87019e-05   0.0987823    1.10799         nan   -10.2694               2
        2214  0.0308197      0.327493         0.000276569   0.0987811    1.10799         nan   -10.2694               2
        2216  0.0315366      0.520094         0.000442446   0.0987798    1.10799         nan   -10.2694               2
        2218  0.0305327      0.57325          0.000488916   0.0987784    1.10799         nan   -10.2694               2
        2220  0.0319706      0.43491          0.000370051   0.0987767    1.10799         nan   -10.2694               2
        2222  0.0314084      0.122281         0.000100674   0.0987747    1.10799         nan   -10.2694               2
        2224  0.0333236      0.000212293      0.241689      0.0987722    1.10799         nan   -10.2694               2
        2226  0.0319136      0.000444617      0.508875      0.098769     1.10799         nan   -10.2694               2
        2228  0.0309731      0.00053523       0.611431      0.0987651    1.10799         nan   -10.2694               2
        2230  0.0306425      0.000461129      0.524321      0.0987603    1.10799         nan   -10.2694               2
        2232  0.0322007      0.000301624      0.34007       0.0987544    1.10799         nan   -10.2694               2
        2234  0.028053       0.000144698      0.160906      0.0987473    1.10799         nan   -10.2694               2
        2236  0.0283995      0.000121902      0.134143      0.0987387    1.10799         nan   -10.2694               2
        2238  0.029016       0.000254239      0.280588      0.0987284    1.10799         nan   -10.2694               2
        2240  0.0306804      0.000457008      0.501779      0.0987163    1.10799         nan   -10.2694               2
        2242  0.0313338      0.000513484      0.557939      0.0987021    1.10799         nan   -10.2693               2
        2244  0.0298618      0.000373657      0.400217      0.0986857    1.10799         nan   -10.2693               2
        2246  0.030244       9.0599e-05       0.0934199     0.0986666    1.10799         nan   -10.2693               2
        2248  0.0284094      0.14897          0.000137857   0.0986448    1.10799         nan   -10.2693               2
        2250  0.0293149      0.196772         0.000186847   0.09862      1.10799         nan   -10.2693               2
        2252  0.0296561      0.074832         6.9619e-05    0.0985917    1.10799         nan   -10.2693               2
        2254  0.031052       8.90594e-06      0.00516787    0.0985599    1.10799         nan   -10.2693               2
        2256  0.0304374      0.0452399        4.22692e-05   0.0985241    1.10799         nan   -10.2693               2
        2258  0.0309894      0.140459         0.000145262   0.098484     1.10799         nan   -10.2693               2
        2260  0.0315042      0.0823805        8.56892e-05   0.0984393    1.10799         nan   -10.2692               2
        2262  0.030735       0.0215479        2.04389e-05   0.0983895    1.10799         nan   -10.2692               2
        2264  0.0308003      0.0709241        7.84423e-05   0.0983344    1.10799         nan   -10.2692               2
        2266  0.0322963      0.183373         0.0002182     0.0982734    1.10799         nan   -10.2692               2
