# SQL Query: SELECT * from Spectra inner join Events ON Spectra.SN = Events.SN where phase between -2 and 2 and ((dm15_source > 1. and dm15_source < 1.3) or (dm15_from_fits > 1. and dm15_from_fits < 1.3)) and si_v0 < -11800
# N = 15
# N_spec = 25
# phase = -0.26
# x1 = 1.13
# vel = -14.34
# z = nan

  Wavelength          Flux    1-Sigma Lower    1-Sigma Upper        Phase       x1    Redshift    Velocity    SNe per Bin
        3570   1.74619          0.253295         0.467299     -0.669885    1.1287          nan    -14.5035              6
        3572   1.71913          0.247167         0.449084     -0.673059    1.12818         nan    -14.5034              6
        3574   1.73048          0.253385         0.499777     -0.677226    1.12692         nan    -14.5202              6
        3576   1.70654          0.248076         0.562841     -0.681127    1.12567         nan    -14.541               6
        3578   1.64832          0.25073          0.543242     -0.682669    1.12547         nan    -14.5433              6
        3580   1.60876          0.273976         0.523775     -0.683793    1.12586         nan    -14.5285              6
        3582   1.59632          0.292417         0.549597     -0.68617     1.12636         nan    -14.5073              6
        3584   1.57734          0.285515         0.547999     -0.688841    1.12688         nan    -14.4846              6
        3586   1.5723           0.296044         0.545253     -0.691661    1.12648         nan    -14.488               6
        3588   1.52479          0.281648         0.478495     -0.691498    1.1274          nan    -14.4303              7
        3590   1.50282          0.283925         0.476145     -0.693935    1.12743         nan    -14.421               7
        3592   1.47316          0.294744         0.467929     -0.695386    1.12782         nan    -14.4066              7
        3594   1.46005          0.313356         0.519084     -0.697736    1.12801         nan    -14.3937              7
        3596   1.45746          0.321503         0.535927     -0.700379    1.12786         nan    -14.3898              7
        3598   1.43337          0.326746         0.53676      -0.70273     1.12821         nan    -14.3675              7
        3600   1.42987          0.320987         0.531418     -0.704984    1.1297          nan    -14.3037              7
        3602   1.44381          0.313945         0.579214     -0.707392    1.13052         nan    -14.2649              7
        3604   1.46762          0.291555         0.479126     -0.713837    1.13054         nan    -14.124               8
        3606   1.46432          0.307276         0.500906     -0.716232    1.12983         nan    -14.1463              8
        3608   1.45616          0.326032         0.502634     -0.718306    1.12908         nan    -14.169               8
        3610   1.42607          0.322611         0.503632     -0.720588    1.12854         nan    -14.1746              8
        3612   1.41741          0.328022         0.525583     -0.722079    1.12864         nan    -14.1741              8
        3614   1.40089          0.338053         0.53183      -0.723821    1.1291          nan    -14.1513              8
        3616   1.40423          0.324051         0.572304     -0.725951    1.12883         nan    -14.1547              8
        3618   1.41993          0.34853          0.576258     -0.724845    1.12806         nan    -14.1667              9
        3620   1.42667          0.347908         0.568548     -0.713992    1.1287          nan    -14.1517             10
        3622   1.42409          0.336998         0.553321     -0.715499    1.1287          nan    -14.1463             10
        3624   1.40718          0.331595         0.553009     -0.717069    1.12867         nan    -14.1428             10
        3626   1.39657          0.319415         0.576551     -0.718537    1.12873         nan    -14.1343             10
        3628   1.38015          0.301689         0.585044     -0.719349    1.12882         nan    -14.1284             10
        3630   1.3452           0.294092         0.567794     -0.719905    1.12904         nan    -14.1178             10
        3632   1.31782          0.29521          0.570347     -0.72115     1.12928         nan    -14.1011             10
        3634   1.27377          0.292593         0.545562     -0.721588    1.12945         nan    -14.0929             10
        3636   1.26985          0.296374         0.574198     -0.722321    1.12963         nan    -14.0836             10
        3638   1.26434          0.290645         0.594057     -0.723153    1.12982         nan    -14.0756             10
        3640   1.25324          0.284417         0.575067     -0.723588    1.13008         nan    -14.0628             10
        3642   1.22323          0.283683         0.571366     -0.72355     1.1305          nan    -14.0467             10
        3644   1.18372          0.259938         0.530194     -0.723437    1.13085         nan    -14.0325             10
        3646   1.17254          0.256461         0.520492     -0.723424    1.1311          nan    -14.0272             10
        3648   1.14425          0.238919         0.503975     -0.723082    1.13144         nan    -14.0068             10
        3650   1.09024          0.223071         0.436873     -0.682269    1.13224         nan    -14.0165             11
        3652   1.09398          0.207492         0.397481     -0.596374    1.13516         nan    -13.9342             12
        3654   1.03847          0.210544         0.379039     -0.5877      1.13582         nan    -13.9112             12
        3656   1.01392          0.181754         0.37424      -0.58886     1.13604         nan    -13.9021             12
        3658   1.00923          0.156596         0.345841     -0.442959    1.1457          nan    -13.849              13
        3660   0.993392         0.154594         0.322062     -0.43533     1.14619         nan    -13.8312             13
        3662   0.964036         0.152538         0.297653     -0.433891    1.14654         nan    -13.8174             13
        3664   0.942281         0.145186         0.293333     -0.42976     1.14711         nan    -13.8069             13
        3666   0.976774         0.159462         0.31073      -0.437285    1.14708         nan    -13.8097             13
        3668   0.929938         0.154677         0.300382     -0.428575    1.14787         nan    -13.7848             13
        3670   0.901334         0.151002         0.289598     -0.413812    1.14864         nan    -13.7803             13
        3672   0.824767         0.150234         0.236274     -0.334312    1.14249         nan    -13.9227             14
        3674   0.835388         0.150211         0.237397     -0.329824    1.14276         nan    -13.9277             14
        3676   0.852452         0.137472         0.224484     -0.324068    1.14361         nan    -13.9114             14
        3678   0.835857         0.13666          0.220532     -0.307229    1.1438          nan    -13.8975             14
        3680   0.817878         0.139445         0.207386     -0.307815    1.14412         nan    -13.8975             14
        3682   0.785748         0.125396         0.192239     -0.291931    1.14521         nan    -13.8803             14
        3684   0.797403         0.150417         0.194174     -0.294039    1.14473         nan    -13.8947             14
        3686   0.809616         0.14129          0.195663     -0.283875    1.14547         nan    -13.887              14
        3688   0.797489         0.123988         0.208193     -0.270219    1.14591         nan    -13.8744             14
        3690   0.813158         0.130129         0.186735     -0.259441    1.14826         nan    -13.6795             15
        3692   0.812968         0.138762         0.178587     -0.252036    1.14882         nan    -13.6803             15
        3694   0.797712         0.122844         0.156672     -0.243768    1.14979         nan    -13.6689             15
        3696   0.804183         0.121228         0.169117     -0.226878    1.1498          nan    -13.6812             15
        3698   0.797107         0.118496         0.16342      -0.22863     1.14967         nan    -13.6714             15
        3700   0.775417         0.118382         0.162874     -0.226111    1.14984         nan    -13.651              15
        3702   0.774054         0.126595         0.161433     -0.20772     1.15041         nan    -13.6521             15
        3704   0.77075          0.120814         0.159789     -0.210749    1.15043         nan    -13.6498             15
        3706   0.785448         0.114735         0.154304     -0.229083    1.14981         nan    -13.643              15
        3708   0.779722         0.113697         0.150787     -0.219081    1.14998         nan    -13.6456             15
