,Host,Name,mass,mass_Burns18,mass_DES,mass_Jones18,mass_Neill,mass_PanSTARRS,mass_SDSS,mass_SNLS,mass_Wolf,masserr,subsample,symbol,vel,velerr,z,mass_Chang,mass_2MASS,mass_Conley11
193,MCG -03-01-008,2005iq,10.617625,10.7044,10.6001,10.826,10.34,,,,,0.2155996332905046,old,o,-10.86904,0.23098000000000002,0.032952796964625435,,,
194,NGC 7311,2005kc,10.952733333333333,10.9972,,10.890999999999998,10.97,,,,,0.12817491520921304,old,o,-10.63,0.23,0.013899615846906995,,,
195,NGC 3332,2005ki,11.082466666666667,11.1584,10.939,,11.15,,,,,0.15717220562880144,old,o,-11.28,0.25,0.01919,,,
196,2MASX J2259426500,2005ku,10.0034,10.1588,,,,,9.848,,,0.19633940001945557,CSP,o,-12.215,0.7308960254372712,0.04541,,,
197,ESO 545-G038,2005lu,10.3465,10.580000000000002,10.113,,,,,,,0.26253047442154315,CSP,o,-10.434771035199999,0.418065904892,0.03199,,,
198,UGC 04414,2005mc,10.953466666666666,10.8644,,11.046,10.95,,,,,0.141075992130325,CSP,o,-11.2819304526,0.236958168313,0.0252,,,
199,UGC 3634,2005na,11.054100000000002,11.039200000000001,,11.069,,,,,,0.12092150346402412,old,o,-10.74,0.23,0.02683189581773936,,,
200,MCG -01-33-34,2006d,10.029599999999999,10.029599999999999,,,,,,,,0.1584512819553814,old,o,-10.62228,0.22013000000000002,0.008939517751310475,,,
201,NGC 4321,2006x,10.801200000000001,10.7924,,,10.81,,,,,0.12032223402181326,old,o,-13.90271,0.22233000000000008,0.003192208391046316,,,
202,NGC 3663,2006ax,,10.822400000000002,,,10.81,,,,,,old,o,-10.26,0.23,0.016730000000000002,,,
203,NGC 7329,2006bh,10.8749,10.834800000000001,10.915,,,,,,,0.12652276475006352,CSP,o,-15.481322214,0.220770884749,0.01084,,,
204,NGC 5185,2006br,10.948799999999999,10.9576,,,10.94,,,,,0.12032223402181326,old,o,-14.174000000000001,0.4937246196008459,0.02457,,,
205,NGC 809,2006ef,10.636299999999999,10.5972,10.564,10.684,10.7,,,,,0.1329370903848882,old,o,-12.15,0.3,0.01701844013700972,,,
206,NGC 191A,2006ej,10.907,,,10.814,11.0,,,,,0.15181897114655993,old,o,-12.46,0.3,0.019350053162444803,,,
207,2MASX J21283758+0113490,2006eq,10.401800000000001,10.328400000000002,10.634,,,,10.243,,,0.20633455034643758,CSP,o,-11.742,0.6259360989749673,0.04947,,,
208,NGC 232,2006et,11.006466666666666,10.9544,10.945,11.12,,,,,,0.1444286521281546,CSP,o,-10.123,0.3132554867835518,0.02216,,,
209,UGC 11758,2006ev,10.984900000000001,11.108800000000002,10.861,,,,,,,0.17248539068570473,CSP,o,-10.700800024,0.22914706870299997,0.028710000000000006,,,
210,GALEXASC J014710.29-000848.3,2006fw,10.048,,,10.139,,,10.055,,9.95,0.14275153239107455,CSP,o,-10.819,0.4201951927378513,0.08294,,,
211,UGC 2650,2006gj,11.386,10.811999999999998,,,11.96,,,,,0.5864094132941609,old,o,-11.34,0.25,0.02771917631096644,,,
212,2MASX J01135716+0022,2006hx,10.3936,10.4272,,,,,10.36,,,0.12461524786317278,CSP,o,-10.593,0.450387610842039,0.04546,,,
213,UGC 2829,2006kf,10.965200000000001,10.941600000000001,10.984000000000002,,10.97,,,,,0.12128951589756912,old,o,-11.432,0.23148218073968457,0.020814399540364688,,,
214,2MASX J09151727-2536001,2006lu,10.555200000000001,10.5256,11.235,9.905,,,,,,0.5564663032625307,CSP,o,-16.594405455,0.28970127391,0.05337000000000002,,,
215,UGC 1333,2006ob,11.42972,11.255600000000001,11.742,11.544,11.25,,11.357,,,0.22382313017201788,old,o,-8.98163668913,0.6817073673,0.058296996917781035,,,
216,UGC 2384,2006os,11.3006,11.011199999999999,,,11.59,,,,,0.313292770424088,old,o,-11.911,0.657875368135941,0.032102208521870165,,,
217,SDSS J224142.04-000812.9,2006py,9.955333333333334,,9.9,9.961,,,10.005,,,0.1274894331133195,CSP,o,-11.3971115455,0.26943250487,0.05786,,,
218,NGC 105,2007a,10.597266666666668,10.574800000000003,10.832,10.385,,,,,,0.21898373354099993,CSP,o,-5.0587022934300006,2.2268201964200003,0.01763,,,
219,NGC 5584,2007af,9.8362,9.8524,,,9.82,,,,,0.12108856263082812,old,o,-10.99,0.22,0.00546,,,
220,ESO 18G18,2007as,10.4072,10.4072,,,,,,,,0.1584512819553814,CSP,o,-12.962,0.6588178807530956,0.01756,,,
221,UGC 6332,2007bc,10.833200000000001,10.906400000000001,,,10.76,,,,,0.1405640067727159,old,o,-10.49,0.26,0.02186512644023887,,,
222,UGC 4455,2007bd,10.794133333333335,10.9344,,10.688,10.76,,,,,0.15843411529367296,old,o,-12.49,0.23,0.03195877596093495,,,
223,NGC 3672,2007bm,10.423800000000002,10.617600000000003,,,10.23,,,,,0.22794394047660163,old,o,-10.817,0.4919349550499537,0.006657939340155115,,,
224,MCG 023461,2007ca,9.749400000000001,9.992800000000003,9.506,,,,,,,0.27137346959494874,old,o,-11.085,0.28488769717206114,0.015080432743908457,,,
225,SDSS J025953.65+010936.1,2007jd,10.049,,,,,,10.049,,,0.1584512819553814,CSP,o,-7.95382640906,0.665861348713,0.07257999999999999,,,
226,SDSS J032950.83+000316.0,2007jg,9.1,,,,,,9.1,,,0.1584512819553814,CSP,o,-12.615,0.451260456942551,0.03711,,,
227,NGC 7721,2007le,10.4592,10.4592,,,,,,,,0.1584512819553814,old,o,-13.31,0.23,0.0067280000000000005,,,
228,UGC 595,2007nq,11.534133333333335,11.296399999999998,11.906,11.4,,,,,,0.29211510668836677,CSP,o,-12.110999999999999,0.3632093060481793,0.045,,,
229,NGC 1404,2007on,10.908000000000001,10.908000000000001,,,,,,,,0.1584512819553814,CSP,o,-11.242,0.22177466041006577,0.006490000000000001,,,
230,NGC 4038 (The Antennae),2007sr,10.4536,10.857199999999999,,,10.05,,,,,0.4210617056916946,old,o,-13.5893,0.22105,0.005860721152631532,,,
231,UGC 3611,2008c,10.4988,10.563600000000001,,10.434,,,,,,0.13637829739368398,CSP,o,-10.8735993851,0.22215061868,0.01661,,,
232,NGC 1200,2008r,11.110399999999998,11.110399999999998,,,,,,,,0.1584512819553814,CSP,o,-9.818970599530001,0.22022870576499998,0.01349,,,
233,IC 3284,2008ar,10.379333333333333,10.402000000000001,10.408,10.328,,,,,,0.12539360253041454,CSP,o,-10.59,0.22,0.02613,,,
234,KK 1524,2008bc,10.135200000000001,10.135200000000001,,,,,,,,0.1584512819553814,CSP,o,-11.547,0.23375414434828742,0.01508,,,
235,ambiguous^f,2008bf,11.278,,11.166,,11.39,,,,,0.1641462762294656,old,o,-11.59,0.24,0.022172005407821167,,,
236,ESO 308G25,2008bq,11.2853,11.099600000000002,11.470999999999998,,,,,,,0.22109837177147923,CSP,o,-10.786,0.31042068230064823,0.03398,,,
237,2MASX J12385810+1107502,2008bz,10.8809,10.730800000000002,11.031,,,,,,,0.1921718241574445,CSP,o,-11.434388291900001,0.240391477579,0.06024,,,
238,NGC 5038,2008cd,10.6512,10.6512,,,,,,,,0.1584512819553814,CSP,o,-9.31504,0.23171999999999998,0.007409999999999998,,,
239,J140732.38-263305.6,2008cf,,,,9.332,,,,,,,CSP,o,-10.2712085883,0.327563763006,0.04597,,,
240,ESO 428G014,2008fp,10.2208,10.2208,,,,,,,,0.1584512819553814,CSP,o,-10.985999999999999,0.2230896680709351,0.00566,,,
241,SDSS J011149.19+143826.5,2008fr,8.6995,,8.896,8.503,,,,,,0.23024389242713938,CSP,o,-10.9601531926,0.22418348444800001,0.03897,,,
242,UGC 881,2008gl,11.119900000000001,11.114800000000002,11.125,,,,,,,0.12010832610606138,CSP,o,-11.989,0.5692319386682374,0.03399,,,
243,MCG +00-9-74,2008gp,10.8924,10.924800000000001,,10.86,,,,,,0.12429706352122746,CSP,o,-9.79434217246,0.22,0.03339,,,
244,MCG -02-1-14,2008hj,10.4287,10.458400000000001,10.399,,,,,,,0.12362075068531195,CSP,o,-12.7892477644,0.226689894468,0.03787,,,
245,ESO 561-G18,2008hu,11.419599999999999,11.419599999999999,,,,,,,,0.1584512819553814,CSP,o,-12.343,0.7061451692109774,0.04967,,,
246,NGC 2765,2008hv,10.799000000000001,10.906000000000002,10.637,10.854,,,,,,0.16725031140977514,CSP,o,-10.925999999999998,0.2270154179786034,0.01254,,,
247,ESO 125-G 006,2008ia,11.000800000000002,11.000800000000002,,,,,,,,0.1584512819553814,CSP,o,-11.182,0.2245551157288562,0.02198,,,
248,MCG -03-10-52,2009d,10.436100000000001,10.587200000000003,10.285,,,,,,,0.19295390641290577,CSP,o,-9.96171265443,0.221667269861,0.02499,,,
249,NGC 5728,2009y,11.023600000000002,11.023600000000002,,,,,,,,0.1584512819553814,CSP,o,-9.850356170580001,0.22,0.00935,,,
250,UGC 2998,2009ab,10.619600000000002,10.619600000000002,,,,,,,,0.1584512819553814,CSP,o,-10.562999999999999,0.22109726366465957,0.01116,,,
251,UGC 3236,2009ad,10.787666666666667,10.661999999999999,11.015999999999998,10.685,,,,,,0.20138575476488402,CSP,o,-10.394,0.22109726366465957,0.02838,,,
252,ESO 492-2,2009ag,10.590400000000002,10.590400000000002,,,,,,,,0.1584512819553814,CSP,o,-10.261,0.2861625412243887,0.00863,,,
253,FGC 175A,2004gu,10.3579,10.4908,10.225,,,,,,,0.17905979448217868,CSP,o,-10.630999999999998,0.37363618668431997,0.04583,,,
254,NGC 4059,2005bl,11.165200000000002,11.165200000000002,,,,,,,,0.1584512819553814,CSP,o,-9.93,0.236211769393483,0.02404,,,
255,MCG -01-09-006,2005eq,10.804933333333333,10.878799999999998,10.956,,10.58,,,,,0.20171962940896143,CSP,o,-10.097000000000001,0.24596747752497686,0.028960000000000007,,,
256,SDSS J011643.87+004736.9,2005ir,10.229666666666667,,,10.26,10.15,,10.279000000000002,,,0.1327913986504984,CSP,o,-13.4124734231,0.241660919472,0.07631,,,
257,NGC 1371,2005ke,10.815999999999999,10.732,,,10.9,,,,,0.14647866738880472,CSP,o,-9.811,0.23846173697262207,0.00488,,,
258,NGC 2930,2005m,10.277,10.322,10.232,,,,,,,0.12816005617976295,CSP,o,-8.78675307457,0.227966733246,0.022000000000000002,,,
259,NGC 691,2005w,10.639199999999999,10.639199999999999,,,,,,,,0.1584512819553814,CSP,o,-10.623209589,0.220392205876,0.008879999999999999,,,
260,UGC 6609,2006bd,11.0564,11.0564,,,,,,,,0.1584512819553814,CSP,o,-11.207,0.4287470116513933,0.025710000000000004,,,
261,CGCG 108-013^d,2006bt,11.09,,,,11.09,,,,,0.1584512819553814,old,o,-11.2969432295,0.227926374092,0.032479135949444064,,,
