Name_upper,Filter,peakmjd,peakmag
AT2016EWS,Foundation-g,57619.95410500586,17.040188280885502
AT2016EWS,Foundation-r,57619.95410500586,17.234558176338144
AT2016EWS,Foundation-i,57619.95410500586,17.871730440363958
AT2016EWS,Foundation-z,57619.95410500586,17.94268487803943
AT2016HNS,Foundation-g,57697.42879919332,17.053734835289664
AT2016HNS,Foundation-r,57697.42879919332,17.11417640834632
AT2016HNS,Foundation-i,57697.42879919332,17.643504879678794
AT2016HNS,Foundation-z,57697.42879919332,17.706204062464302
PSNJ2310226,Foundation-g,57281.17876087233,17.684926433243167
PSNJ2310226,Foundation-r,57281.17876087233,17.624735556780337
PSNJ2310226,Foundation-i,57281.17876087233,17.928746360358215
PSNJ2310226,Foundation-z,57281.17876087233,18.00644043443691
AT2016HTN,Foundation-g,57701.185308228865,17.96671372250699
AT2016HTN,Foundation-r,57701.185308228865,17.934419454744297
AT2016HTN,Foundation-i,57701.185308228865,18.417167028236502
AT2016HTN,Foundation-z,57701.185308228865,18.546849593304437
PS15CKU,Foundation-g,57319.22205032293,16.031796000592553
PS15CKU,Foundation-r,57319.22205032293,16.083967568046933
PS15CKU,Foundation-i,57319.22205032293,17.062905146537553
PS15CKU,Foundation-z,57319.22205032293,16.559194121393187
PS15DPL,Foundation-g,57400.61767378372,17.0369674809558
PS15DPL,Foundation-r,57400.61767378372,16.843679873581483
PS15DPL,Foundation-i,57400.61767378372,17.3223100470956
PS15DPL,Foundation-z,57400.61767378372,17.138389151031074
PS15BZZ,Foundation-g,57284.36906974856,18.52397584315452
PS15BZZ,Foundation-r,57284.36906974856,18.569794510999408
PS15BZZ,Foundation-i,57284.36906974856,19.013635416501455
PS15BZZ,Foundation-z,57284.36906974856,19.361574441698817
ASASSN-15UW,Foundation-g,57393.038376308024,16.77325328846519
ASASSN-15UW,Foundation-r,57393.038376308024,16.835044981566412
ASASSN-15UW,Foundation-i,57393.038376308024,17.203679195600643
ASASSN-15UW,Foundation-z,57393.038376308024,17.359462575984086
SN2017MU,Foundation-g,57772.711585220466,18.72015362851252
SN2017MU,Foundation-r,57772.711585220466,18.469277248202456
SN2017MU,Foundation-i,57772.711585220466,19.321046430266648
SN2017MU,Foundation-z,57772.711585220466,19.509117800790865
IPTF17DZ,Foundation-g,57766.834387966104,19.03178590008265
IPTF17DZ,Foundation-r,57766.834387966104,19.17865670223697
IPTF17DZ,Foundation-i,57766.834387966104,19.60401491942639
IPTF17DZ,Foundation-z,57766.834387966104,20.720588188813846
MASTERJ013415.01,Foundation-g,57665.39150026538,16.71276475186451
MASTERJ013415.01,Foundation-r,57665.39150026538,17.01908268123149
MASTERJ013415.01,Foundation-i,57665.39150026538,17.63530323918488
MASTERJ013415.01,Foundation-z,57665.39150026538,17.708883803451176
SN2017HN,Foundation-g,57768.14943227214,15.95641023393942
SN2017HN,Foundation-r,57768.14943227214,16.048214141699344
SN2017HN,Foundation-i,57768.14943227214,16.632269734944746
SN2017HN,Foundation-z,57768.14943227214,16.68973713189679
SN2017MF,Foundation-g,57778.996991512686,16.22964706742517
SN2017MF,Foundation-r,57778.996991512686,16.203375434131093
SN2017MF,Foundation-i,57778.996991512686,16.653098701465584
SN2017MF,Foundation-z,57778.996991512686,16.70422950102527
ASASSN-17FD,Foundation-g,57871.559921650056,16.140826824574386
ASASSN-17FD,Foundation-r,57871.559921650056,16.06436742843023
ASASSN-17FD,Foundation-i,57871.559921650056,16.602275041699944
ASASSN-17FD,Foundation-z,57871.559921650056,16.589035824700694
ASASSN-16HC,Foundation-g,57582.99289061337,17.14654741485362
ASASSN-16HC,Foundation-r,57582.99289061337,17.30270079371335
ASASSN-16HC,Foundation-i,57582.99289061337,17.99500348566908
ASASSN-16HC,Foundation-z,57582.99289061337,18.05739857688631
ASASSN-15KX,Foundation-g,57191.60609857367,16.082251392774296
ASASSN-15KX,Foundation-r,57191.60609857367,16.064064755791794
ASASSN-15KX,Foundation-i,57191.60609857367,16.48228533136704
ASASSN-15KX,Foundation-z,57191.60609857367,16.47755063226019
ASASSN-16DW,Foundation-g,57482.483772823485,17.012972378829947
ASASSN-16DW,Foundation-r,57482.483772823485,16.925372005651493
ASASSN-16DW,Foundation-i,57482.483772823485,17.413156477830373
ASASSN-16DW,Foundation-z,57482.483772823485,17.615521878889382
SN2017JL,Foundation-g,57785.049796619285,14.93106317839878
SN2017JL,Foundation-r,57785.049796619285,14.966779249404356
SN2017JL,Foundation-i,57785.049796619285,15.895327687030488
SN2017JL,Foundation-z,57785.049796619285,15.525181768015639
ATLAS16DTF,Foundation-g,57711.13706046398,15.68350911799621
ATLAS16DTF,Foundation-r,57711.13706046398,15.9267207747112
ATLAS16DTF,Foundation-i,57711.13706046398,15.762428047726713
ATLAS16DTF,Foundation-z,57711.13706046398,15.93172773997949
PS16N,Foundation-g,57392.463921853516,17.70279727148933
PS16N,Foundation-r,57392.463921853516,17.937929260170275
PS16N,Foundation-i,57392.463921853516,17.929790243777468
PS16N,Foundation-z,57392.463921853516,18.788929606237375
IPTF17FS,Foundation-g,57761.98404981303,19.188297529591747
IPTF17FS,Foundation-r,57761.98404981303,19.162042857471473
IPTF17FS,Foundation-i,57761.98404981303,19.73046013699801
IPTF17FS,Foundation-z,57761.98404981303,20.529354036363184
ASASSN-15GA,Foundation-g,57116.125305606016,15.362899440745977
ASASSN-15GA,Foundation-r,57116.125305606016,15.54304956906074
ASASSN-15GA,Foundation-i,57116.125305606016,17.100792122928603
ASASSN-15GA,Foundation-z,57116.125305606016,15.313947930039173
PSNJ1300323,Foundation-g,57168.771494001354,15.450798967422623
PSNJ1300323,Foundation-r,57168.771494001354,16.149171827683794
PSNJ1300323,Foundation-i,57168.771494001354,16.0670041650322
PSNJ1300323,Foundation-z,57168.771494001354,16.091383118858776
ASASSN-16CT,Foundation-g,57459.993620473535,17.11885095281475
ASASSN-16CT,Foundation-r,57459.993620473535,17.187790355138407
ASASSN-16CT,Foundation-i,57459.993620473535,17.713945415692127
ASASSN-16CT,Foundation-z,57459.993620473535,17.788434136489975
ASASSN-16BQ,Foundation-g,57437.901363242265,16.329705141353568
ASASSN-16BQ,Foundation-r,57437.901363242265,16.801801571005317
ASASSN-16BQ,Foundation-i,57437.901363242265,16.919678153674642
ASASSN-16BQ,Foundation-z,57437.901363242265,17.047494535345546
SN2017DFU,Foundation-g,57864.60604532287,17.60803035167083
SN2017DFU,Foundation-r,57864.60604532287,17.645649618793442
SN2017DFU,Foundation-i,57864.60604532287,17.5276385094879
SN2017DFU,Foundation-z,57864.60604532287,18.301297072099768
AT2016CYT,Foundation-g,57580.49864425794,16.592594693725445
AT2016CYT,Foundation-r,57580.49864425794,16.62486577320226
AT2016CYT,Foundation-i,57580.49864425794,17.20954510626556
AT2016CYT,Foundation-z,57580.49864425794,17.18977906396225
AT2017ZD,Foundation-g,57793.10765222799,16.36204144671529
AT2017ZD,Foundation-r,57793.10765222799,16.368074500431305
AT2017ZD,Foundation-i,57793.10765222799,17.011385763370416
AT2017ZD,Foundation-z,57793.10765222799,16.97010564932437
ASASSN-16FS,Foundation-g,57542.464840760724,16.30150610203983
ASASSN-16FS,Foundation-r,57542.464840760724,16.459915928323053
ASASSN-16FS,Foundation-i,57542.464840760724,16.980381632557407
ASASSN-16FS,Foundation-z,57542.464840760724,18.047045870129793
PSNJ0252467,Foundation-g,57289.60924522032,16.772182899337636
PSNJ0252467,Foundation-r,57289.60924522032,16.771181394881204
PSNJ0252467,Foundation-i,57289.60924522032,17.28431825052266
PSNJ0252467,Foundation-z,57289.60924522032,17.229382351603807
ATLAS16DOD,Foundation-g,57695.1331513008,16.951398628790923
ATLAS16DOD,Foundation-r,57695.1331513008,16.59157292825735
ATLAS16DOD,Foundation-i,57695.1331513008,16.6221636696719
ATLAS16DOD,Foundation-z,57695.1331513008,16.570272557560852
ASASSN-15TG,Foundation-g,57361.26353101331,16.520324543879763
ASASSN-15TG,Foundation-r,57361.26353101331,16.623453009461734
ASASSN-15TG,Foundation-i,57361.26353101331,17.231400949413267
ASASSN-15TG,Foundation-z,57361.26353101331,17.306474676788728
PS15BSQ,Foundation-g,57262.895670865655,16.5543054321788
PS15BSQ,Foundation-r,57262.895670865655,16.699668535201415
PS15BSQ,Foundation-i,57262.895670865655,17.322713557489006
PS15BSQ,Foundation-z,57262.895670865655,17.35427948628302
SN2017CII,Foundation-g,57838.88807142522,16.71150123907494
SN2017CII,Foundation-r,57838.88807142522,16.67723343014264
SN2017CII,Foundation-i,57838.88807142522,17.25440218244251
SN2017CII,Foundation-z,57838.88807142522,17.29645207789003
GAIA16ACV,Foundation-g,57434.965234986055,18.32514229524848
GAIA16ACV,Foundation-r,57434.965234986055,18.403362364465373
GAIA16ACV,Foundation-i,57434.965234986055,18.984905855224184
GAIA16ACV,Foundation-z,57434.965234986055,19.08165323389184
MASTERJ222232.87,Foundation-g,57174.215804981824,17.793604424689402
MASTERJ222232.87,Foundation-r,57174.215804981824,16.9874958776254
MASTERJ222232.87,Foundation-i,57174.215804981824,17.869932222354088
MASTERJ222232.87,Foundation-z,57174.215804981824,18.041797833655682
PS16CVC,Foundation-g,57564.91266105049,16.54635025016051
PS16CVC,Foundation-r,57564.91266105049,16.595437684030355
PS16CVC,Foundation-i,57564.91266105049,17.16913348900844
PS16CVC,Foundation-z,57564.91266105049,17.061745674334652
PS16EQV,Foundation-g,57686.02973195487,18.19165110786856
PS16EQV,Foundation-r,57686.02973195487,18.085317673805278
PS16EQV,Foundation-i,57686.02973195487,18.668384079734697
PS16EQV,Foundation-z,57686.02973195487,18.9657227459047
ASASSN-16EJ,Foundation-g,57488.87840014615,17.0494229069293
ASASSN-16EJ,Foundation-r,57488.87840014615,16.83146621328085
ASASSN-16EJ,Foundation-i,57488.87840014615,17.22300281591523
ASASSN-16EJ,Foundation-z,57488.87840014615,17.841027545872652
SN2016GFR,Foundation-g,57657.60177591567,15.243755564746243
SN2016GFR,Foundation-r,57657.60177591567,15.198802266824964
SN2016GFR,Foundation-i,57657.60177591567,15.855048319390718
SN2016GFR,Foundation-z,57657.60177591567,15.798364170537967
ASASSN-16AY,Foundation-g,57416.45932411324,17.051798166597116
ASASSN-16AY,Foundation-r,57416.45932411324,16.790507058025558
ASASSN-16AY,Foundation-i,57416.45932411324,17.325110362428504
ASASSN-16AY,Foundation-z,57416.45932411324,17.24509785862783
PS16BBY,Foundation-g,57466.87501978772,18.160508500487747
PS16BBY,Foundation-r,57466.87501978772,18.178737113624955
PS16BBY,Foundation-i,57466.87501978772,18.558548163938855
PS16BBY,Foundation-z,57466.87501978772,18.531613312942454
ASASSN-15SB,Foundation-g,57312.32571466776,16.156413683803425
ASASSN-15SB,Foundation-r,57312.32571466776,17.173622293930734
ASASSN-15SB,Foundation-i,57312.32571466776,17.570111011579648
ASASSN-15SB,Foundation-z,57312.32571466776,17.402032485566643
PSNJ0309425,Foundation-g,57362.15855467448,15.578646878899962
PSNJ0309425,Foundation-r,57362.15855467448,15.475564163572136
PSNJ0309425,Foundation-i,57362.15855467448,16.073738572917797
PSNJ0309425,Foundation-z,57362.15855467448,16.07364048261572
AT2017YK,Foundation-g,57788.879401986924,18.23289085053917
AT2017YK,Foundation-r,57788.879401986924,18.149098611660644
AT2017YK,Foundation-i,57788.879401986924,18.372950946388425
AT2017YK,Foundation-z,57788.879401986924,18.409714471556264
SN2016F,Foundation-g,57406.502587128205,15.261046072401948
SN2016F,Foundation-r,57406.502587128205,15.273811293672424
SN2016F,Foundation-i,57406.502587128205,15.92147961622191
SN2016F,Foundation-z,57406.502587128205,15.916170319347266
ASASSN-15HG,Foundation-g,57131.42892510003,16.9700726586821
ASASSN-15HG,Foundation-r,57131.42892510003,16.91528471268101
ASASSN-15HG,Foundation-i,57131.42892510003,17.448792633650754
ASASSN-15HG,Foundation-z,57131.42892510003,18.16384733293142
GAIA16AGF,Foundation-g,57456.19691277513,16.274024439571775
GAIA16AGF,Foundation-r,57456.19691277513,16.28888796465344
GAIA16AGF,Foundation-i,57456.19691277513,16.866982513062233
GAIA16AGF,Foundation-z,57456.19691277513,16.862444878581638
PS15BRR,Foundation-g,57258.78416456171,17.137793187992933
PS15BRR,Foundation-r,57258.78416456171,17.380176858997867
PS15BRR,Foundation-i,57258.78416456171,17.98366404448987
PS15BRR,Foundation-z,57258.78416456171,18.347779382633373
ASASSN-15SO,Foundation-g,57345.18490348307,13.795218665026054
ASASSN-15SO,Foundation-r,57345.18490348307,13.867856745639251
ASASSN-15SO,Foundation-i,57345.18490348307,14.421351013980557
ASASSN-15SO,Foundation-z,57345.18490348307,14.515133307587703
ASASSN-17AJ,Foundation-g,57773.110900076485,15.915707047258804
ASASSN-17AJ,Foundation-r,57773.110900076485,15.934014291310358
ASASSN-17AJ,Foundation-i,57773.110900076485,16.488368035366967
ASASSN-17AJ,Foundation-z,57773.110900076485,16.379464221777187
ASASSN-15FA,Foundation-g,57103.178735573434,16.531092050625592
ASASSN-15FA,Foundation-r,57103.178735573434,16.500917746497315
ASASSN-15FA,Foundation-i,57103.178735573434,17.042101663449493
ASASSN-15FA,Foundation-z,57103.178735573434,17.00149799149978
PS15BBN,Foundation-g,57213.70262548582,16.99883209358325
PS15BBN,Foundation-r,57213.70262548582,17.03931759524363
PS15BBN,Foundation-i,57213.70262548582,17.812175333695425
PS15BBN,Foundation-z,57213.70262548582,17.703632029479714
ASASSN-15NR,Foundation-g,57250.115849140326,16.15501394514005
ASASSN-15NR,Foundation-r,57250.115849140326,16.053411915866597
ASASSN-15NR,Foundation-i,57250.115849140326,16.590759601526653
ASASSN-15NR,Foundation-z,57250.115849140326,16.541998726275235
ATLAS16EEJ,Foundation-g,57755.89324885567,17.05234564543658
ATLAS16EEJ,Foundation-r,57755.89324885567,16.94654621231524
ATLAS16EEJ,Foundation-i,57755.89324885567,17.700384373977197
ATLAS16EEJ,Foundation-z,57755.89324885567,18.1498719623094
ASASSN-15MI,Foundation-g,57220.782417777344,16.519345697169488
ASASSN-15MI,Foundation-r,57220.782417777344,16.571778546661662
ASASSN-15MI,Foundation-i,57220.782417777344,17.179539338900884
ASASSN-15MI,Foundation-z,57220.782417777344,17.11785785429705
ASASSN-15UU,Foundation-g,57388.843796691835,16.591944881995378
ASASSN-15UU,Foundation-r,57388.843796691835,16.548385689303625
ASASSN-15UU,Foundation-i,57388.843796691835,16.911379862840146
ASASSN-15UU,Foundation-z,57388.843796691835,17.036507811296346
ASASSN-15OH,Foundation-g,57255.936136010125,16.205500299259594
ASASSN-15OH,Foundation-r,57255.936136010125,16.12782385810017
ASASSN-15OH,Foundation-i,57255.936136010125,16.509922182548472
ASASSN-15OH,Foundation-z,57255.936136010125,16.55916304405439
ASASSN-15MG,Foundation-g,57218.12061593972,17.514813575381016
ASASSN-15MG,Foundation-r,57218.12061593972,17.485868275014706
ASASSN-15MG,Foundation-i,57218.12061593972,17.942835758658486
ASASSN-15MG,Foundation-z,57218.12061593972,18.09517130480881
ASASSN-16LA,Foundation-g,57671.773021817724,15.109349706173084
ASASSN-16LA,Foundation-r,57671.773021817724,15.132487432261108
ASASSN-16LA,Foundation-i,57671.773021817724,15.602045803660419
ASASSN-16LA,Foundation-z,57671.773021817724,15.512068651941803
ATLAS16DQF,Foundation-g,57703.58446699734,16.135989407958313
ATLAS16DQF,Foundation-r,57703.58446699734,15.977570539556735
ATLAS16DQF,Foundation-i,57703.58446699734,16.57732390417153
ATLAS16DQF,Foundation-z,57703.58446699734,16.50610051488278
ASASSN-16AJ,Foundation-g,57401.951025671326,16.654428465242326
ASASSN-16AJ,Foundation-r,57401.951025671326,16.657955150056097
ASASSN-16AJ,Foundation-i,57401.951025671326,17.125662759132513
ASASSN-16AJ,Foundation-z,57401.951025671326,17.301360354817483
ASASSN-15RW,Foundation-g,57329.4642925355,15.564415259769738
ASASSN-15RW,Foundation-r,57329.4642925355,15.557622655513942
ASASSN-15RW,Foundation-i,57329.4642925355,16.09283874400607
ASASSN-15RW,Foundation-z,57329.4642925355,16.787227036637667
AT2017LM,Foundation-g,57778.736117386325,16.535324256650124
AT2017LM,Foundation-r,57778.736117386325,16.58673237670533
AT2017LM,Foundation-i,57778.736117386325,17.14261223239345
AT2017LM,Foundation-z,57778.736117386325,17.15271744131066
PS15AKF,Foundation-g,57164.12093975808,18.32594149976416
PS15AKF,Foundation-r,57164.12093975808,18.139465214028046
PS15AKF,Foundation-i,57164.12093975808,18.555136525273923
PS15AKF,Foundation-z,57164.12093975808,19.007043333709298
ASASSN-15JL,Foundation-g,57165.75340206837,16.66242572692732
ASASSN-15JL,Foundation-r,57165.75340206837,16.791743177308604
ASASSN-15JL,Foundation-i,57165.75340206837,17.38296191329223
ASASSN-15JL,Foundation-z,57165.75340206837,17.38987428571874
ASASSN-15PN,Foundation-g,57280.454106492296,17.441910440804463
ASASSN-15PN,Foundation-r,57280.454106492296,17.399007800360877
ASASSN-15PN,Foundation-i,57280.454106492296,17.89035039547226
ASASSN-15PN,Foundation-z,57280.454106492296,18.11948379242441
PS16AXI,Foundation-g,57461.55440969313,17.07210841026363
PS16AXI,Foundation-r,57461.55440969313,17.24335951903003
PS16AXI,Foundation-i,57461.55440969313,17.645616243846664
PS16AXI,Foundation-z,57461.55440969313,18.477698861297778
AT2016HTM,Foundation-g,57702.637712528565,17.046864928163586
AT2016HTM,Foundation-r,57702.637712528565,17.19768008608794
AT2016HTM,Foundation-i,57702.637712528565,17.834581730874135
AT2016HTM,Foundation-z,57702.637712528565,17.86476491100066
SN2016GMB,Foundation-g,57655.958325348074,17.391961795076206
SN2016GMB,Foundation-r,57655.958325348074,17.565808839839782
SN2016GMB,Foundation-i,57655.958325348074,18.06500800852254
SN2016GMB,Foundation-z,57655.958325348074,18.34955027313349
AT2016BLN,Foundation-g,57499.59471978108,15.871337574737737
AT2016BLN,Foundation-r,57499.59471978108,16.551857860691666
AT2016BLN,Foundation-i,57499.59471978108,16.870462984322213
AT2016BLN,Foundation-z,57499.59471978108,16.987013125351005
AT2016FBK,Foundation-g,57625.11419747902,17.347602153261054
AT2016FBK,Foundation-r,57625.11419747902,17.317668756396174
AT2016FBK,Foundation-i,57625.11419747902,17.65882249632394
AT2016FBK,Foundation-z,57625.11419747902,17.653058420776052
AT2017CFB,Foundation-g,57836.90845315378,15.625937014981318
AT2017CFB,Foundation-r,57836.90845315378,15.721126409750607
AT2017CFB,Foundation-i,57836.90845315378,16.2178416738867
AT2017CFB,Foundation-z,57836.90845315378,16.296992430794095
ASASSN-15OD,Foundation-g,57256.62247026063,15.37448870792841
ASASSN-15OD,Foundation-r,57256.62247026063,15.479194478898735
ASASSN-15OD,Foundation-i,57256.62247026063,16.024135892668482
ASASSN-15OD,Foundation-z,57256.62247026063,16.094276848457238
AT2016GSU,Foundation-g,57670.860581740686,18.60557616778601
AT2016GSU,Foundation-r,57670.860581740686,18.796753055779238
AT2016GSU,Foundation-i,57670.860581740686,18.960264276529976
AT2016GSU,Foundation-z,57670.860581740686,19.244876123134908
PS16CCN,Foundation-g,57508.270760886466,15.871792259654473
PS16CCN,Foundation-r,57508.270760886466,16.22463973912015
PS16CCN,Foundation-i,57508.270760886466,16.43900194243448
PS16CCN,Foundation-z,57508.270760886466,16.61576907302299
ATLAS16DPB,Foundation-g,57682.10328411207,16.8757414859995
ATLAS16DPB,Foundation-r,57682.10328411207,16.992739166591264
ATLAS16DPB,Foundation-i,57682.10328411207,16.919172138291156
ATLAS16DPB,Foundation-z,57682.10328411207,17.353659010541694
PS15ADH,Foundation-g,57136.637591478175,18.983976208028174
PS15ADH,Foundation-r,57136.637591478175,19.15532179945884
PS15ADH,Foundation-i,57136.637591478175,19.395223777495715
PS15ADH,Foundation-z,57136.637591478175,18.322770061397932
ATLAS16BWU,Foundation-g,57609.12816837713,18.382150041460882
ATLAS16BWU,Foundation-r,57609.12816837713,18.411732004297427
ATLAS16BWU,Foundation-i,57609.12816837713,18.862897691733842
ATLAS16BWU,Foundation-z,57609.12816837713,19.122566473695635
SN2017LC,Foundation-g,57773.39379353287,18.39836398322087
SN2017LC,Foundation-r,57773.39379353287,18.196065287832525
SN2017LC,Foundation-i,57773.39379353287,18.955671265952127
SN2017LC,Foundation-z,57773.39379353287,16.5538621245583
ATLAS16BDG,Foundation-g,57554.99602100938,17.061619541541845
ATLAS16BDG,Foundation-r,57554.99602100938,16.08953280400794
ATLAS16BDG,Foundation-i,57554.99602100938,16.288731563403477
ATLAS16BDG,Foundation-z,57554.99602100938,15.983806545950568
PS16EL,Foundation-g,57394.92783698508,17.54921918746193
PS16EL,Foundation-r,57394.92783698508,17.69166063876651
PS16EL,Foundation-i,57394.92783698508,18.212842719931853
PS16EL,Foundation-z,57394.92783698508,18.130189181804422
PS15CFN,Foundation-g,57279.299905536114,18.717568403578934
PS15CFN,Foundation-r,57279.299905536114,21.621502992006224
PS15CFN,Foundation-i,57279.299905536114,24.897243944600028
PS15CFN,Foundation-z,57279.299905536114,19.618596987692992
AT2016GHQ,Foundation-g,57651.224408052374,16.562843275333567
AT2016GHQ,Foundation-r,57651.224408052374,15.737295651387608
AT2016GHQ,Foundation-i,57651.224408052374,16.347397550529383
AT2016GHQ,Foundation-z,57651.224408052374,16.29743375850273
ASASSN-15UV,Foundation-g,57392.71559542287,16.526015405148357
ASASSN-15UV,Foundation-r,57392.71559542287,16.2939688695779
ASASSN-15UV,Foundation-i,57392.71559542287,16.72722081334925
ASASSN-15UV,Foundation-z,57392.71559542287,16.686399639334766
ASASSN-15JT,Foundation-g,57169.782348338,16.937164876289675
ASASSN-15JT,Foundation-r,57169.782348338,16.665141157347062
ASASSN-15JT,Foundation-i,57169.782348338,16.958309016038672
ASASSN-15JT,Foundation-z,57169.782348338,17.413110071968717
ASASSN-16AV,Foundation-g,57409.56466695494,16.586302888010163
ASASSN-16AV,Foundation-r,57409.56466695494,16.50042938089231
ASASSN-16AV,Foundation-i,57409.56466695494,17.14774337918429
ASASSN-16AV,Foundation-z,57409.56466695494,17.108401258206534
ASASSN-15LA,Foundation-g,57189.86633294645,16.33531142015685
ASASSN-15LA,Foundation-r,57189.86633294645,16.733161882044445
ASASSN-15LA,Foundation-i,57189.86633294645,16.879148051915838
ASASSN-15LA,Foundation-z,57189.86633294645,17.073639929156364
ASASSN-16JF,Foundation-g,57630.105105027586,14.988517800485178
ASASSN-16JF,Foundation-r,57630.105105027586,15.046026733423385
ASASSN-16JF,Foundation-i,57630.105105027586,15.490662834999181
ASASSN-16JF,Foundation-z,57630.105105027586,15.570391860942408
AT2016BLG,Foundation-g,57477.294116168174,17.88637504370252
AT2016BLG,Foundation-r,57477.294116168174,18.055141066647195
AT2016BLG,Foundation-i,57477.294116168174,19.127242417048777
AT2016BLG,Foundation-z,57477.294116168174,19.67298296079859
PSNJ0107203,Foundation-g,57352.02939416664,15.269723948266183
PSNJ0107203,Foundation-r,57352.02939416664,15.305600202519846
PSNJ0107203,Foundation-i,57352.02939416664,15.762263420866388
PSNJ0107203,Foundation-z,57352.02939416664,15.871955898865863
PS16DNP,Foundation-g,57597.94874076986,17.784864626430767
PS16DNP,Foundation-r,57597.94874076986,17.798768086191686
PS16DNP,Foundation-i,57597.94874076986,18.21469768626938
PS16DNP,Foundation-z,57597.94874076986,18.719921142245344
GAIA16BBA,Foundation-g,57628.94559146994,16.321534957483617
GAIA16BBA,Foundation-r,57628.94559146994,16.41166666038831
GAIA16BBA,Foundation-i,57628.94559146994,17.006739714967647
GAIA16BBA,Foundation-z,57628.94559146994,17.11888424569417
PS16DRF,Foundation-g,57614.4354076507,19.705734312087646
PS16DRF,Foundation-r,57614.4354076507,18.86768818459758
PS16DRF,Foundation-i,57614.4354076507,18.987894591619124
PS16DRF,Foundation-z,57614.4354076507,19.22196189936872
PSNJ2043531,Foundation-g,57226.049928659275,16.156105890855837
PSNJ2043531,Foundation-r,57226.049928659275,15.997121661534678
PSNJ2043531,Foundation-i,57226.049928659275,16.310492730234046
PSNJ2043531,Foundation-z,57226.049928659275,16.49401236508617
ASASSN-17BD,Foundation-g,57782.85461642165,18.000979387075176
ASASSN-17BD,Foundation-r,57782.85461642165,17.675793270696257
ASASSN-17BD,Foundation-i,57782.85461642165,18.592505236297974
ASASSN-17BD,Foundation-z,57782.85461642165,18.066489408631845
PSNJ1204051,Foundation-g,57170.374700003835,17.363637768578428
PSNJ1204051,Foundation-r,57170.374700003835,17.333370735479328
PSNJ1204051,Foundation-i,57170.374700003835,17.873290933523347
PSNJ1204051,Foundation-z,57170.374700003835,18.07430414284886
SN2016W,Foundation-g,57417.77492417955,15.898623897962471
SN2016W,Foundation-r,57417.77492417955,15.868701375454005
SN2016W,Foundation-i,57417.77492417955,16.25494721782741
SN2016W,Foundation-z,57417.77492417955,16.434972585655544
PS15ATX,Foundation-g,57193.0872229859,18.715866110240366
PS15ATX,Foundation-r,57193.0872229859,18.848489835107507
PS15ATX,Foundation-i,57193.0872229859,19.180143907394186
PS15ATX,Foundation-z,57193.0872229859,19.64443315872641
PS15BIF,Foundation-g,57234.026580066886,18.585851777785752
PS15BIF,Foundation-r,57234.026580066886,18.551874585198547
PS15BIF,Foundation-i,57234.026580066886,19.00164935638044
PS15BIF,Foundation-z,57234.026580066886,19.36479085623637
PS15ZN,Foundation-g,57127.96116814082,19.466683359620177
PS15ZN,Foundation-r,57127.96116814082,19.233532297075975
PS15ZN,Foundation-i,57127.96116814082,19.256988023680357
PS15ZN,Foundation-z,57127.96116814082,19.44953061274628
PS15BJG,Foundation-g,57239.03889699698,18.454937256493775
PS15BJG,Foundation-r,57239.03889699698,19.248797570934144
PS15BJG,Foundation-i,57239.03889699698,18.99267127564382
PS15BJG,Foundation-z,57239.03889699698,19.178858466592768
SN2017DRH,Foundation-g,57890.38212298763,18.51132118490123
SN2017DRH,Foundation-r,57890.38212298763,15.276483121774014
SN2017DRH,Foundation-i,57890.38212298763,15.050027690712573
SN2017DRH,Foundation-z,57890.38212298763,14.729025555502185
ASASSN-15NP,Foundation-g,57241.68987040997,17.252633776169535
ASASSN-15NP,Foundation-r,57241.68987040997,17.283765330272203
ASASSN-15NP,Foundation-i,57241.68987040997,17.777946552927045
ASASSN-15NP,Foundation-z,57241.68987040997,16.95008646421575
ASASSN-16OZ,Foundation-g,57749.93922491801,17.04379501931996
ASASSN-16OZ,Foundation-r,57749.93922491801,11.591328419252118
ASASSN-16OZ,Foundation-i,57749.93922491801,16.99448981267677
ASASSN-16OZ,Foundation-z,57749.93922491801,17.101408550994826
PS15ASB,Foundation-g,57194.19364399049,17.695365615546937
PS15ASB,Foundation-r,57194.19364399049,17.692671561174162
PS15ASB,Foundation-i,57194.19364399049,18.313761179148894
PS15ASB,Foundation-z,57194.19364399049,18.344728230658994
ASASSN-15FS,Foundation-g,57113.29403535418,16.509358881518942
ASASSN-15FS,Foundation-r,57113.29403535418,16.504950380883486
ASASSN-15FS,Foundation-i,57113.29403535418,17.035165447749275
ASASSN-15FS,Foundation-z,57113.29403535418,17.010501295080253
AT2017OZ,Foundation-g,57787.94124809421,17.667020122475442
AT2017OZ,Foundation-r,57787.94124809421,17.796585356833283
AT2017OZ,Foundation-i,57787.94124809421,18.39583552409944
AT2017OZ,Foundation-z,57787.94124809421,18.564237403486228
PS16AMF,Foundation-g,57440.31205672628,18.58725586679284
PS16AMF,Foundation-r,57440.31205672628,18.468063743580927
PS16AMF,Foundation-i,57440.31205672628,18.560150868372247
PS16AMF,Foundation-z,57440.31205672628,18.953767466629717
ASASSN-15PR,Foundation-g,57283.05283573907,16.800750372745267
ASASSN-15PR,Foundation-r,57283.05283573907,16.837001380583228
ASASSN-15PR,Foundation-i,57283.05283573907,17.413626522332862
ASASSN-15PR,Foundation-z,57283.05283573907,17.810582223013775
PS15AII,Foundation-g,57159.386064077145,17.327815811510956
