Name_upper,Filter,peakmjd,peakmag
SN2005GJ,CSP-Hdw,53711.02154756479,16.462526371565094
SN2007HJ,CSP-u,54349.35828915421,16.889080633995803
SN2007HJ,CSP-g,54349.35828915421,15.747409916750899
SN2007HJ,CSP-r,54349.35828915421,15.614403652156536
SN2007HJ,CSP-i,54349.35828915421,15.991288889829583
SN2007HJ,CSP-B,54349.35828915421,15.92243480812007
SN2007HJ,CSP-V0,54349.35828915421,15.720003268158994
SN2007HJ,CSP-Y,54349.35828915421,15.791594573380952
SN2007HJ,CSP-J,54349.35828915421,15.620960485950263
SN2007HJ,CSP-H,54349.35828915421,15.979717597332439
SN2007HJ,CSP-Ydw,54349.35828915421,16.913345904573795
SN2007HJ,CSP-Jdw,54349.35828915421,17.24474852782418
SN2007HJ,CSP-Hdw,54349.35828915421,16.318741511640386
SN2006EQ,CSP-u,53976.535091390906,19.872004231798805
SN2006EQ,CSP-g,53976.535091390906,18.318054122960305
SN2006EQ,CSP-r,53976.535091390906,18.175589645229095
SN2006EQ,CSP-i,53976.535091390906,18.63696246936711
SN2006EQ,CSP-B,53976.535091390906,18.398463606735017
SN2006EQ,CSP-V0,53976.535091390906,18.281439750173202
SN2006EQ,CSP-Y,53976.535091390906,18.354338750045677
SN2006EQ,CSP-J,53976.535091390906,18.187731009759307
SN2006EQ,CSP-H,53976.535091390906,nan
SN2006EQ,CSP-Ydw,53976.535091390906,18.806393819172108
SN2006EQ,CSP-Jdw,53976.535091390906,20.48750120252649
SN2006EQ,CSP-Hdw,53976.535091390906,nan
SN2005HC,CSP-u,53667.678464919845,18.006615095662337
SN2005HC,CSP-g,53667.678464919845,17.298398971202108
SN2005HC,CSP-r,53667.678464919845,17.373115699358856
SN2005HC,CSP-i,53667.678464919845,18.00028343252706
SN2005HC,CSP-B,53667.678464919845,17.408892722364662
SN2005HC,CSP-V0,53667.678464919845,17.390360892803663
SN2005HC,CSP-Y,53667.678464919845,18.06745015399973
SN2005HC,CSP-J,53667.678464919845,18.05644106497057
SN2005HC,CSP-H,53667.678464919845,17.957668395723882
SN2008BZ,CSP-u,54579.3442980063,18.555275153378883
SN2008BZ,CSP-g,54579.3442980063,17.96933232717242
SN2008BZ,CSP-r,54579.3442980063,18.055136476173562
SN2008BZ,CSP-i,54579.3442980063,18.629807305738574
SN2008BZ,CSP-B,54579.3442980063,18.02401340076912
SN2008BZ,CSP-V0,54579.3442980063,18.007950591425796
SN2008GL,CSP-u,54768.204621900666,17.58129671366973
SN2008GL,CSP-g,54768.204621900666,16.78894288130006
SN2008GL,CSP-r,54768.204621900666,16.823926116067724
SN2008GL,CSP-i,54768.204621900666,17.3969934051355
SN2008GL,CSP-B,54768.204621900666,16.907093313562488
SN2008GL,CSP-V0,54768.204621900666,16.871710626051097
SN2008GL,CSP-Y,54768.204621900666,17.736749028194122
SN2008GL,CSP-J,54768.204621900666,17.31605416096692
SN2008GL,CSP-H,54768.204621900666,17.69761241132776
SN2004EF,CSP-u,53264.16349138354,17.87826659392078
SN2004EF,CSP-g,53264.16349138354,16.922358395162846
SN2004EF,CSP-r,53264.16349138354,16.823326426572894
SN2004EF,CSP-i,53264.16349138354,17.365914921989464
SN2004EF,CSP-B,53264.16349138354,17.059629576860793
SN2004EF,CSP-V0,53264.16349138354,16.919712346148348
SN2004EF,CSP-Ydw,53264.16349138354,17.877422400482654
SN2004EF,CSP-Jdw,53264.16349138354,17.864771165415004
SN2004EF,CSP-Hdw,53264.16349138354,17.78043096841348
SN2008IA,CSP-u,54813.0192950714,17.40367129143168
SN2008IA,CSP-g,54813.0192950714,16.506548327639695
SN2008IA,CSP-r,54813.0192950714,16.417928489640953
SN2008IA,CSP-i,54813.0192950714,16.912749254153614
SN2008IA,CSP-B,54813.0192950714,16.698769653084003
SN2008IA,CSP-V0,54813.0192950714,16.54793639006913
SN2008IA,CSP-Y,54813.0192950714,16.849090840405914
SN2008IA,CSP-J,54813.0192950714,16.424235483155876
SN2008IA,CSP-H,54813.0192950714,16.5956769106409
SN2008IA,CSP-Ydw,54813.0192950714,14.867675126147079
SN2008IA,CSP-Jrc2,54813.0192950714,17.8837628668474
SN2008IA,CSP-Jdw,54813.0192950714,14.670309070254593
SN2008IA,CSP-Hdw,54813.0192950714,14.925381557266556
SN2009CZ,CSP-u,54943.44913892856,16.295677123200438
SN2009CZ,CSP-g,54943.44913892856,15.68612173454655
SN2009CZ,CSP-r,54943.44913892856,15.766130232172792
SN2009CZ,CSP-i,54943.44913892856,16.389817609389716
SN2009CZ,CSP-B,54943.44913892856,15.784926795324704
SN2009CZ,CSP-V0,54943.44913892856,15.754160179221227
SN2009CZ,CSP-Y,54943.44913892856,16.543717616731296
SN2009CZ,CSP-H,54943.44913892856,16.6754796389347
SN2009CZ,CSP-Ydw,54943.44913892856,17.162000001604618
SN2009CZ,CSP-Jrc2,54943.44913892856,16.40875248865359
SN2009CZ,CSP-Jdw,54943.44913892856,17.59999999979722
SN2009CZ,CSP-Hdw,54943.44913892856,17.056999999998087
SN2007JD,CSP-u,54361.76271323797,20.584000013257707
SN2007JD,CSP-g,54361.76271323797,19.016488591886823
SN2007JD,CSP-r,54361.76271323797,18.84609738107632
SN2007JD,CSP-i,54361.76271323797,19.213241610924914
SN2007JD,CSP-B,54361.76271323797,19.2864025450026
SN2007JD,CSP-V0,54361.76271323797,18.878417038343073
SN2007JD,CSP-Y,54361.76271323797,19.683373167849936
SN2007JD,CSP-Ydw,54361.76271323797,19.482767896319174
SN2007JD,CSP-Jdw,54361.76271323797,19.438999885564936
SN2008AE,CSP-u,54509.684290647616,19.423930639302416
SN2008AE,CSP-g,54509.684290647616,18.737999916804892
SN2008AE,CSP-r,54509.684290647616,17.952921676836546
SN2008AE,CSP-i,54509.684290647616,17.630083092164405
SN2008AE,CSP-B,54509.684290647616,18.578102369912315
SN2008AE,CSP-V0,54509.684290647616,18.29342056191559
SN2008AE,CSP-Y,54509.684290647616,17.937800341174707
SN2008AE,CSP-J,54509.684290647616,17.70330973674863
SN2008AE,CSP-H,54509.684290647616,17.7230452795663
SN2008AE,CSP-Ydw,54509.684290647616,16.481505047225692
SN2008AE,CSP-Jdw,54509.684290647616,16.361113165212657
SN2008AE,CSP-Hdw,54509.684290647616,16.525267491579633
SN2007BM,CSP-u,54224.86849314613,15.51910839496064
SN2007BM,CSP-g,54224.86849314613,14.31261759491696
SN2007BM,CSP-r,54224.86849314613,13.80119818664092
SN2007BM,CSP-i,54224.86849314613,14.335197464279505
SN2007BM,CSP-B,54224.86849314613,14.56370740891672
SN2007BM,CSP-V0,54224.86849314613,14.133879107692586
SN2007BM,CSP-Y,54224.86849314613,14.22243287793551
SN2007BM,CSP-J,54224.86849314613,13.982804383981344
SN2007BM,CSP-H,54224.86849314613,14.338601995852386
SN2007BM,CSP-Jdw,54224.86849314613,14.469154443640749
SN2007BM,CSP-Hdw,54224.86849314613,12.854883873819217
SN2004DT,CSP-u,53244.265576554826,16.063563196296563
SN2004DT,CSP-g,53244.265576554826,15.181213002979156
SN2004DT,CSP-r,53244.265576554826,15.440500419831311
SN2004DT,CSP-i,53244.265576554826,15.99142942587843
SN2004DT,CSP-B,53244.265576554826,15.309440483292018
SN2004DT,CSP-V0,53244.265576554826,15.335937421128126
SN2009AA,CSP-u,54878.33543912858,16.8656620498488
SN2009AA,CSP-g,54878.33543912858,16.321403549017614
SN2009AA,CSP-r,54878.33543912858,16.409661908581466
SN2009AA,CSP-i,54878.33543912858,16.939261692964337
SN2009AA,CSP-B,54878.33543912858,16.415387274003468
SN2009AA,CSP-V0,54878.33543912858,16.426815231712396
SN2009AA,CSP-Y,54878.33543912858,16.961698681454823
SN2009AA,CSP-H,54878.33543912858,17.07354951203957
SN2009AA,CSP-Ydw,54878.33543912858,16.842704940830025
SN2009AA,CSP-Jrc2,54878.33543912858,16.795246033049903
SN2009AA,CSP-Jdw,54878.33543912858,16.7042968202889
SN2009AA,CSP-Hdw,54878.33543912858,16.88177779653275
SN2008GO,CSP-u,54765.9331206359,19.198375240897956
SN2008GO,CSP-g,54765.9331206359,18.030651220388208
SN2008GO,CSP-r,54765.9331206359,18.056633345237206
SN2008GO,CSP-i,54765.9331206359,18.559192022554573
SN2008GO,CSP-B,54765.9331206359,18.19676122623314
SN2008GO,CSP-V0,54765.9331206359,18.090537339109293
SN2008GO,CSP-Y,54765.9331206359,18.718997937227247
SN2005AM,CSP-u,53436.15624174852,14.460580079416008
SN2005AM,CSP-g,53436.15624174852,13.775866163027414
SN2005AM,CSP-r,53436.15624174852,13.765862188387526
SN2005AM,CSP-i,53436.15624174852,14.302939632685604
SN2005AM,CSP-B,53436.15624174852,13.858591593010615
SN2005AM,CSP-V0,53436.15624174852,13.791228629882063
SN2005AM,CSP-Ydw,53436.15624174852,14.782777044675566
SN2005AM,CSP-Jdw,53436.15624174852,16.300278327199045
SN2005AM,CSP-Hdw,53436.15624174852,14.369380065778664
SN2005EQ,CSP-u,53654.77924087342,17.054822079299303
SN2005EQ,CSP-g,53654.77924087342,16.455280304721935
SN2005EQ,CSP-r,53654.77924087342,16.421277787678058
SN2005EQ,CSP-i,53654.77924087342,17.018072387273204
SN2005EQ,CSP-B,53654.77924087342,16.57527416586583
SN2005EQ,CSP-V0,53654.77924087342,16.469663466994202
SN2005EQ,CSP-Y,53654.77924087342,17.26594660907023
SN2005EQ,CSP-J,53654.77924087342,17.003686265465173
SN2005EQ,CSP-H,53654.77924087342,17.355906550681805
SN2005EQ,CSP-Ydw,53654.77924087342,nan
SN2005EQ,CSP-Jdw,53654.77924087342,nan
SN2005EQ,CSP-Hdw,53654.77924087342,nan
SN2005KE,CSP-u,53698.85666396808,16.212684315862468
SN2005KE,CSP-g,53698.85666396808,14.535537633654467
SN2005KE,CSP-r,53698.85666396808,14.13396648303944
SN2005KE,CSP-i,53698.85666396808,14.368391703334533
SN2005KE,CSP-B,53698.85666396808,14.91690139880963
SN2005KE,CSP-V0,53698.85666396808,14.270706211003743
SN2005KE,CSP-Y,53698.85666396808,14.073218535338599
SN2005KE,CSP-J,53698.85666396808,14.027885143392627
SN2005KE,CSP-H,53698.85666396808,13.973738313066907
SN2005KE,CSP-Ydw,53698.85666396808,13.150927554247348
SN2005KE,CSP-Jdw,53698.85666396808,13.257990715034175
SN2005KE,CSP-Hdw,53698.85666396808,13.5406485039611
SN2006KF,CSP-u,54041.14735262543,17.525901291991662
SN2006KF,CSP-g,54041.14735262543,16.67243407917816
SN2006KF,CSP-r,54041.14735262543,16.498851613897568
SN2006KF,CSP-i,54041.14735262543,16.870066506755602
SN2006KF,CSP-B,54041.14735262543,16.81175431643829
SN2006KF,CSP-V0,54041.14735262543,16.634566976367978
SN2006KF,CSP-Y,54041.14735262543,16.703398268132915
SN2006KF,CSP-J,54041.14735262543,16.543304886271592
SN2006KF,CSP-H,54041.14735262543,16.722691247371255
SN2006KF,CSP-Ydw,54041.14735262543,16.712161453637624
SN2006KF,CSP-Jdw,54041.14735262543,16.60648140394229
SN2006BT,CSP-u,53858.54364263665,17.757432523891843
SN2006BT,CSP-g,53858.54364263665,16.942414903798902
SN2006BT,CSP-r,53858.54364263665,16.929526410798097
SN2006BT,CSP-i,53858.54364263665,17.233184207447568
SN2006BT,CSP-B,53858.54364263665,17.06712597494787
SN2006BT,CSP-V0,53858.54364263665,16.9169702087121
SN2006BT,CSP-Y,53858.54364263665,17.062364690669003
SN2006BT,CSP-J,53858.54364263665,17.053774295282587
SN2006BT,CSP-H,53858.54364263665,17.10936384856245
SN2008FF,CSP-u,54714.10566960488,16.994228704356235
SN2008FF,CSP-g,54714.10566960488,15.750293559388629
SN2008FF,CSP-r,54714.10566960488,16.152073639037848
SN2008FF,CSP-i,54714.10566960488,17.051363155152412
SN2008FF,CSP-B,54714.10566960488,15.887419660925422
SN2008FF,CSP-V0,54714.10566960488,15.796817902541902
SN2008FF,CSP-Y,54714.10566960488,17.09410762125071
SN2008FF,CSP-J,54714.10566960488,17.06240629769216
SN2008FF,CSP-H,54714.10566960488,17.305602228461332
SN2008FF,CSP-Ydw,54714.10566960488,17.511431814581602
SN2008FF,CSP-Jdw,54714.10566960488,18.267524364406295
SN2008FF,CSP-Hdw,54714.10566960488,16.8246336464092
SN2004GU,CSP-u,53362.5817055821,18.118715677414908
SN2004GU,CSP-g,53362.5817055821,17.404777461810536
SN2004GU,CSP-r,53362.5817055821,17.3154202171776
SN2004GU,CSP-i,53362.5817055821,17.93029288621609
SN2004GU,CSP-B,53362.5817055821,17.550323012543192
SN2004GU,CSP-V0,53362.5817055821,17.401144469637178
SN2004GU,CSP-Ydw,53362.5817055821,18.845894917498452
SN2004GU,CSP-Jdw,53362.5817055821,19.0635359551298
SN2004GU,CSP-Hdw,53362.5817055821,19.288542018861797
SN2007BA,CSP-u,54197.006773798734,18.883459768302103
SN2007BA,CSP-g,54197.006773798734,17.685677551706746
SN2007BA,CSP-r,54197.006773798734,17.495093775190227
SN2007BA,CSP-i,54197.006773798734,17.666491871496532
SN2007BA,CSP-B,54197.006773798734,17.910426937364775
SN2007BA,CSP-V0,54197.006773798734,17.63100783334808
SN2007BA,CSP-Y,54197.006773798734,17.548318059198092
SN2007BA,CSP-J,54197.006773798734,17.601574132289233
SN2007BA,CSP-H,54197.006773798734,17.55335418300196
SN2007BA,CSP-Ydw,54197.006773798734,17.41215921791123
SN2007BA,CSP-Jdw,54197.006773798734,nan
SN2008FR,CSP-u,54737.14572855887,17.7483741363852
SN2008FR,CSP-g,54737.14572855887,16.81753071078314
SN2008FR,CSP-r,54737.14572855887,16.961093151350138
SN2008FR,CSP-i,54737.14572855887,17.55054835021991
SN2008FR,CSP-B,54737.14572855887,16.962052301504503
SN2008FR,CSP-V0,54737.14572855887,16.994039221546352
SN2008FR,CSP-Y,54737.14572855887,18.208773767664216
SN2008FR,CSP-J,54737.14572855887,17.76177079897895
SN2008FR,CSP-H,54737.14572855887,18.01200074321045
SN2008FR,CSP-Ydw,54737.14572855887,18.605898102800552
SN2008FR,CSP-Jdw,54737.14572855887,nan
SN2008FR,CSP-Hdw,54737.14572855887,18.595806365808727
SN2007CG,CSP-u,54227.46248947718,18.106624196726557
SN2007CG,CSP-g,54227.46248947718,17.94503672099875
SN2007CG,CSP-r,54227.46248947718,17.345768349182546
SN2007CG,CSP-i,54227.46248947718,17.84998886073702
SN2007CG,CSP-B,54227.46248947718,18.447120211464185
SN2007CG,CSP-V0,54227.46248947718,17.65717105690045
SN2007CG,CSP-Y,54227.46248947718,18.08897010893055
SN2007CG,CSP-Ydw,54227.46248947718,18.99595092370384
SN2007NQ,CSP-u,54398.4836469147,18.136274063216735
SN2007NQ,CSP-g,54398.4836469147,17.424202801631342
SN2007NQ,CSP-r,54398.4836469147,17.46383779215234
SN2007NQ,CSP-i,54398.4836469147,17.930318236883206
SN2007NQ,CSP-B,54398.4836469147,17.577251206481936
SN2007NQ,CSP-V0,54398.4836469147,17.47922688137198
SN2007NQ,CSP-Y,54398.4836469147,17.87833267620582
SN2007NQ,CSP-J,54398.4836469147,17.578631694533403
SN2007NQ,CSP-H,54398.4836469147,nan
SN2007NQ,CSP-Ydw,54398.4836469147,16.500800280703118
SN2007NQ,CSP-Jdw,54398.4836469147,-71.1981287853778
SN2007NQ,CSP-Hdw,54398.4836469147,16.680357326031896
SN2007N,CSP-u,54114.618044133225,20.55665164163098
SN2007N,CSP-g,54114.618044133225,17.784729981547716
SN2007N,CSP-r,54114.618044133225,17.486610772045335
SN2007N,CSP-i,54114.618044133225,18.1718637573777
SN2007N,CSP-B,54114.618044133225,18.059821498032207
SN2007N,CSP-V0,54114.618044133225,17.634406824426218
SN2007N,CSP-Y,54114.618044133225,17.305111595512624
SN2007N,CSP-J,54114.618044133225,16.880935595949495
SN2007N,CSP-H,54114.618044133225,16.75676508858409
SN2007N,CSP-Ydw,54114.618044133225,16.948081599584807
SN2007N,CSP-Jdw,54114.618044133225,15.732844812601439
SN2007N,CSP-Hdw,54114.618044133225,16.12150032483076
SN2006EV,CSP-g,53989.501731981756,17.126944502811064
SN2006EV,CSP-r,53989.501731981756,16.93503305414582
SN2006EV,CSP-i,53989.501731981756,17.276727283918177
SN2006EV,CSP-B,53989.501731981756,17.207992941304468
SN2006EV,CSP-V0,53989.501731981756,17.0920049232391
SN2006EV,CSP-Y,53989.501731981756,17.68056344204483
SN2006EV,CSP-J,53989.501731981756,17.097998716391576
SN2006EV,CSP-H,53989.501731981756,17.722751313619895
SN2006EV,CSP-Ydw,53989.501731981756,18.10407243916264
SN2006EV,CSP-Jdw,53989.501731981756,19.138371443875233
SN2006EV,CSP-Hdw,53989.501731981756,18.932649906904672
SN2007JH,CSP-g,54365.31787796858,18.471429701527512
SN2007JH,CSP-r,54365.31787796858,18.249923592706992
SN2007JH,CSP-i,54365.31787796858,18.564723996415015
SN2007JH,CSP-B,54365.31787796858,18.73227774329669
SN2007JH,CSP-V0,54365.31787796858,18.390739513638167
SN2007JH,CSP-Y,54365.31787796858,nan
SN2007JH,CSP-Hdw,54365.31787796858,nan
SN2004GC,CSP-g,53326.280029221816,17.327510666301695
SN2004GC,CSP-r,53326.280029221816,17.224582570878482
SN2004GC,CSP-i,53326.280029221816,17.74062770564888
SN2004GC,CSP-B,53326.280029221816,17.458936336132123
SN2004GC,CSP-V0,53326.280029221816,17.32084608481055
SN2005A,CSP-g,53379.98579368144,17.884338152824824
SN2005A,CSP-r,53379.98579368144,16.834936991132178
SN2005A,CSP-i,53379.98579368144,17.180093672677014
SN2005A,CSP-B,53379.98579368144,18.32611564694072
SN2005A,CSP-V0,53379.98579368144,17.286090040327583
SN2005A,CSP-Ydw,53379.98579368144,16.950892361328805
SN2005A,CSP-Jdw,53379.98579368144,16.350522725417672
SN2005A,CSP-Hdw,53379.98579368144,16.673242277486455
SN2008CD,CSP-g,54558.738197924366,17.217217804074824
SN2008CD,CSP-r,54558.738197924366,17.22814062521745
SN2008CD,CSP-i,54558.738197924366,14.882757043012449
SN2008CD,CSP-B,54558.738197924366,19.707549090630657
SN2008CD,CSP-V0,54558.738197924366,16.6081020245839
SN2010AE,CSP-g,55275.806852726535,19.776517429961245
SN2010AE,CSP-r,55275.806852726535,18.4765109674267
SN2010AE,CSP-i,55275.806852726535,17.924615211360805
SN2010AE,CSP-B,55275.806852726535,nan
SN2010AE,CSP-V0,55275.806852726535,19.187561476891112
SN2010AE,CSP-Y,55275.806852726535,16.792311285025587
SN2010AE,CSP-H,55275.806852726535,nan
SN2010AE,CSP-Ydw,55275.806852726535,16.30237821394364
SN2010AE,CSP-Jrc2,55275.806852726535,16.915374590128504
SN2010AE,CSP-Jdw,55275.806852726535,nan
SN2010AE,CSP-Hdw,55275.806852726535,15.63024990430133
SN2007MM,CSP-g,54391.893240554695,19.73600909243131
SN2007MM,CSP-r,54391.893240554695,19.31986082513293
SN2007MM,CSP-i,54391.893240554695,19.482721285452005
SN2007MM,CSP-B,54391.893240554695,20.126835759595515
SN2007MM,CSP-V0,54391.893240554695,19.387112257478208
SN2006BR,CSP-g,53851.40882610633,18.40279541837681
SN2006BR,CSP-r,53851.40882610633,17.262291350175587
SN2006BR,CSP-i,53851.40882610633,17.215887817342704
SN2006BR,CSP-B,53851.40882610633,18.84264192929801
SN2006BR,CSP-V0,53851.40882610633,18.012987007639364
SN2006BR,CSP-Y,53851.40882610633,nan
SN2006BR,CSP-J,53851.40882610633,17.37383464929459
SN2006BR,CSP-H,53851.40882610633,17.527250074979616
SN2005AG,CSP-g,53414.78957604829,18.48859966652397
SN2005AG,CSP-r,53414.78957604829,18.49410688188572
SN2005AG,CSP-i,53414.78957604829,18.97754336946239
SN2005AG,CSP-B,53414.78957604829,18.572455466851718
SN2005AG,CSP-V0,53414.78957604829,18.50864645333558
SN2005AG,CSP-Ydw,53414.78957604829,19.305307745649255
SN2005AG,CSP-Jdw,53414.78957604829,19.601553577956977
SN2008BD,CSP-g,54524.61703166913,17.591788178462206
SN2008BD,CSP-r,54524.61703166913,16.7767403277064
SN2008BD,CSP-i,54524.61703166913,18.307823125048266
SN2008BD,CSP-B,54524.61703166913,18.101070511207638
SN2008BD,CSP-V0,54524.61703166913,17.172825429375763
SN2008BD,CSP-Y,54524.61703166913,17.554751326284826
SN2008BD,CSP-J,54524.61703166913,nan
SN2008BD,CSP-H,54524.61703166913,nan
SN2008BD,CSP-Ydw,54524.61703166913,16.51769751233202
SN2006BD,CSP-g,53810.77307155195,18.187964732043923
SN2006BD,CSP-r,53810.77307155195,18.71195908918939
SN2006BD,CSP-i,53810.77307155195,18.795234905899985
SN2006BD,CSP-B,53810.77307155195,18.501036334655808
SN2006BD,CSP-V0,53810.77307155195,18.245962316777145
SN2006BD,CSP-Y,53810.77307155195,18.1556535674119
SN2006BD,CSP-J,53810.77307155195,17.696339769463155
SN2006BD,CSP-Jdw,53810.77307155195,-58.68208804128853
SN2006BD,CSP-Hdw,53810.77307155195,17.74583776533116
