,c,c_c_cov,c_err,c_mwebv_cov,c_t0_cov,c_x0_cov,c_x1_cov,c_z_cov,chisq,mwebv,mwebv_c_cov,mwebv_err,mwebv_mwebv_cov,mwebv_t0_cov,mwebv_x0_cov,mwebv_x1_cov,mwebv_z_cov,ncall,ndof,success,t0,t0_c_cov,t0_err,t0_mwebv_cov,t0_t0_cov,t0_x0_cov,t0_x1_cov,t0_z_cov,x0,x0_c_cov,x0_err,x0_mwebv_cov,x0_t0_cov,x0_x0_cov,x0_x1_cov,x0_z_cov,x1,x1_c_cov,x1_err,x1_mwebv_cov,x1_t0_cov,x1_x0_cov,x1_x1_cov,x1_z_cov,z,z_c_cov,z_err,z_mwebv_cov,z_t0_cov,z_x0_cov,z_x1_cov,z_z_cov,Name,Survey,ErrorType,ErrorMesg,bands,bands2,last_fitmjd,first_fitmjd,Name_upper
71,0.3704844610559954,0.02466411812093776,0.15697530810538396,0.0,-0.033742767815039376,-2.6254482951711185e-05,0.10215574583463115,0.0,2.2259613249877988,0.021119284943883754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,18,1,53851.661279967564,-0.033742767815039376,0.7382565166553832,0.0,0.5450689758244899,1.4358422638060168e-05,-0.7191086615698193,0.0,0.0008838026365819429,-2.6254482951711185e-05,0.0001712796989866705,0.0,1.4358422638060168e-05,2.933706017673018e-08,-8.848146100195771e-05,0.0,-3.540627767702498,0.10215574583463115,1.399242791542776,0.0,-0.7191086615698193,-8.848146100195771e-05,2.0699632131307735,0.0,0.024569999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006BR,CfA3,None                                              ,None                                              ,ir                  ,ir                  ,53874.337999999996,53853.333,SN2006BR
72,0.8762029467091157,0.0016558930376680582,0.040691301464540475,0.0,0.005817485733574995,-9.855854043553084e-07,0.0004210160803391459,0.0,41.55196464937888,0.021119284943883754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,24,1,53851.15524563113,0.005817485733574995,0.4308109941557632,0.0,0.1856024075902776,-7.591026873672372e-06,-0.00046922206595331696,0.0,0.0004618651627171233,-9.855854043553084e-07,2.771791742758878e-05,0.0,-7.591026873672372e-06,7.682833727155885e-10,-7.302542820345225e-07,0.0,-0.9250072483857537,0.0004210160803391459,0.12332066855075996,0.0,-0.00046922206595331696,-7.302542820345225e-07,0.015211181420644041,0.0,0.024569999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006BR,CSP,None                                              ,None                                              ,gir                 ,gir                 ,53891.16,53858.19,SN2006BR
73,0.2629250786218935,0.005649185829074268,0.07515314235837689,0.0,-0.0008631378727705733,-1.905933648260501e-05,-0.001361621435526916,0.0,73.27760314937686,0.043052110870826124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,38,1,53858.98331084628,-0.0008631378727705733,0.34240669850987615,0.0,0.11724350744897082,-1.4067011564250316e-06,-0.014307278959446963,0.0,0.0024271303130353195,-1.905933648260501e-05,0.0002587580289228064,0.0,-1.4067011564250316e-06,6.695633472753267e-08,3.6915351962435473e-06,0.0,0.1561262509981738,-0.001361621435526916,0.15863049136718343,0.0,-0.014307278959446963,3.6915351962435473e-06,0.025172088354226924,0.0,0.032479135949444064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006BT,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53906.85,53852.97,SN2006BT
74,0.2594282962691179,0.00461346540435097,0.06791664907080852,0.0,-0.0004030063468069503,-1.4111131172623196e-05,-0.0004033663681164519,0.0,121.37466143450354,0.043052110870826124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,35,1,53859.594215616715,-0.0004030063468069503,0.20681024577788776,0.0,0.04277059860999962,1.031129297664776e-06,-0.01248746825179326,0.0,0.0023813585470978116,-1.4111131172623196e-05,0.0002116355221519206,0.0,1.031129297664776e-06,4.478987571682913e-08,9.334954580128009e-07,0.0,-0.0942506439749522,-0.0004033663681164519,0.09707437792658258,0.0,-0.01248746825179326,9.334954580128009e-07,0.009424619523940454,0.0,0.032479135949444064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006BT,CfA3,None                                              ,None                                              ,ir                  ,ir                  ,53907.34,53855.38,SN2006BT
75,0.15659754926239167,0.0007046117012965571,0.02654417569239298,0.0,6.168028802714993e-06,-1.930158932332433e-06,-0.0003887008555468214,0.0,360.71557062877764,0.043052110870826124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,29,1,53858.67931612835,6.168028802714993e-06,0.08334537758491933,0.0,0.006946457266817449,-3.894145848153712e-07,-0.0015345522236341357,0.0,0.0028813892152884657,-1.930158932332433e-06,8.281372589499791e-05,0.0,-3.894145848153712e-07,6.858118653435484e-09,9.813775004656089e-07,0.0,0.16951768352297591,-0.0003887008555468214,0.05092983270728002,0.0,-0.0015345522236341357,9.813775004656089e-07,0.002593937675089538,0.0,0.032479135949444064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006BT,CSP,None                                              ,None                                              ,gir                 ,gir                 ,53891.21,53853.26,SN2006BT
76,0.37238575059618917,0.002688585094265098,0.0518489459279019,0.0,-0.0010484888371468549,-2.4114942614610823e-05,7.460516988944908e-12,0.0,298.9493518663276,0.017970584920256678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,18,1,53990.68814449206,-0.0010484888371468549,0.40166440589746344,0.0,0.16133509358814002,5.122527934707935e-06,5.978633987831935e-10,0.0,0.01145537518648676,-2.4114942614610823e-05,0.0005300789637735503,0.0,5.122527934707935e-06,2.8098603186227174e-07,-4.4904466940006177e-13,0.0,4.99999999909903,7.460516988944908e-12,0.017071745586828335,0.0,5.978633987831935e-10,-4.4904466940006177e-13,6.155962653425217e-11,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006DD,CSP,None                                              ,None                                              ,gir                 ,gir                 ,54017.33,53979.43,SN2006DD
77,-0.09473209923741077,0.008111050506224111,0.09004783024977159,0.0,-0.0008684670531405741,-0.00013613915851269547,-0.0014092819816085792,0.0,9.927896107532934,0.020428808322612985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,28,1,53968.423732216484,-0.0008684670531405741,0.40736984662362374,0.0,0.1659522967213517,-2.4096520035317015e-05,-0.038971823339642366,0.0,0.012067437179454577,-0.00013613915851269547,0.0015385507799979548,0.0,-2.4096520035317015e-05,2.3672951884653346e-06,2.5793329631046683e-05,0.0,-1.3848751215046295,-0.0014092819816085792,0.16806475684984346,0.0,-0.038971823339642366,2.5793329631046683e-05,0.028257291536700615,0.0,0.01701844013700972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006EF,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,54016.93,53965.96,SN2006EF
78,-0.03995622234113316,0.008193744412044096,0.09050556723581105,0.0,1.916877136826313e-07,-0.00010825989356988523,-0.004301760120108444,0.0,14.029518125977152,0.020428808322612985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,26,1,53970.50141167573,1.916877136826313e-07,0.00012482806050684303,0.0,1.5582044496780973e-08,-2.428937246978494e-09,-3.6635331263703934e-07,0.0,0.01023572453587307,-0.00010825989356988523,0.0012271206331449236,0.0,-2.428937246978494e-09,1.505899660833457e-06,2.7253534224304478e-05,0.0,-1.0019158376367039,-0.004301760120108444,0.2288622252729553,0.0,-3.6635331263703934e-07,2.7253534224304478e-05,0.05241607209514599,0.0,0.01701844013700972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006EF,CfA3,None                                              ,None                                              ,ir                  ,ir                  ,54021.352,53977.449720000004,SN2006EF
79,-0.0361061610318032,0.0013188066666961944,0.03631449079800464,0.0,-0.0017954522148884585,-1.3625288699946e-05,0.00028718723125721303,0.0,13.18852271874447,0.020428808322612985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,20,1,53970.01999322652,-0.0017954522148884585,0.3479254543744901,0.0,0.12105342284944727,-5.7660552450080366e-05,0.004452226806569076,0.0,0.011310212629753846,-1.3625288699946e-05,0.0005192983086207414,0.0,-5.7660552450080366e-05,2.696729011460184e-07,-2.956887587102156e-05,0.0,-1.376839031820598,0.00028718723125721303,0.11072429038921072,0.0,0.004452226806569076,-2.956887587102156e-05,0.012262037585397536,0.0,0.01701844013700972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006EF,CSP,None                                              ,None                                              ,gir                 ,gir                 ,54014.21,53979.4,SN2006EF
80,-0.13772657046434977,0.009889835471362178,0.09942940110144516,0.0,-0.007614310446440381,-0.00014431591290409501,0.0008206944251985941,0.0,7.71647371334981,0.030216190435665428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,19,1,53974.89426679851,-0.007614310446440381,0.43906673569290433,0.0,0.19278264726641922,0.00011130255898945773,-0.04570859892494003,0.0,0.010501293139471457,-0.00014431591290409501,0.001476017474912994,0.0,0.00011130255898945773,2.1787798635937202e-06,-2.7647687883453034e-05,0.0,-1.5248534304903516,0.0008206944251985941,0.16987378883365967,0.0,-0.04570859892494003,-2.7647687883453034e-05,0.028869354109577423,0.0,0.019350053162444803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2006EJ,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,54024.85,53971.86,SN2006EJ
