,c,c_c_cov,c_err,c_mwebv_cov,c_t0_cov,c_x0_cov,c_x1_cov,c_z_cov,chisq,mwebv,mwebv_c_cov,mwebv_err,mwebv_mwebv_cov,mwebv_t0_cov,mwebv_x0_cov,mwebv_x1_cov,mwebv_z_cov,ncall,ndof,success,t0,t0_c_cov,t0_err,t0_mwebv_cov,t0_t0_cov,t0_x0_cov,t0_x1_cov,t0_z_cov,x0,x0_c_cov,x0_err,x0_mwebv_cov,x0_t0_cov,x0_x0_cov,x0_x1_cov,x0_z_cov,x1,x1_c_cov,x1_err,x1_mwebv_cov,x1_t0_cov,x1_x0_cov,x1_x1_cov,x1_z_cov,z,z_c_cov,z_err,z_mwebv_cov,z_t0_cov,z_x0_cov,z_x1_cov,z_z_cov,Name,Survey,ErrorType,ErrorMesg,bands,bands2,last_fitmjd,first_fitmjd,Name_upper
0,0.16209704988688145,0.005443721886223067,0.0737741228480393,0.0,0.0001315973137171946,-8.546420052520458e-05,-0.0016509855472606094,0.0,332.1831510814618,0.02282491241073472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,63,1,53240.42319603452,0.0001315973137171946,0.06547874721582048,0.0,0.0042874670711034474,-1.915495005004652e-06,0.0005885497788205748,0.0,0.011120887395807355,-8.546420052520458e-05,0.0011780104312610618,0.0,-1.915495005004652e-06,1.3877669504849472e-06,2.398712754955789e-05,0.0,0.11559041632433953,-0.0016509855472606094,0.06559441399481036,0.0,0.0005885497788205748,2.398712754955789e-05,0.004302874136667942,0.0,0.019719999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004DT,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53289.92,53228.98,SN2004DT
1,0.050292018085930756,0.005019299164738764,0.07084042549490288,0.0,0.0007548285712066312,-6.075941019812037e-05,-0.0012154027265968105,0.0,1840.1541421804627,0.02282491241073472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,70,1,53252.10452295815,0.0007548285712066312,0.15754691629263107,0.0,0.024821059444303253,-1.565602293595714e-05,-0.001885440444639392,0.0,0.009251781789918367,-6.075941019812037e-05,0.0008725157380241044,0.0,-1.565602293595714e-05,7.613047897883571e-07,1.4309900645027277e-05,0.0,0.379051983904902,-0.0012154027265968105,0.04099547400811865,0.0,-0.001885440444639392,1.4309900645027277e-05,0.0016806667683881363,0.0,0.019719999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004DT,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53299.19,53249.29,SN2004DT
2,-0.06267038013766779,0.007960591818488594,0.08920899055542142,0.0,0.00021662875091044538,-4.1689625087834874e-05,-0.0007232917122578939,0.0,7.562967879887068,0.04722847674223536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,41,1,53263.94894123521,0.00021662875091044538,0.15817348461860092,0.0,0.025018882389177356,-8.981994261264201e-07,-0.0002814386230540179,0.0,0.003850484313223268,-4.1689625087834874e-05,0.0004742768632855776,0.0,-8.981994261264201e-07,2.2494294028829063e-07,1.666520471708757e-06,0.0,-1.769069909862635,-0.0007232917122578939,0.20449594499259627,0.0,-0.0002814386230540179,1.666520471708757e-06,0.041845272647039515,0.0,0.030969999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EF,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53306.75,53254.77,SN2004EF
3,-0.06595068880920518,0.013176771278031747,0.11476209646209834,0.0,-0.06902842382747217,-6.111493207500077e-05,0.02284475789718046,0.0,3.0570141846665346,0.04722847674223536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,8,1,53264.013365256906,-0.06902842382747217,1.218819710011303,0.0,1.485649530402522,0.00031924935616609495,-0.47377009292094985,0.0,0.0036126088706430193,-6.111493207500077e-05,0.0005406689195764369,0.0,0.00031924935616609495,2.9233079419438495e-07,-0.00011170731724771026,0.0,-1.323795706092732,0.02284475789718046,0.4257081020711677,0.0,-0.47377009292094985,-0.00011170731724771026,0.18170027790724813,0.0,0.030969999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EF,CfA3,None                                              ,None                                              ,ir                  ,ir                  ,53312.240639999996,53263.19088,SN2004EF
4,-0.08814873934919643,0.004763873300145227,0.06901472376699913,0.0,-7.533271646853568e-06,-2.4108469426332943e-05,6.43079880901954e-06,0.0,80.56333262124845,0.04722847674223536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,86,1,53264.343382513376,-7.533271646853568e-06,0.08557018929786864,0.0,0.007322260746108257,-2.068152669424607e-07,-0.0009591823672438738,0.0,0.003945362578793299,-2.4108469426332943e-05,0.00035558839627042316,0.0,-2.068152669424607e-07,1.2644446370815253e-07,-5.451889931518956e-07,0.0,-1.3008261434051342,6.43079880901954e-06,0.04391222267114303,0.0,-0.0009591823672438738,-5.451889931518956e-07,0.001928336478575034,0.0,0.030969999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EF,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53312.06,53255.19,SN2004EF
5,0.004109791174927935,0.006254732933215361,0.0790777093338697,0.0,0.0002435115734558494,-0.0001498936230921081,-0.001481656830011884,0.0,11.73436597045606,0.09289687132956546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,49,1,53278.07978543358,0.0002435115734558494,0.1242915975417418,0.0,0.015448414818459934,-5.175510960842881e-06,-0.001972319560808412,0.0,0.016878102054276034,-0.0001498936230921081,0.0019263593459946105,0.0,-5.175510960842881e-06,3.7111369914396355e-06,3.119071808353141e-05,0.0,-1.1267839016317498,-0.001481656830011884,0.09408497328943954,0.0,-0.001972319560808412,3.119071808353141e-05,0.008853083083816644,0.0,0.014746868648710302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EO,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53327.59,53267.75,SN2004EO
6,0.10862604106820495,0.004301507257544262,0.06558064582399337,0.0,8.70917605138693e-05,-8.397928716389783e-05,-0.0002154433150502453,0.0,57.2171259294465,0.09289687132956546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,68,1,53278.792227387756,8.70917605138693e-05,0.08776225501787849,0.0,0.007702217177838449,-1.5952217362347781e-06,-0.001417035409948073,0.0,0.014624652909297431,-8.397928716389783e-05,0.001307037382605708,0.0,-1.5952217362347781e-06,1.7084142299753664e-06,3.4982518827841144e-07,0.0,-1.1030710263258232,-0.0002154433150502453,0.049816285903617086,0.0,-0.001417035409948073,3.4982518827841144e-07,0.0024817486624134815,0.0,0.014746868648710302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EO,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53329.03,53266.02,SN2004EO
7,-0.05845920146497097,0.005881615518558127,0.07668333525939275,0.0,0.0014890210484630522,-0.00017763110699135545,-0.0020219805260704004,0.0,11.821102441426143,0.11818716433117746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,22,1,53303.68948043318,0.0014890210484630522,0.24402782517063315,0.0,0.05954985514490475,-6.348764340573496e-05,-0.01216749362654422,0.0,0.02142905866381767,-0.00017763110699135545,0.002359437144076243,0.0,-6.348764340573496e-05,5.56743633221649e-06,5.420369082205721e-05,0.0,0.20084235039881904,-0.0020219805260704004,0.09724861477021296,0.0,-0.01216749362654422,5.420369082205721e-05,0.009458487782005467,0.0,0.015780000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EY,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53353.6,53299.66,SN2004EY
8,-0.0106985861089397,0.0044057456027541495,0.066370375391688,0.0,8.169571174985104e-05,-0.00011661174560437881,-0.0003526187881287518,0.0,34.7349099144491,0.11818716433117746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,60,1,53304.46944463934,8.169571174985104e-05,0.07585742533046869,0.0,0.005754351677201893,-2.981420048854884e-06,-0.0013488876615821365,0.0,0.019994778897485632,-0.00011661174560437881,0.0017887604264140156,0.0,-2.981420048854884e-06,3.19983803588606e-06,8.09930534891906e-06,0.0,0.17249241640121937,-0.0003526187881287518,0.03719457577338092,0.0,-0.0013488876615821365,8.09930534891906e-06,0.001383462016743277,0.0,0.015780000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004EY,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53352.05,53295.03,SN2004EY
9,-0.089738749998725,0.004551354147541158,0.06745803359520841,0.0,-0.0008269567828567812,-2.3022524929898632e-05,-0.00045989471783450746,0.0,126.10044306149115,0.17722747030015634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,40,1,53328.677078860295,-0.0008269567828567812,0.24409256657963851,0.0,0.05958144164476832,-2.0159459700767506e-06,-0.006096209207544868,0.0,0.003962858270356806,-2.3022524929898632e-05,0.00034855475472161945,0.0,-2.0159459700767506e-06,1.214916635205634e-07,2.442516282472014e-06,0.0,-0.5850305271883682,-0.00045989471783450746,0.061144767012109025,0.0,-0.006096209207544868,2.442516282472014e-06,0.0037388715051082833,0.0,0.032080000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004GC,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53380.22,53329.33,SN2004GC
10,0.3170530866810548,0.008285428264739063,0.0910102045636243,0.0,-0.005692244450256372,-2.2686639544756244e-05,0.043401175188337915,0.0,16.71502821058964,0.02647721245880073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,21,1,53356.69236359429,-0.005692244450256372,0.32866880924848374,0.0,0.10802573134235079,9.834518424183888e-06,-0.2783971715964986,0.0,0.0020450509834651354,-2.2686639544756244e-05,0.0002539286874375102,0.0,9.834518424183888e-06,6.448045737923913e-08,-8.725812779071669e-05,0.0,-1.307450011163127,0.043401175188337915,1.3293318939131167,0.0,-0.2783971715964986,-8.725812779071669e-05,1.8137172934593881,0.0,0.02751570221289556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004GS,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53363.87,53352.95,SN2004GS
11,0.12456863967867093,0.0048213517201002734,0.06942974400721846,0.0,-1.141253068970253e-12,-1.5171723052553738e-05,-0.0002533624646451007,0.0,75.41044414476175,0.02647721245880073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,56,1,53356.81457066344,-1.141253068970253e-12,6.802925781812519e-06,0.0,4.627976630775239e-11,3.8179871016044903e-16,-3.872652051420846e-12,0.0,0.002430668691079163,-1.5171723052553738e-05,0.00022307280897990167,0.0,3.8179871016044903e-16,4.9761818515304425e-08,-1.1363020824688946e-07,0.0,-2.01943952224839,-0.0002533624646451007,0.05500018554750685,0.0,-3.872652051420846e-12,-1.1363020824688946e-07,0.003025166213938436,0.0,0.02751570221289556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004GS,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53408.19,53352.35,SN2004GS
12,-0.050298917079040883,0.0038872305088099354,0.06234316909879589,0.0,-0.0003720940549985447,-1.0985172205548899e-05,-0.0004532698737465433,0.0,46.231328604980085,0.022829527250567416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,53,1,53362.392038917606,-0.0003720940549985447,0.23972670849980204,0.0,0.05746917364964544,-2.0591211492519849e-07,-0.015945430440968047,0.0,0.002262386912601999,-1.0985172205548899e-05,0.00018028250787810451,0.0,-2.0591211492519849e-07,3.25019386427336e-08,9.95974920326503e-07,0.0,1.2724958534370483,-0.0004532698737465433,0.09080614299748735,0.0,-0.015945430440968047,9.95974920326503e-07,0.008246725139631607,0.0,0.04583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2004GU,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53410.34,53357.36,SN2004GU
13,0.49314688093048,0.004318022312629439,0.06570626007912694,0.0,3.0292814390239127e-09,-1.0638350682316994e-05,-0.000333087178336622,0.0,405.86691582227473,0.025963983199603087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,62,1,53381.10248927357,3.0292814390239127e-09,4.4894914026372135e-06,0.0,2.0155547893482463e-11,-8.01008064199344e-12,4.592056574858907e-09,0.0,0.0018443118831896754,-1.0638350682316994e-05,0.00016488893626728784,0.0,-8.01008064199344e-12,2.718849515250235e-08,6.230675830204758e-07,0.0,-0.380861281352745,-0.000333087178336622,0.04002735860564455,0.0,4.592056574858907e-09,6.230675830204758e-07,0.001602223864691947,0.0,0.018352696517802327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2005A,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53432.02,53376.15,SN2005A
14,0.03223910480755876,0.007416021630709484,0.08610449860138503,0.0,-0.0012867614618338075,-7.212481000836639e-05,-0.0025863270126881854,0.0,13.976964487394564,0.026828278596369246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,30,1,53405.0351542661,-0.0012867614618338075,0.1537926519922621,0.0,0.02365221134956958,1.1390933194758899e-05,-0.0005914704928475741,0.0,0.0070830210712099495,-7.212481000836639e-05,0.0008523873259929371,0.0,1.1390933194758899e-05,7.2658917534742e-07,1.8070175975061947e-05,0.0,1.3488178391070074,-0.0025863270126881854,0.12791278179130883,0.0,-0.0005914704928475741,1.8070175975061947e-05,0.016365530729327206,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2005M,LOSS,None                                              ,None                                              ,IR                  ,IR                  ,53454.79,53389.81,SN2005M
15,0.09777925352817673,0.009174000365452163,0.09576471350933136,0.0,0.02666967777051376,-7.604237204229336e-05,-0.006973704103214255,0.0,1.069509731361392e-06,0.026828278596369246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0,1,53407.0934964951,0.02666967777051376,3.255159865348105,0.0,10.60314755570309,-0.0012170145369905774,-2.465098672751416,0.0,0.006143824513211438,-7.604237204229336e-05,0.0008678395147910245,0.0,-0.0012170145369905774,7.531763906838465e-07,0.00027044553533466355,0.0,0.7757689243613344,-0.006973704103214255,0.7867301414408483,0.0,-2.465098672751416,0.00027044553533466355,0.6242501932472798,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2005M,CfA3,None                                              ,None                                              ,ir                  ,ir                  ,53438.31733,53410.305389999994,SN2005M
16,-0.0925258243030509,0.004059030263786602,0.06370572586077694,0.0,7.798468243890441e-10,-4.47137656733716e-05,-0.0011575939153386692,0.0,156.6079544188574,0.026828278596369246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,85,1,53406.980274932284,7.798468243890441e-10,4.788558726431802e-06,0.0,2.2930282966945637e-11,-8.074941891516113e-12,-7.269039332641164e-10,0.0,0.008520841420636194,-4.47137656733716e-05,0.0007161747904377291,0.0,-8.074941891516113e-12,5.129167105899959e-07,1.1618143854527304e-05,0.0,0.8975474112827619,-0.0011575939153386692,0.05309571190355156,0.0,-7.269039332641164e-10,1.1618143854527304e-05,0.0028192641261750827,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2005M,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53458.08,53397.23,SN2005M
17,0.06329377300023875,0.0050307881326718835,0.07092143837458398,0.0,0.00027993422303988823,-0.0002742536046510142,0.0011106251815336092,0.0,18.85547835430359,0.06150131827913029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,36,1,53412.387310315426,0.00027993422303988823,0.08728763497128966,0.0,0.007619140162537396,-1.4555308823789572e-05,0.004124554753952071,0.0,0.040836231683266944,-0.0002742536046510142,0.0039299345744891745,0.0,-1.4555308823789572e-05,1.5446416119285196e-05,-5.2739425601730885e-05,0.0,-0.2264824926289748,0.0011106251815336092,0.21225484045134646,0.0,0.004124554753952071,-5.2739425601730885e-05,0.045079261660000994,0.0,0.008879999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SN2005W,CSP,None                                              ,None                                              ,ir                  ,ir                  ,53429.01,53404.04,SN2005W
