,Name,Filter,mwebv_corr,ra,dec,mwebv
57,2008bq,CSP-H,0.04074064028069735,06:41:02.510,-38:02:19.00,0.07776436570016322
58,2008bz,CSP-u,0.10888767131069033,12:38:57.739,+11:07:46.20,0.022911697314678348
58,2008bz,CSP-g,0.08588067583893899,12:38:57.739,+11:07:46.20,0.022911697314678348
58,2008bz,CSP-r,0.05947583073958951,12:38:57.739,+11:07:46.20,0.022911697314678348
58,2008bz,CSP-i,0.04323706675299066,12:38:57.739,+11:07:46.20,0.022911697314678348
58,2008bz,CSP-B,0.09334832875871868,12:38:57.739,+11:07:46.20,0.022911697314678348
58,2008bz,CSP-V0,0.07219006421440355,12:38:57.739,+11:07:46.20,0.022911697314678348
59,2008c,CSP-u,0.34236397344742786,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-g,0.26978002868720785,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-r,0.1869361743575877,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-i,0.13591840847571213,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-B,0.29339184041095123,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-V0,0.2268939437613824,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-Y,0.0799913891592503,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-J,0.058166482171706946,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-H,0.03774607361994242,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-Ydw,0.07872112853505442,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-Jdw,0.05878804398074422,06:57:11.530,+20:26:13.70,0.07204779124211749
59,2008c,CSP-Hdw,0.037801050320453555,06:57:11.530,+20:26:13.70,0.07204779124211749
60,2008cf,CSP-u,0.27371177372168165,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-g,0.21574038829538678,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-r,0.14946682548271228,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-i,0.10866993081788845,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-B,0.23458645650350896,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-V0,0.1814164014881019,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-Y,0.0639512617665634,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-J,0.046502558759360824,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-H,0.030176659585553267,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-Ydw,0.06293540749192239,14:07:32.561,-26:33:06.59,0.05759837169890182
60,2008cf,CSP-Hdw,0.030220619960340755,14:07:32.561,-26:33:06.59,0.05759837169890182
61,2008fr,CSP-u,0.18380736708121204,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-g,0.144928234271255,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-r,0.10038631574511037,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-i,0.07298144195082035,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-B,0.15755675057784124,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-V0,0.12184538581503546,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-Y,0.042945645751945705,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-J,0.03122802216189058,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-H,0.020264349961697903,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-Ydw,0.04226318921941363,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-Jdw,0.03156197734574917,01:11:49.140,+14:38:26.99,0.03867753830859397
61,2008fr,CSP-Hdw,0.020293877822743056,01:11:49.140,+14:38:26.99,0.03867753830859397
62,2008gl,CSP-u,0.11570572242498767,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-g,0.09125571227496065,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-r,0.06319927218449406,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-i,0.04594410601968013,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-B,0.09919226109671442,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-V0,0.07670943361214633,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-Y,0.027034073692545846,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-J,0.019657805114066562,01:20:54.821,+04:48:19.12,0.02434641224959299
62,2008gl,CSP-H,0.012756119854458348,01:20:54.821,+04:48:19.12,0.02434641224959299
63,2008gp,CSP-u,0.49270541419143954,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-g,0.3880201470020308,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-r,0.2689625158634188,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-i,0.19557855706885885,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-B,0.42212258083618437,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-V0,0.32644984595571813,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-Y,0.11511753436406913,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-J,0.08370955748249109,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-H,0.05432306393051256,03:23:00.730,+01:21:42.80,0.10369425782562117
63,2008gp,CSP-Jdw,0.08460342205085247,03:23:00.730,+01:21:42.80,0.10369425782562117
64,2008hj,CSP-u,0.14666693510992657,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-g,0.11566051013670586,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-r,0.08010667558404472,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-i,0.058236547396074645,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-B,0.1257282793361707,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-V0,0.09723093075553102,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-Y,0.034267993558584564,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-J,0.024917991366470105,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-H,0.01616957864145263,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-Ydw,0.03372334524347487,00:04:01.910,-11:10:07.50,0.030861677164367704
64,2008hj,CSP-Jdw,0.02518451429311952,00:04:01.910,-11:10:07.50,0.030861677164367704
65,2008hu,CSP-u,0.43880148366988303,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-g,0.3456419305742924,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-r,0.23955689993708096,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-i,0.17418958849786215,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-B,0.3759744878660083,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-V0,0.2907603212956431,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-Y,0.10252330756450512,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-J,0.07455121715746493,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-Ydw,0.1008959403450902,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-Jdw,0.0753474943682857,08:09:14.760,-18:39:13.10,0.09234704476094932
65,2008hu,CSP-Hdw,0.04844982317976232,08:09:14.760,-18:39:13.10,0.09234704476094932
66,2008hv,CSP-u,0.1303875548961706,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-g,0.10282922137660977,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-r,0.07121697821793238,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-i,0.05177327348352412,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-B,0.1117760015936824,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-V0,0.08644100038902458,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-Y,0.030464405258983973,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-J,0.022152187869011186,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-H,0.01437477946370258,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-Ydw,0.029980175388875097,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-Jrc2,0.02238453584322997,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-Jdw,0.022389146365883406,09:07:34.061,+03:23:32.10,0.027435929400351555
66,2008hv,CSP-Hdw,0.014395728560243626,09:07:34.061,+03:23:32.10,0.027435929400351555
67,2008ia,CSP-u,0.9253423361891207,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-g,0.7275024555143508,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-r,0.5047964049403966,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-i,0.3671755840213269,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-B,0.7922058298798618,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-V0,0.6126699192213891,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-Y,0.21619882793988587,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-J,0.15721662525989544,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-H,0.10203216825619243,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-Ydw,0.2127745388719955,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-Jrc2,0.15885637442702283,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-Jdw,0.15889191456555984,08:50:35.150,-61:16:40.58,0.19479132480194863
67,2008ia,CSP-Hdw,0.10218053454695308,08:50:35.150,-61:16:40.58,0.19479132480194863
68,2008r,CSP-u,0.2947243353950899,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-g,0.23228352303531996,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-r,0.16093601331810437,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-i,0.11701028786547818,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-B,0.2525866068435896,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-V0,0.19533690831195116,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-Y,0.06886071004637095,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-J,0.050072559161931096,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-H,0.03249342801303179,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-Ydw,0.06776697232340645,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-Jdw,0.05060775300050757,03:03:53.700,-11:59:39.41,0.0620208319115488
68,2008r,CSP-Hdw,0.0325407606009982,03:03:53.700,-11:59:39.41,0.0620208319115488
69,2009aa,CSP-u,0.1388094206959043,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-g,0.10946747779414445,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-r,0.07581597064334256,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-i,0.055116963044373524,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-B,0.11899407360036562,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-V0,0.09202306176010744,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-Y,0.03243212844871124,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-H,0.015303287398717558,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-Ydw,0.031916641008539415,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-Jrc2,0.023830370561729097,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-Jdw,0.023835283387288797,11:23:42.281,-22:16:14.48,0.029208175436598975
69,2009aa,CSP-Hdw,0.015325589132526574,11:23:42.281,-22:16:14.48,0.029208175436598975
70,2009ab,CSP-u,0.874367063395415,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-g,0.6875630479613675,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-r,0.4770258067051314,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-i,0.34696393830747985,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-B,0.7486292602753188,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-V0,0.5789671362503572,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-Y,0.20428905264777875,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-H,0.09641043465896004,04:16:36.389,+02:45:51.01,0.18405568075240475
70,2009ab,CSP-Jrc2,0.15010551751217527,04:16:36.389,+02:45:51.01,0.18405568075240475
71,2009ad,CSP-u,0.4563902731196763,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-g,0.3594718590506376,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-r,0.2491524571228143,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-i,0.18116900318698592,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-B,0.39103347518101295,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-V0,0.3024064581447803,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-Y,0.10663279159572348,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-H,0.05031878173880777,05:03:33.379,+06:39:35.71,0.09604955568250897
71,2009ad,CSP-Jrc2,0.07835098330923707,05:03:33.379,+06:39:35.71,0.09604955568250897
72,2009ag,CSP-u,1.0353404774782997,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-g,0.8136320113724074,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-r,0.5647068515007754,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-i,0.41078362221965925,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-B,0.886212519299395,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-V0,0.6853770976723332,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-Y,0.2418985197863499,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-H,0.11416353970623128,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-Ydw,0.23806907799541044,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-Jrc2,0.17773951336519644,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-Jdw,0.17777971221889288,07:11:40.810,-26:41:06.29,0.21795944602809053
72,2009ag,CSP-Hdw,0.1143294951847107,07:11:40.810,-26:41:06.29,0.21795944602809053
73,2009d,CSP-u,0.21639539424328458,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-g,0.170601552499265,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-r,0.11817830890745662,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-i,0.08591823722267433,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-B,0.1854806898671555,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-V0,0.14344034429602814,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-Y,0.050559646206167486,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-H,0.023857264692273006,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-Ydw,0.04975631063074637,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-Jrc2,0.03715001184916389,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-Jdw,0.03715773530004185,03:54:22.829,-19:10:54.19,0.045535642718792915
73,2009d,CSP-Hdw,0.023892024744798235,03:54:22.829,-19:10:54.19,0.045535642718792915
74,2009f,CSP-u,0.42492009631055483,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-g,0.3347257591019792,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-r,0.2319835458197268,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-i,0.16868115961785346,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-B,0.3640890379849022,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-V0,0.2815685121579623,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-Y,0.09928002749632903,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-H,0.04684877590958081,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-Ydw,0.09770404377829323,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-Jrc2,0.07294839215174953,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-Jdw,0.07296389873246234,04:59:23.561,-11:07:50.09,0.08942500575019238
74,2009f,CSP-Hdw,0.04691699483736933,04:59:23.561,-11:07:50.09,0.08942500575019238
75,2009y,CSP-u,0.4152654092386461,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-g,0.32713271931329957,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-r,0.22671598687838435,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-i,0.16484989707657594,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-B,0.35582222534079655,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-V0,0.27517524407624094,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-Y,0.09702428274915498,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-H,0.04578422697453455,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-Ydw,0.0954840407114581,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-Jrc2,0.0712909375811499,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-Jdw,0.07130607644277731,14:42:23.849,-17:14:48.41,0.08739271469137724
75,2009y,CSP-Hdw,0.045850897557560444,14:42:23.849,-17:14:48.41,0.08739271469137724
76,2016afk,Foundation-g,0.1828794025093341,10:22:29.903,+15:05:47.73,0.04983347510018711
76,2016afk,Foundation-r,0.1302292677272625,10:22:29.903,+15:05:47.73,0.04983347510018711
76,2016afk,Foundation-i,0.09574774806027264,10:22:29.903,+15:05:47.73,0.04983347510018711
76,2016afk,Foundation-z,0.07490484161542099,10:22:29.903,+15:05:47.73,0.04983347510018711
77,2016cor,Foundation-g,0.09779961700495043,15:44:31.200,+16:18:12.80,0.02663790667406395
77,2016cor,Foundation-r,0.06962957369248812,15:44:31.200,+16:18:12.80,0.02663790667406395
77,2016cor,Foundation-i,0.05118815882584826,15:44:31.200,+16:18:12.80,0.02663790667406395
77,2016cor,Foundation-z,0.04004153132643751,15:44:31.200,+16:18:12.80,0.02663790667406395
78,2016cvv,Foundation-g,0.32495854211701847,19:20:28.850,+54:12:30.66,0.0886150988267153
78,2016cvv,Foundation-r,0.23148215297814367,19:20:28.850,+54:12:30.66,0.0886150988267153
78,2016cvv,Foundation-i,0.1702203192850682,19:20:28.850,+54:12:30.66,0.0886150988267153
78,2016cvv,Foundation-z,0.13318639768143115,19:20:28.850,+54:12:30.66,0.0886150988267153
79,2016esh,Foundation-g,0.1125265419173882,16:04:14.350,+16:41:24.61,0.030651475364207176
79,2016esh,Foundation-r,0.08011736352016463,16:04:14.350,+16:41:24.61,0.030651475364207176
79,2016esh,Foundation-i,0.058899291206209625,16:04:14.350,+16:41:24.61,0.030651475364207176
79,2016esh,Foundation-z,0.04607424048873199,16:04:14.350,+16:41:24.61,0.030651475364207176
80,2016glp,Foundation-g,0.16748059731394171,23:36:14.007,+23:41:45.37,0.04563371829029432
80,2016glp,Foundation-r,0.119259371296776,23:36:14.007,+23:41:45.37,0.04563371829029432
80,2016glp,Foundation-i,0.08768079567696851,23:36:14.007,+23:41:45.37,0.04563371829029432
80,2016glp,Foundation-z,0.06859280031500781,23:36:14.007,+23:41:45.37,0.04563371829029432
81,2016gmg,Foundation-g,0.4308869278004206,21:23:41.850,+33:06:52.78,0.11756673635968144
81,2016gmg,Foundation-r,0.3070164190972928,21:23:41.850,+33:06:52.78,0.11756673635968144
81,2016gmg,Foundation-i,0.22579311097595323,21:23:41.850,+33:06:52.78,0.11756673635968144
81,2016gmg,Foundation-z,0.17668891429553213,21:23:41.850,+33:06:52.78,0.11756673635968144
82,2016gsu,Foundation-g,0.15155219177727375,01:08:24.590,+21:09:05.75,0.041290235056796645
82,2016gsu,Foundation-r,0.1079130343784378,01:08:24.590,+21:09:05.75,0.041290235056796645
82,2016gsu,Foundation-i,0.0793373325361415,01:08:24.590,+21:09:05.75,0.041290235056796645
82,2016gsu,Foundation-z,0.06206462371057597,01:08:24.590,+21:09:05.75,0.041290235056796645
83,2016hhv,Foundation-g,0.18741752124082112,23:35:48.477,+20:42:31.62,0.051071297498290064
83,2016hhv,Foundation-r,0.1334623131544319,23:35:48.477,+20:42:31.62,0.051071297498290064
83,2016hhv,Foundation-i,0.09812529523005153,23:35:48.477,+20:42:31.62,0.051071297498290064
83,2016hhv,Foundation-z,0.07676520977470602,23:35:48.477,+20:42:31.62,0.051071297498290064
84,2016htn,Foundation-g,0.0851135279225641,02:11:29.080,-16:30:37.04,0.02318102855214756
84,2016htn,Foundation-r,0.06059575108969817,02:11:29.080,-16:30:37.04,0.02318102855214756
84,2016htn,Foundation-i,0.04454627150618151,02:11:29.080,-16:30:37.04,0.02318102855214756
84,2016htn,Foundation-z,0.034845487569922895,02:11:29.080,-16:30:37.04,0.02318102855214756
85,2016ixf,Foundation-g,0.10761459682266583,10:39:44.560,+15:02:04.78,0.029312740897773144
85,2016ixf,Foundation-r,0.07661923735499698,10:39:44.560,+15:02:04.78,0.029312740897773144
85,2016ixf,Foundation-i,0.0563272687831482,10:39:44.560,+15:02:04.78,0.029312740897773144
85,2016ixf,Foundation-z,0.04406202906131895,10:39:44.560,+15:02:04.78,0.029312740897773144
86,2017cfc,Foundation-g,0.14715264740308598,13:52:39.006,-02:00:08.05,0.04009066033599605
86,2017cfc,Foundation-r,0.10477924196080934,13:52:39.006,-02:00:08.05,0.04009066033599605
86,2017cfc,Foundation-i,0.07703297250723473,13:52:39.006,-02:00:08.05,0.04009066033599605
86,2017cfc,Foundation-z,0.060261662939524285,13:52:39.006,-02:00:08.05,0.04009066033599605
87,2017cii,Foundation-g,0.21276790842097348,16:33:19.890,+23:43:52.50,0.057986980874232895
87,2017cii,Foundation-r,0.151523704839704,16:33:19.890,+23:43:52.50,0.057986980874232895
87,2017cii,Foundation-i,0.11140792583972114,16:33:19.890,+23:43:52.50,0.057986980874232895
87,2017cii,Foundation-z,0.08715885701908377,16:33:19.890,+23:43:52.50,0.057986980874232895
88,2017ciy,Foundation-g,0.2026647552762899,17:04:06.930,+25:03:10.22,0.055230581501685985
88,2017ciy,Foundation-r,0.1443252515274196,17:04:06.930,+25:03:10.22,0.055230581501685985
88,2017ciy,Foundation-i,0.10611397372229092,17:04:06.930,+25:03:10.22,0.055230581501685985
88,2017ciy,Foundation-z,0.08301627523516153,17:04:06.930,+25:03:10.22,0.055230581501685985
89,2017cjv,Foundation-g,0.09534991377817192,10:10:45.659,-03:46:39.14,0.02597034245112628
89,2017cjv,Foundation-r,0.06788508656718406,10:10:45.659,-03:46:39.14,0.02597034245112628
89,2017cjv,Foundation-i,0.049905553526354396,10:10:45.659,-03:46:39.14,0.02597034245112628
89,2017cjv,Foundation-z,0.03903811963925108,10:10:45.659,-03:46:39.14,0.02597034245112628
90,2017ckx,Foundation-g,0.1079706555994111,07:48:11.006,+28:13:49.04,0.02940978123083777
90,2017ckx,Foundation-r,0.07687280800852037,07:48:11.006,+28:13:49.04,0.02940978123083777
90,2017ckx,Foundation-i,0.056513707413939684,07:48:11.006,+28:13:49.04,0.02940978123083777
90,2017ckx,Foundation-z,0.044207887854375016,07:48:11.006,+28:13:49.04,0.02940978123083777
91,2017cpu,Foundation-g,0.08726749173202286,14:07:52.541,+09:38:31.23,0.023767937557997994
91,2017cpu,Foundation-r,0.062129560533390915,14:07:52.541,+09:38:31.23,0.023767937557997994
91,2017cpu,Foundation-i,0.04567395151983078,14:07:52.541,+09:38:31.23,0.023767937557997994
91,2017cpu,Foundation-z,0.03572767773343699,14:07:52.541,+09:38:31.23,0.023767937557997994
92,2017hn,Foundation-g,0.10425807896151618,13:07:39.419,+06:20:15.23,0.028397972600247418
92,2017hn,Foundation-r,0.07422888209861078,13:07:39.419,+06:20:15.23,0.028397972600247418
92,2017hn,Foundation-i,0.05456976027038429,13:07:39.419,+06:20:15.23,0.028397972600247418
92,2017hn,Foundation-z,0.0426870616773769,13:07:39.419,+06:20:15.23,0.028397972600247418
93,2017mf,Foundation-g,0.03460293450365093,14:16:31.070,+39:35:10.61,0.009421765520996942
93,2017mf,Foundation-r,0.02463228816799834,14:16:31.070,+39:35:10.61,0.009421765520996942
93,2017mf,Foundation-i,0.01810705133368451,14:16:31.070,+39:35:10.61,0.009421765520996942
93,2017mf,Foundation-z,0.01416312557215349,14:16:31.070,+39:35:10.61,0.009421765520996942
94,2017oz,Foundation-g,0.039786388759672775,14:06:41.579,+30:19:07.49,0.01083342187530377
94,2017oz,Foundation-r,0.028322504735784904,14:06:41.579,+30:19:07.49,0.01083342187530377
94,2017oz,Foundation-i,0.020819836909895528,14:06:41.579,+30:19:07.49,0.01083342187530377
94,2017oz,Foundation-z,0.01628512659805459,14:06:41.579,+30:19:07.49,0.01083342187530377
95,2017po,Foundation-g,0.04371626718724464,16:03:51.720,+39:59:24.07,0.011903731753726223
95,2017po,Foundation-r,0.031120332895513414,16:03:51.720,+39:59:24.07,0.011903731753726223
95,2017po,Foundation-i,0.022876624194131168,16:03:51.720,+39:59:24.07,0.011903731753726223
95,2017po,Foundation-z,0.017894007128870015,16:03:51.720,+39:59:24.07,0.011903731753726223
96,2017zd,Foundation-g,0.2668157591772413,13:32:42.093,-21:48:04.35,0.07273758101730084
96,2017zd,Foundation-r,0.1900384039148939,13:32:42.093,-21:48:04.35,0.07273758101730084
96,2017zd,Foundation-i,0.13973493466991727,13:32:42.093,-21:48:04.35,0.07273758101730084
96,2017zd,Foundation-z,0.10932663314496338,13:32:42.093,-21:48:04.35,0.07273758101730084
123,atlas16agv,Foundation-g,0.07765483572431009,16:41:09.710,+50:58:20.90,0.02114879690949236
123,atlas16agv,Foundation-r,0.05528463446886889,16:41:09.710,+50:58:20.90,0.02114879690949236
